Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
1,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.000 + (0.313 * (((2.726 - ((-0.779) * X1)) / (2.885 - ((-0.779) * X1))) / ((-0.109) * (2.722 - ((-0.779) * X1)))))),(0.066145669*X1**2 + 0.232268977*X1 + 0.00273573000000005)/(0.066145669*X1**2 + 0.476095977*X1 + 0.85597373),1.4213630890113827e-05,-2.274466289952182,3.6523709297180176
8,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.000 + (0.036 * (((((0.149 * X1) * (0.149 * X1)) / ((6.273 * X1) + 4.973)) + (7.961 * X1)) / (1.067 + (0.288 * X1))))),X1*(1.798615944*X1 + 1.425241908)/((0.288*X1 + 1.067)*(6.273*X1 + 4.973)),1.4213630890113827e-05,-2.274466289952182,4.022573709487915
9,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-0.000) + ((-0.402) * ((0.757 * X1) / (((0.069 * (0.250 * X1)) * (((-1.005) * X1) / (1.967 * X1))) + (((-0.295) * X1) + (-1.125)))))),0.304314*X1/(0.303813548551093*X1 + 1.125),1.4213630890113827e-05,-2.274466289952182,3.7081334590911865
10,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(12.832 + (23.914 * (((0.167 * X1) - (-0.671)) / (((0.166 * X1) - (-0.614)) / (-0.491))))),(0.344675645621181*X1 + 0.000239604887980249)/(0.338085539714868*X1 + 1.25050916496945),1.4213630890113827e-05,-2.274466289952182,3.4381625652313232
13,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.980 + ((-0.629) * (exp(((-0.376) * ((-0.031) * ((-0.477) * X1)))) / (exp((-0.444)) - ((-0.173) * X1))))),0.98 - 0.629*exp(-0.005559912*X1)/(0.173*X1 + 0.64146542082732),1.4213630890113827e-05,-2.274466289952182,4.028934955596924
15,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.994 + (0.287 * ((exp(((-0.014) * X1)) + ((0.950 * X1) / (0.140 * X1))) / (((-0.625) / 0.278) + ((-0.608) * X1))))),-0.287*(6.78571428571428 + exp(-0.014*X1))/(0.608*X1 + 2.24820143884892) + 0.994,1.4213630890113827e-05,-2.274466289952182,4.201151132583618
16,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.398 + (3.201 * ((exp((0.003 * X1)) - ((-0.073) * X1)) / (((-1.291) - (0.616 * X1)) - exp((0.003 * X1)))))),(0.627495*X1 - 1.803*exp(0.003*X1) + 1.804818)/(0.616*X1 + exp(0.003*X1) + 1.291),1.4213630890113827e-05,-2.274466289952182,3.958050012588501
17,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(21.807 + ((-20.808) * exp((((0.142 * X1) / (((-1.326) * X1) + ((-1.107) * X1))) / ((-1.244) + ((-0.328) * X1)))))),21.807 - 20.808*exp(0.0583641594739005/(0.328*X1 + 1.244)),1.4213630890113827e-05,-2.274466289952182,3.3880820274353027
23,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.018 + ((-1.170) * ((1.443 * exp((0.005 * X1))) / ((0.448 * X1) + 1.659)))),(0.456064*X1 - 1.68831*exp(0.005*X1) + 1.688862)/(0.448*X1 + 1.659),1.4213630890113827e-05,-2.274466289952182,3.974095106124878
24,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.997 + ((-0.182) * ((3.551 + exp(((-0.004) * X1))) / ((0.224 * X1) + exp((-0.187)))))),-0.182*(3.551 + exp(-0.004*X1))/(0.224*X1 + 0.829443736385404) + 0.997,1.4213630890113827e-05,-2.274466289952182,5.127311944961548
