Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
9,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.086) + (152.040 * ((((1.675 * X2) * (1.082 * X1)) / exp(((-0.300) * X2))) / exp(((3.148 * X2) * (2.592 * ((-0.518) * X2))))))),275.549694*X1*X2*exp(X2*(4.226681088*X2 + 0.3)) - 0.086,0.058612149581546584,,4.447460889816284
25,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.171) + ((-103485.133) * ((((-2.225) * X1) - (((3.461 * X2) * (2.798 * X2)) * ((1.345 * X1) - ((-0.265) * X2)))) * ((3.574 * X2) - (3.573 * X2))))),103.485132999989*X2*(2.225*X1 + X2**2*(13.02481591*X1 + 2.56622767*X2)) - 0.171,0.09928542814423634,,3.966060161590576
7,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.182) + (52.831 * ((((3.182 * X2) * (0.622 * X1)) / exp(((-3.858) * X2))) * exp(exp(((-4.214) * X2)))))),104.563326524*X1*X2*exp(3.858*X2 + exp(-4.214*X2)) - 0.182,0.10904926922911194,,4.388270139694214
12,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.453) + ((-75.625) * (exp(((3.420 * X2) * (1.397 * X2))) * (((-3.010) * X1) * ((1.275 * X2) + ((0.076 * X1) * ((-0.150) * X2))))))),-227.63125*X1*X2*(0.0114*X1 - 1.275)*exp(4.77774*X2**2) - 0.453,0.12199928451902946,,4.082001447677612
3,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.396) + (156.134 * ((exp(((-0.010) * X1)) * ((((-0.677) * X2) * ((-2.751) * X1)) - 0.000)) * exp(((1.797 * X2) * (2.652 * X2)))))),290.788177218*X1*X2*exp(-0.01*X1 + 4.765644*X2**2) - 0.396,0.12424839531154243,,4.456415891647339
26,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.149) + ((-100.746) * (((1.922 * X1) * exp((((-1.437) * X2) * ((-3.394) * X2)))) * (((-1.059) * ((-0.001) * X1)) + ((-1.473) * X2))))),-193.633812*X1*(0.001059*X1 - 1.473*X2)*exp(4.877178*X2**2) - 0.149,0.1264942716670968,,3.9522030353546143
10,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.010) + (207.506 * (((((-0.815) * X1) * (0.477 * X2)) / ((-0.298) + (0.474 * X2))) - (((5.375 * X1) * (0.476 * X2)) * (0.476 * X2))))),(-80.66899503*X1*X2 + (0.474*X2 - 0.298)*(-252.710352076*X1*X2**2 - 0.01))/(0.474*X2 - 0.298),0.13866565383499996,,3.7450006008148193
11,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.044 + ((-104.555) * ((exp(((6.899 * X2) * (0.205 * X2))) * ((1.260 * X1) * (6.899 * X2))) / (exp((2.375 * X2)) - 4.386)))),(-908.8694307*X1*X2*exp(1.414295*X2**2) + 0.044*exp(2.375*X2) - 0.192984)/(exp(2.375*X2) - 4.386),0.15910637024481777,,3.9232137203216553
6,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.023) + ((-82.753) * ((((2.182 * X1) * (1.766 * X2)) * (exp((1.324 * X2)) - (1.766 * X2))) / (exp((1.324 * X2)) - 2.180)))),(318.881403236*X1*X2*(1.766*X2 - exp(1.324*X2)) - 0.023*exp(1.324*X2) + 0.05014)/(exp(1.324*X2) - 2.18),0.16710564433725258,,4.208239316940308
20,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.301) + ((-8766.247) * ((((0.010 * X2) - ((-0.155) * X1)) * ((0.568 * X2) + 0.000)) * (((3.278 * X2) * ((-0.657) * X2)) + (-0.360))))),4979.228296*X2*(0.155*X1 + 0.01*X2)*(2.153646*X2**2 + 0.36) - 0.301,0.17524677642750316,,3.771334171295166
4,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.070 + (60.418 * ((((0.434 * X2) * ((-10.159) * X1)) * exp(((-0.035) * X2))) / (((2.449 * X2) * (0.782 * X2)) - exp(((-0.862) * X2)))))),(-266.383324508*X1*X2*exp(0.827*X2) + 0.13405826*X2**2*exp(0.862*X2) - 0.07)/(1.915118*X2**2*exp(0.862*X2) - 1),0.20011624228114253,,4.537408828735352
5,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.105 + ((-10508.259) * ((0.022 + (((-0.384) * X2) * ((-0.384) * X2))) * (((-2.720) * X1) * ((0.432 * X2) - (((-0.002) * X2) * (1.392 * X1))))))),28582.46448*X1*X2*(0.002784*X1 + 0.432)*(0.147456*X2**2 + 0.022) + 0.105,0.2056145255561206,,3.723088026046753
15,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.009) + ((-247.269) * (((((-0.000) * X1) + ((-1.064) * X2)) * ((-1.029) * X1)) * ((2.303 * X2) - exp((2.785 * X2)))))),-270.723948264*X1*X2*(2.303*X2 - exp(2.785*X2)) - 0.009,0.20591389118293968,,4.574687957763672
2,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.044 + ((-354.056) * (((0.497 * X2) / (0.338 + ((-0.621) * X2))) * ((((-0.513) * X1) / exp(((-0.002) * X2))) / exp((1.001 * X2)))))),(-90.270471816*X1*X2 + (0.027324*X2 - 0.014872)*exp(0.999*X2))*exp(-0.999*X2)/(0.621*X2 - 0.338),0.2088362269550428,,4.303184986114502
16,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.028 + (1241.080 * ((((0.901 * X1) * (0.261 * X2)) / (((-1.992) * X2) - (-1.089))) * exp((((-0.991) * X2) - (0.001 * X1)))))),(-291.85361388*X1*X2 + (0.055776*X2 - 0.030492)*exp(0.001*X1 + 0.991*X2))*exp(-0.001*X1 - 0.991*X2)/(1.992*X2 - 1.089),0.21296044867196323,,3.9436917304992676
28,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.028) + (692.731 * (((0.712 * X2) * (0.562 * X1)) - (((0.711 * X2) * (0.981 * X2)) * (((-2.649) * X1) * (1.396 * X2)))))),1786.77804572641*X1*X2**3 + 277.192153264*X1*X2 - 0.028,0.22636505889184513,,3.6615965366363525
27,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.077 + ((-198.613) * ((exp(((-1.230) * X2)) / (((-0.911) * X2) + exp(((-1.230) * X2)))) * ((0.707 * X1) * ((-1.890) * X2))))),(-265.39264899*X1*X2 + 0.070147*X2*exp(1.23*X2) - 0.077)/(0.911*X2*exp(1.23*X2) - 1),0.23537963170211673,,4.34003210067749
29,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.074 + ((-732048.125) * ((((0.007 * X1) * ((-0.030) * X2)) / (((-2.314) * X2) - (-1.205))) + (((0.007 * X1) * ((-0.030) * X2)) * 0.884)))),(-153.73010625*X1*X2 + (2.314*X2 - 1.205)*(135.897413925*X1*X2 + 0.074))/(2.314*X2 - 1.205),0.24403321486952553,,3.9226393699645996
22,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(4226.154 + ((-4226.153) * exp(((((-0.111) * X1) * ((-0.194) * X2)) / ((-0.343) - (((0.402 * X2) / (-1.208)) * exp((1.067 * X2)))))))),4226.154 - 4226.153*exp(0.021534*X1*X2/(0.332781456953642*X2*exp(1.067*X2) - 0.343)),0.24643557747713624,,4.214826822280884
1,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.432) + (289.285 * (((((-0.302) * X2) + (-0.001)) / (((-0.970) * X2) + 0.751)) * ((((-1.141) * X2) * (0.855 * X2)) + ((-2.170) * X1))))),(-0.41904*X2 - 289.285*(2.17*X1 + 0.975555*X2**2)*(0.302*X2 + 0.001) + 0.324432)/(0.97*X2 - 0.751),0.31466912652152174,,3.7617413997650146
8,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.034 + ((-34.286) * ((((0.004 * X1) + (4.467 * X2)) * (((3.959 * X2) * ((-0.076) * X2)) - (0.603 * X1))) * exp(exp((1.326 * X2)))))),34.286*(0.004*X1 + 4.467*X2)*(0.603*X1 + 0.300884*X2**2)*exp(exp(1.326*X2)) + 0.034,0.3338651532035868,,4.612180233001709
23,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.456 + ((-731.121) * (((0.162 * X2) - ((0.721 * X1) + exp((1.393 / ((-1.874) * X2))))) * ((0.482 * X2) / exp(((-1.567) * X2)))))),(352.400322*X2*((0.721*X1 - 0.162*X2)*exp(0.74332977588047/X2) + 1)*exp(1.567*X2) + 0.456*exp(0.74332977588047/X2))*exp(-0.74332977588047/X2),0.3599393690755864,,4.685537576675415
19,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.034 + (421.526 * (((((-0.001) * X1) + ((-0.930) * X2)) / (0.693 + ((-0.942) * X2))) * ((((-0.020) * X2) + ((-0.439) * X1)) + ((-0.020) * X2))))),(0.032028*X2 - 421.526*(0.001*X1 + 0.93*X2)*(0.439*X1 + 0.04*X2) - 0.023562)/(0.942*X2 - 0.693),0.3648836761604054,,3.520350456237793
17,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.035 + (1057.648 * (((-0.002) - (0.148 * X1)) / ((0.437 - (0.625 * X2)) / (((-0.002) * (0.407 * X1)) - (0.681 * X2)))))),(0.021875*X2 - 1057.648*(0.000814*X1 + 0.681*X2)*(0.148*X1 + 0.002) - 0.015295)/(0.625*X2 - 0.437),0.3754809000752359,,3.7992734909057617
14,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(19.283 + ((-380.378) * (exp(exp((1.226 * X2))) * ((0.310 * X2) * ((((-0.817) * X1) + (0.045 / (0.780 * X2))) + ((-0.341) * X2)))))),(117.91718*X2*(0.817*X1 + 0.341*X2) - 6.80291423076923)*exp(exp(1.226*X2)) + 19.283,0.41168425585480545,,4.283817291259766
13,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.845 + ((-3001284.250) * ((((0.194 * X2) - (0.194 * X2)) * exp(exp((1.240 * X2)))) * ((0.053 - (0.588 * X1)) - (0.247 * X2))))),0.845000000000000,0.41807000726427096,,4.2276771068573
0,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-0.035) + (56.176 * (((((-0.005) * ((-0.181) * X1)) + (0.765 * X2)) * ((0.292 * X2) + (2.115 * X1))) * exp(exp((1.367 * X2)))))),56.176*(0.000905*X1 + 0.765*X2)*(2.115*X1 + 0.292*X2)*exp(exp(1.367*X2)) - 0.035,0.4266099575871284,,4.34887433052063
24,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(0.769 + (276.053 * (((1.621 * X2) * (((-1.852) * X2) * (((-0.730) * X2) + ((-0.496) * X1)))) + (((-1.852) * X2) * (0.041 + ((-0.506) * X1)))))),X2**2*(411.053305426496*X1 + 604.97764709948*X2) + 511.250156*X2*(0.506*X1 - 0.041) + 0.769,0.46375800628116004,,3.7881507873535156
21,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",(1892.443 + ((-1892.379) * exp(((((-0.118) * X2) * (0.483 * X1)) / ((1.414 - exp((0.629 * X2))) - ((-0.118) * X2)))))),1892.443 - 1892.379*exp(-0.056994*X1*X2/(0.118*X2 - exp(0.629*X2) + 1.414)),0.4802481735742507,,4.2341084480285645
18,Cain * (-8.455 * exp(-5 * t) - 16.442 * exp(-6 * t) + 24.724 * exp(-5.7 * t) + 0.173),"add,sub,mul,div,exp,constant,variable",((-670.481) + (670.918 * exp((((0.434 * X1) + ((0.990 * X2) * ((0.477 * X1) + (0.974 * X2)))) * (0.861 * X2))))),670.918*exp(0.861*X2*(0.434*X1 + 0.99*X2*(0.477*X1 + 0.974*X2))) - 670.481,0.5422886964852854,,3.975855827331543
