Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
2,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",(0.000 + (0.269 * ((1.304 * X1) - ((1.304 * X1) / exp((5.700 * X2)))))),0.350776*X1 - 0.350776*X1*exp(-5.7*X2),1.0001278062128117e-05,,3.0284242630004883
10,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",(0.000 + (0.498 * ((exp(((-5.700) * X2)) * ((-0.704) * X1)) - ((-0.704) * X1)))),0.350592*X1 - 0.350592*X1*exp(-5.7*X2),1.0001278062128117e-05,,3.5294077396392822
18,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",(0.000 + (0.668 * ((0.525 * X1) - ((0.525 * X1) * exp(((-5.700) * X2)))))),0.3507*X1 - 0.3507*X1*exp(-5.7*X2),1.0001278062128117e-05,,3.8374829292297363
4,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",(0.000 + (0.496 * ((0.707 * X1) - ((0.707 * X1) / exp((5.700 * X2)))))),0.350672*X1 - 0.350672*X1*exp(-5.7*X2),1.4143140444050158e-05,,3.1522064208984375
16,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",(0.000 + (0.622 * ((0.564 * X1) - ((0.564 * X1) * exp(((-5.700) * X2)))))),0.350808*X1 - 0.350808*X1*exp(-5.7*X2),1.7321664343354887e-05,,4.096952676773071
12,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",((-0.000) + ((-0.950) * ((exp(((-5.699) * X2)) / ((-0.811) / ((-0.300) * X1))) + ((-0.369) * X1)))),0.35055*X1 - 0.351418002466091*X1*exp(-5.699*X2),3.162307053978556e-05,,4.16961145401001
21,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",(0.000 + ((-0.106) * ((((5.194 * X2) * ((-3.436) * X1)) * exp(((-4.116) * (0.000 * X2)))) / (exp(((-3.413) * X2)) + (5.373 * X2))))),1.891737904*X1*X2*exp(3.413*X2)/(5.373*X2*exp(3.413*X2) + 1),0.0010003475789900488,,4.700454950332642
23,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",((-0.001) + (0.142 * ((2.485 * X1) - (((-0.352) * X1) / ((-0.130) - ((1.024 * X2) * exp((2.548 * X2)))))))),(-0.049984*X1 + (0.35287*X1 - 0.001)*(1.024*X2*exp(2.548*X2) + 0.13))/(1.024*X2*exp(2.548*X2) + 0.13),0.005948545771311579,,4.308987855911255
27,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",(0.151 + ((-0.143) * (exp(exp((((-3.640) * X2) - ((-0.329) * (0.932 * X1))))) - (2.430 * X1)))),0.34749*X1 - 0.143*exp(exp(0.306628*X1 - 3.64*X2)) + 0.151,0.009277902272282463,,4.174792528152466
20,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",(0.063 + (0.118 * ((((0.652 * X1) / exp((0.830 * X2))) - (0.603 - (3.051 * X1))) / exp((0.321 / (2.653 * X2)))))),0.076936*X1*exp(-0.83*X2 - 0.12099509988692/X2) + 0.360018*X1*exp(-0.12099509988692/X2) + 0.063 - 0.071154*exp(-0.12099509988692/X2),0.009731053758509035,,4.516624450683594
14,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",(0.076 + (3.105 * ((((0.007 * X1) + (0.945 * X2)) * (0.107 - (0.501 * X1))) / (((-0.471) / (4.211 * X2)) - (4.200 * X2))))),(0.3192*X2**2 + 3.105*X2*(0.007*X1 + 0.945*X2)*(0.501*X1 - 0.107) + 0.00850059368321064)/(4.2*X2**2 + 0.111849916884351),0.009866149532159587,,3.8831913471221924
13,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",((-0.001) + ((-0.580) * ((((-0.904) * X1) - ((0.801 * X1) * ((-0.047) * X2))) * ((((-0.646) * X2) + 0.008) / (((-0.823) * X2) + (-0.090)))))),(-0.58*X1*(0.037647*X2 - 0.904)*(0.646*X2 - 0.008) - 0.000823*X2 - 9.0e-5)/(0.823*X2 + 0.09),0.01101242201728736,,3.9984047412872314
3,2 * Cain / (1 + exp(-5.7 * t)),"add,sub,mul,div,exp,constant,variable",((-0.281) + ((-0.184) * (((-0.778) + (((-0.110) + (-0.676)) + ((-1.885) * X1))) / exp(exp(((-6.788) * X2)))))),(0.34684*X1 - 0.281*exp(exp(-6.788*X2)) + 0.287776)*exp(-exp(-6.788*X2)),0.011744548846076938,,3.3141839504241943
