Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
14,2*mom*B/(h/(2*pi)),(1.722 + (0.780 * (((((-2.756) * X1) * ((-1.686) * X2)) + ((-0.637) * X3)) / (0.289 * X3)))),12.5410397231834*X1*X2/X3 + 0.00276124567474034,9.654936341722184e-05,0.9999999999843205,32.532238721847534
27,2*mom*B/(h/(2*pi)),((-0.000) + ((-81.161) * (((2.969 * X2) * ((-0.082) * X1)) / (1.568 * X3)))),12.6015910318878*X1*X2/X3,9.655348789462471e-05,0.999999999984303,32.75111699104309
18,2*mom*B/(h/(2*pi)),((-0.000) + ((-7.795) * ((((-1.875) * X1) * (1.424 * X2)) / (1.657 * X3)))),12.5604405552203*X1*X2/X3,9.670468667445902e-05,0.9999999999843165,32.72338938713074
9,2*mom*B/(h/(2*pi)),((-0.000) + ((-10.176) * ((((-0.843) * X3) / ((-1.045) * X3)) * (((0.464 * X2) / ((-1.045) * X3)) * ((2.808 * X1) - ((-0.644) * X1)))))),12.5823238661239*X1*X2/X3,9.672045185571042e-05,0.9999999999843039,37.91121983528137
24,2*mom*B/(h/(2*pi)),((-0.000) + (11.820 * (((((-1.282) * X2) * ((-0.531) * X1)) * sin(exp((sin((((-0.466) * X1) / (2.000 * X1))) ^ 2)))) / (0.557 * X3)))),12.5647907745626*X1*X2/X3,9.672338394140103e-05,0.9999999999842696,37.12214684486389
5,2*mom*B/(h/(2*pi)),(0.000 + ((-1.171) * (((3.367 * X2) * (((-1.542) * X1) / (0.214 * X3))) - ((1.473 * X2) * (((-2.616) * X1) / (0.284 * X3)))))),12.5216004163486*X1*X2/X3,9.672576834286774e-05,0.9999999999842369,39.83551812171936
20,2*mom*B/(h/(2*pi)),(0.000 + (62.714 * (((((-0.729) * X2) / (1.565 * X3)) / cos(((0.003 * X3) ^ 2))) * ((-0.430) * X1)))),12.5616342364217*X1*X2/(X3*cos(9.0e-6*X3**2)),9.673320734838503e-05,0.999999999984305,41.67048525810242
16,2*mom*B/(h/(2*pi)),((-0.000) + (2.218 * ((((-1.305) * X1) / (1.158 * X1)) * (((0.591 * X1) / (0.087 * X3)) * ((-0.743) * X2))))),12.615966761658*X1*X2/X3,9.673571352548326e-05,0.9999999999842976,32.94853973388672
26,2*mom*B/(h/(2*pi)),((-0.000) + ((-109.241) * (((0.303 * X2) * ((-0.323) * X1)) / (0.850 * X3)))),12.57800874*X1*X2/X3,9.674052422363092e-05,0.9999999999843273,32.28246259689331
1,2*mom*B/(h/(2*pi)),((-0.000) + (15.229 * (((0.598 * X1) * ((2.476 * X2) / (2.087 * X3))) * ((2.476 * X2) / (2.129 * X2))))),12.5653832946471*X1*X2/X3,9.674674165903868e-05,0.9999999999842958,36.016032457351685
23,2*mom*B/(h/(2*pi)),((-0.000) + (659.167 * (((1.615 * X2) * (0.017 * X1)) / (1.442 * X3)))),12.5502288384189*X1*X2/X3,9.675416056832601e-05,0.9999999999843169,33.08044934272766
10,2*mom*B/(h/(2*pi)),((-0.000) + ((-282.557) * (((-0.052) * X2) / (((-2.144) * X3) / ((-1.833) * X1))))),12.5616618526119*X1*X2/X3,9.676539355567812e-05,0.9999999999843058,33.251442193984985
3,2*mom*B/(h/(2*pi)),((-0.000) + ((-23.062) * ((1.238 * X1) * (((0.707 * X2) + ((-0.154) * X2)) / ((-1.256) * X3))))),12.570515977707*X1*X2/X3,9.676822083740059e-05,0.9999999999842903,34.05800771713257
4,2*mom*B/(h/(2*pi)),(0.000 + ((-12.355) * ((((-0.951) * X2) / ((-1.317) * X3)) * ((-1.408) * X1)))),12.5614607744875*X1*X2/X3,9.677460035096576e-05,0.9999999999842979,32.08715057373047
0,2*mom*B/(h/(2*pi)),((-0.000) + (0.190 * ((((-0.263) * X1) / (0.029 * X1)) * (((0.343 * X1) / ((-0.177) * X3)) * (3.740 * X2))))),12.4883139294759*X1*X2/X3,9.681684911163684e-05,0.9999999999842802,38.23347735404968
13,2*mom*B/(h/(2*pi)),(0.000 + ((-22.264) * ((((-1.664) * X2) * (0.707 * X1)) / (2.084 * X3)))),12.5683484990403*X1*X2/X3,9.682646133535524e-05,0.9999999999842821,33.17403030395508
