Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
8,q*v/(2*pi*r),((-0.000) + (0.096 * ((((-1.803) * X1) * (((-0.993) * X2) / (0.195 * X3))) + (((-2.173) * X1) * ((0.675 * X2) / (0.195 * X3)))))),0.159312738461538*X1*X2/X3,2.1713578828713744e-05,0.9999999999465599,41.23710584640503
27,q*v/(2*pi*r),((-0.000) + ((-0.278) * (((((-1.293) * X1) / (0.915 * X3)) * ((-1.377) * X2)) * ((0.650 * X2) / ((-2.206) * X2))))),0.159391080807931*X1*X2/X3,2.1756668901792347e-05,0.9999999999469681,37.67706298828125
28,q*v/(2*pi*r),((-0.000) + ((-4.039) * (((((-0.270) * X1) * (0.200 * X2)) / (1.603 * X3)) / cos(((((-0.692) * X2) ^ 2) / (((-0.351) * X2) * (0.200 * X2))))))),0.158466260872758*X1*X2/X3,2.1756687490125195e-05,0.999999999946873,54.403456926345825
21,q*v/(2*pi*r),((-0.000) + (0.491 * (((((-0.493) * X1) * ((-1.794) * X2)) / sin((((-1.272) * X2) / ((-0.688) * X2)))) / (2.833 * X3)))),0.159408720547066*X1*X2/X3,2.1799781606741232e-05,0.9999999999469901,47.34962224960327
22,q*v/(2*pi*r),((-0.000) + (0.084 * (((0.474 * X1) / (1.262 * X3)) * (((0.698 * X2) / (0.318 * X2)) * ((1.414 * X2) + (0.886 * X2)))))),0.159277493047872*X1*X2/X3,2.1799783126008092e-05,0.9999999999469447,42.47958779335022
12,q*v/(2*pi*r),((-0.000) + (0.059 * (((((-1.065) * X3) - ((-1.306) * X3)) / (((-0.847) * X3) - ((-0.970) * X3))) * (((0.722 * X2) / (0.935 * X3)) * (1.796 * X1))))),0.160323011416895*X1*X2/X3,2.179978793782835e-05,0.9999999999467127,36.561853885650635
6,q*v/(2*pi*r),((-0.000) + ((-0.433) * ((((0.564 * X1) * (2.147 * X2)) - ((0.494 * X1) * (1.800 * X2))) / ((-0.877) * X3)))),0.158836446978335*X1*X2/X3,2.179981909221218e-05,0.9999999999469196,36.848833084106445
10,q*v/(2*pi*r),((-0.000) + ((-0.021) * ((((1.828 * X2) * (0.327 * X1)) + ((1.561 * X2) * ((-0.503) * X1))) / (0.025 * X3)))),0.15743868*X1*X2/X3,2.179982031712278e-05,0.99999999994702,35.47247004508972
20,q*v/(2*pi*r),((-0.000) + (0.046 * (exp((((-2.528) * X1) / ((-1.248) * X1))) * ((0.300 * X2) * (((-2.528) * X1) / ((-1.655) * X3)))))),0.159802245513807*X1*X2/X3,2.182127229966123e-05,0.9999999999469158,47.98237657546997
16,q*v/(2*pi*r),((-0.034) + (0.216 * (((((-0.796) * X2) * (2.980 * X1)) + ((-0.513) * X3)) / ((-3.226) * X3)))),0.158824947303162*X1*X2/X3 + 0.000348419094854308,2.182131186384109e-05,0.9999999999469367,35.49667811393738
17,q*v/(2*pi*r),((-0.000) + ((-0.521) * (((((-0.936) * X1) / ((-2.045) * X3)) + ((0.553 * X1) / ((-0.911) * X3))) * (2.039 * X2)))),0.158629228898091*X1*X2/X3,2.18213227239173e-05,0.9999999999468898,38.56079053878784
11,q*v/(2*pi*r),((-0.000) + (0.047 * (((1.115 * X1) / (((-1.096) * X3) / ((-2.570) * X2))) / (((-1.037) * X3) / ((-1.352) * X3))))),0.160211331465696*X1*X2/X3,2.1821327460078516e-05,0.9999999999469309,41.95822310447693
