Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
7,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,(0.034 + ((-20.850) * ((((0.434 * X1) / (1.279 * X3)) / ((0.456 * X7) + (0.242 * X6))) * ((((-0.310) * X8) - (0.729 * X2)) / (4.135 * X4))))),(1.71099890047867*X1*(0.729*X2 + 0.31*X8) + 0.034*X3*X4*(0.242*X6 + 0.456*X7))/(X3*X4*(0.242*X6 + 0.456*X7)),0.253061985041855,0.948376665947294,275.88609409332275
22,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,(0.034 + ((-0.373) * (((3.142 * X1) / (((-0.529) * X3) / ((1.538 * X2) - ((-0.653) * X8)))) / ((1.130 * X4) * ((1.103 * X7) - ((-0.584) * X6)))))),(1.96056342740519*X1*(1.538*X2 + 0.653*X8) + 0.034*X3*X4*(0.584*X6 + 1.103*X7))/(X3*X4*(0.584*X6 + 1.103*X7)),0.2530648376949848,0.9483754523723789,305.76673889160156
5,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,(0.034 + ((-5.872) * (((2.037 * X1) * ((0.269 * X8) + (0.635 * X2))) / ((((-0.787) * X7) + ((-0.416) * X6)) * ((2.124 * X3) * (1.659 * X4)))))),(3.39450284869723*X1*(0.635*X2 + 0.269*X8) + 0.034*X3*X4*(0.416*X6 + 0.787*X7))/(X3*X4*(0.416*X6 + 0.787*X7)),0.25306784028491375,0.9483742364593803,295.2798297405243
8,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,(0.035 + ((-6.410) * ((((2.718 * X1) / (2.348 * X3)) * (((0.434 * X2) - ((-0.183) * X8)) / (((-0.227) * X6) - (0.434 * X7)))) / (2.718 * X4)))),(2.72998296422487*X1*(0.434*X2 + 0.183*X8) + 0.035*X3*X4*(0.227*X6 + 0.434*X7))/(X3*X4*(0.227*X6 + 0.434*X7)),0.2531002524290409,0.9483610928297217,303.2080891132355
23,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,(0.040 + (1.990 * (((exp(((((-0.631) * X7) ^ 2) * ((-1.036) * X6))) - ((-0.268) * X2)) * ((3.312 * X1) / (0.965 * X3))) / (1.656 * X4)))),1.10532642487047*X1*X2/(X3*X4) + 4.12435233160622*X1*exp(-0.412494796*X6*X7**2)/(X3*X4) + 0.04,0.2791678762341228,0.9371763432601927,314.48718333244324
11,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,((-0.151) + (0.657 * ((((3.335 * X1) / (0.693 * X4)) * ((0.919 * X2) + ((0.434 * X8) / (0.420 * X7)))) / ((2.644 * X3) + (0.434 * X6))))),(3.16175324675325*X1*(0.919*X2*X7 + 1.03333333333333*X8) - 0.151*X4*X7*(2.644*X3 + 0.434*X6))/(X4*X7*(2.644*X3 + 0.434*X6)),0.2807500120076685,0.9364622260820485,276.8416380882263
21,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,((-0.127) + ((-3.094) * ((((1.839 * X8) / (0.920 * X7)) - ((-1.789) * X2)) / (((4.461 * X4) * (0.714 * X3)) / (((-0.084) * X5) + ((-0.441) * X1)))))),(-0.127*X3*X4*X7 + 0.971381603526862*(0.441*X1 + 0.084*X5)*(1.789*X2*X7 + 1.99891304347826*X8))/(X3*X4*X7),0.2875175911768928,0.9333621179145064,304.00113439559937
17,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,((-0.002) + (1.786 * ((sin((0.435 * X2)) * ((2.833 * X1) / (sin(((-0.469) * X7)) + ((-0.139) * X6)))) / ((1.414 * X4) * ((-0.945) * X3))))),(3.78657716111747*X1*sin(0.435*X2) - 0.002*X3*X4*(0.139*X6 + sin(0.469*X7)))/(X3*X4*(0.139*X6 + sin(0.469*X7))),0.29658556144652,0.9290924925792698,372.28691029548645
14,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,((-0.003) + (0.222 * (((0.222 * X8) - ((-0.537) * X2)) / (sin((0.591 * X7)) / ((0.557 * X1) / (((-1.359) * X4) * sin(((-0.060) * X3)))))))),(0.0488610728476821*X1*X2 + 0.0201995496688742*X1*X8 - 0.003*X4*sin(0.06*X3)*sin(0.591*X7))/(X4*sin(0.06*X3)*sin(0.591*X7)),0.2992037165990967,0.9278350961544888,387.0502951145172
9,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,((-0.056) + (2.183 * (((exp(((-1.322) * X7)) + (0.140 * X2)) * ((1.772 * X1) / (0.707 * X4))) / (((0.181 * X6) ^ 2) - ((-0.639) * X3))))),5.4713946251768*X1*(0.14*X2 + exp(-1.322*X7))/(X4*(0.639*X3 + 0.032761*X6**2)) - 0.056,0.3016942195396765,0.9266285793397885,388.9928238391876
