Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
23,m*c**2/sqrt(1-v**2/c**2),(0.002 + ((-0.037) * (((((-5.001) * X2) / sin((cos(((0.503 * X2) / ((-0.564) * X3))) ^ 2))) * ((-5.001) * X2)) * ((-0.911) * X1)))),0.843012103707*X1*X2**2/sin(cos(0.891843971631206*X2/X3)**2) + 0.002,0.008624506931082757,0.9999957420321952,55.41190981864929
5,m*c**2/sqrt(1-v**2/c**2),(0.003 + ((-5.357) * (((1.772 * X1) * ((-0.273) * X2)) / (cos((((-0.765) * X2) / ((-0.707) * X3))) / ((((-0.007) * X3) ^ 2) - ((-0.382) * X2)))))),(2.591480892*X1*X2*(0.382*X2 + 4.9e-5*X3**2) + 0.003*cos(1.08203677510608*X2/X3))/cos(1.08203677510608*X2/X3),0.01331810018804339,0.9999898482387155,54.49183392524719
16,m*c**2/sqrt(1-v**2/c**2),(0.004 + (23.928 * ((sin(((0.164 * X2) ^ 2)) * (1.283 * X1)) / (((0.270 * X3) + ((-0.289) * X2)) / ((0.319 * X3) + ((-0.289) * X2)))))),(30.699624*X1*(0.289*X2 - 0.319*X3)*sin(0.026896*X2**2) + 0.001156*X2 - 0.00108*X3)/(0.289*X2 - 0.27*X3),0.013836655389581353,0.999989042203993,57.52177715301514
22,m*c**2/sqrt(1-v**2/c**2),(0.003 + ((-56.295) * (exp(((0.415 * X2) / ((2.482 * X3) - (2.453 * X2)))) * ((((-0.425) * X1) * ((-0.579) * X2)) * sin(((-0.071) * X2)))))),13.852792125*X1*X2*exp(-0.415*X2/(2.453*X2 - 2.482*X3))*sin(0.071*X2) + 0.003,0.014181157137731765,0.9999884890479663,81.89120125770569
9,m*c**2/sqrt(1-v**2/c**2),(0.004 + (31.928 * (((((-1.622) * X3) + (1.443 * X2)) / (((-1.626) * X3) + (1.720 * X2))) * (sin(((0.162 * X2) ^ 2)) * (1.167 * X1))))),(37.259976*X1*(1.443*X2 - 1.622*X3)*sin(0.026244*X2**2) + 0.00688*X2 - 0.006504*X3)/(1.72*X2 - 1.626*X3),0.014787818953037,0.9999874827156094,74.42413020133972
12,m*c**2/sqrt(1-v**2/c**2),(0.004 + (76.100 * (exp(((0.282 * X2) / ((1.632 * X3) + ((-1.576) * X2)))) * (sin(((-0.074) * X2)) * (((-0.304) * X1) * (0.573 * X2)))))),13.2560112*X1*X2*exp(-0.282*X2/(1.576*X2 - 1.632*X3))*sin(0.074*X2) + 0.004,0.01598725889417679,0.9999853699360899,79.51960587501526
13,m*c**2/sqrt(1-v**2/c**2),(0.004 + (111.356 * (((3.609 * X1) * (sin(((-0.049) * X2)) ^ 2)) / ((((-1.177) * X2) + (1.142 * X3)) / (((-0.975) * X2) + (1.142 * X3)))))),(401.883804*X1*(0.975*X2 - 1.142*X3)*sin(0.049*X2)**2 + 0.004708*X2 - 0.004568*X3)/(1.177*X2 - 1.142*X3),0.017873889423260358,0.999981713102876,66.11543822288513
27,m*c**2/sqrt(1-v**2/c**2),((-0.008) + (0.152 * ((((1.772 * X2) ^ 2) * (2.052 * X1)) + (exp((1.828 * X2)) * (((-0.278) * X1) / ((1.399 * X2) + ((-1.282) * X3))))))),(-0.042256*X1*exp(1.828*X2) + (1.399*X2 - 1.282*X3)*(0.979373569536*X1*X2**2 - 0.008))/(1.399*X2 - 1.282*X3),0.02625697947979488,0.9999605386014695,54.37053632736206
3,m*c**2/sqrt(1-v**2/c**2),(0.009 + (0.040 * (((4.370 * X2) ^ 2) * (((1.740 * X1) * exp((sin((((-0.620) * X2) / (0.886 * X3))) ^ 2))) - (0.437 * X1))))),X1*X2**2*(1.32914424*exp(sin(0.699774266365689*X2/X3)**2) - 0.333813812) + 0.009,0.03879954746612196,0.9999138342860766,56.80447697639465
19,m*c**2/sqrt(1-v**2/c**2),((-0.039) + ((-0.147) * (((((-0.945) * X1) * (2.727 * X2)) * (2.682 * X2)) - (exp(((-0.651) * X3)) * ((0.226 * X1) * exp((2.755 * X2))))))),1.01599847181*X1*X2**2 + 0.033222*X1*exp(2.755*X2 - 0.651*X3) - 0.039,0.04016407100106211,0.9999076656023811,78.99729871749878
