Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
0,"n*kb*T*log(V2/V1,e)",((-4.171) + ((-22.296) * log(((cos(((-0.638) * X1)) + (1.253 * X5)) / (cos(((-0.599) * X1)) - ((0.133 * X2) - (1.616 * X4))))))),-22.296*log((1.253*X5 + cos(0.638*X1))/(-0.133*X2 + 1.616*X4 + cos(0.599*X1))) - 4.171,9.99212038267068,,100.10897588729858
1,"n*kb*T*log(V2/V1,e)",(0.309 + (19.970 * log((((0.825 * X4) - (sqrt((0.545 * X3)) - cos(((-0.148) * X2)))) / ((0.889 * X5) - (0.165 * X3)))))),19.97*log((0.73824115301167*sqrt(X3) - 0.825*X4 - cos(0.148*X2))/(0.165*X3 - 0.889*X5)) + 0.309,,,93.64428186416626
18,"n*kb*T*log(V2/V1,e)",((-0.000) + (0.035 * ((log((0.673 * X5)) - log((0.673 * X4))) * ((3.614 * X3) * (((-1.132) * X2) * (7.070 * X1)))))),1.0123298276*X1*X2*X3*(log(X4) - log(X5)),7.85636545640275e-05,,112.52229714393616
17,"n*kb*T*log(V2/V1,e)",((-0.000) + ((-0.457) * (((log((0.318 * X4)) - log((0.318 * X5))) * (((-1.381) * X1) * ((-1.487) * X3))) * ((-1.065) * X2)))),0.999471592635*X1*X2*X3*(log(X4) - log(X5)),7.859463737895014e-05,,87.29152607917786
19,"n*kb*T*log(V2/V1,e)",((-0.000) + ((-0.000) * (((1.918 * X1) / (sin((0.004 / (7.029 * X2))) / (3.406 * X3))) * log((((-2.064) * X5) / ((-2.064) * X4)))))),0,7.86181693693926e-05,,99.71299171447754
7,"n*kb*T*log(V2/V1,e)",((-0.000) + (0.605 * ((((2.110 * X1) * (0.667 * X2)) * ((-1.174) * X3)) * log((((-0.608) * X5) / ((-0.608) * X4)))))),-0.9996126899*X1*X2*X3*log(X5/X4),7.874806898889591e-05,,79.98602557182312
10,"n*kb*T*log(V2/V1,e)",((-0.000) + ((-0.080) * ((((-0.883) * X1) * ((6.838 * X3) * ((-2.080) * X2))) * log(((1.587 * X5) / (1.587 * X4)))))),-1.0047155456*X1*X2*X3*log(X5/X4),7.8784039363383e-05,,80.91245102882385
24,"n*kb*T*log(V2/V1,e)",((-0.004) + ((-22.805) * (((0.713 * X4) - (0.713 * X5)) / (((((-0.770) * X5) - (0.766 * X4)) / ((-0.198) * X2)) / ((0.318 * X3) * ((-1.604) * X1)))))),(1.64216306776104*X1*X2*X3*(X4 - X5) - 0.003064*X4 - 0.00308*X5)/(0.766*X4 + 0.77*X5),0.8491171206592265,,63.076640367507935
3,"n*kb*T*log(V2/V1,e)",((-0.026) + ((-0.143) * ((2.599 * X1) * (((3.720 * X2) * (0.707 * X3)) * (log((1.159 * X5)) - (0.387 * X4)))))),0.97747277628*X1*X2*X3*(0.387*X4 - log(X5) - 0.147557564357615) - 0.026,2.8352498902387175,,73.25272369384766
9,"n*kb*T*log(V2/V1,e)",(0.370 + ((-0.049) * ((((0.601 * X4) + ((-0.587) * X5)) * ((0.876 * X1) * (2.429 * X3))) * ((((-1.919) * X2) / (0.601 * X4)) - (4.619 * X2))))),(0.104262396*X1*X2*X3*(0.601*X4 - 0.587*X5)*(4.619*X4 + 3.19301164725458) + 0.37*X4)/X4,3.4897729819055643,,59.93794107437134
22,"n*kb*T*log(V2/V1,e)",(0.281 + (0.266 * (((((-0.604) * X5) + (0.624 * X4)) * ((1.742 * X1) / sqrt(sqrt((0.336 * X4))))) * ((0.707 * X2) * (1.772 * X3))))),(0.762479372810666*X1*X2*X3*(0.624*X4 - 0.604*X5) + 0.281*X4**(1/4))/X4**(1/4),3.504947297416979,,63.22951054573059
6,"n*kb*T*log(V2/V1,e)",(0.277 + (12.729 * (((((-0.969) * X4) + (0.939 * X5)) * (0.555 * X1)) * (log((0.006 * X4)) * (sin((0.042 * X2)) * (0.318 * X3)))))),-2.24654121*X1*X3*(0.969*X4 - 0.939*X5)*(log(X4) - 5.11599580975408)*sin(0.042*X2) + 0.277,3.5091078824007758,,92.05782985687256
5,"n*kb*T*log(V2/V1,e)",((-0.078) + (11426.819 * (((((-0.007) * X2) - ((-0.001) * X4)) * (1.443 * X1)) * ((((-0.003) * X3) - ((-0.000) * X5)) * ((1.451 * X4) - (1.451 * X5)))))),71.776180903401*X1*X3*(0.007*X2 - 0.001*X4)*(X4 - X5) - 0.078,3.5507692979948073,,57.29977869987488
4,"n*kb*T*log(V2/V1,e)",((-0.034) + (0.263 * ((((-0.131) * X5) - ((-0.998) * X3)) * ((((-1.753) * X5) - ((-1.755) * X4)) * ((1.043 * X1) * (((-0.131) * X4) - ((-0.989) * X2))))))),0.274309*X1*(0.989*X2 - 0.131*X4)*(0.998*X3 - 0.131*X5)*(1.755*X4 - 1.753*X5) - 0.034,3.551462709876695,,55.30154585838318
13,"n*kb*T*log(V2/V1,e)",((-0.025) + (3.830 * ((((1.362 * X4) - (1.361 * X5)) * ((0.060 * X5) - (0.454 * X3))) * (((0.060 * X4) - (0.450 * X2)) * (0.445 * X1))))),1.70435*X1*(0.45*X2 - 0.06*X4)*(0.454*X3 - 0.06*X5)*(1.362*X4 - 1.361*X5) - 0.025,3.551607740617778,,57.60102105140686
2,"n*kb*T*log(V2/V1,e)",(0.643 + (0.041 * ((((1.956 * X3) * (2.307 * X1)) * (((-1.082) * X5) - ((-1.094) * X4))) * ((1.826 * X2) - log(log((1.131 * X4))))))),0.185012172*X1*X3*(1.826*X2 - log(log(X4) + 0.123102197133983))*(1.094*X4 - 1.082*X5) + 0.643,3.5781204170694276,,92.8594069480896
29,"n*kb*T*log(V2/V1,e)",((-0.468) + (0.191 * ((((1.445 * X5) - (1.413 * X4)) * (0.693 * X1)) * ((6.283 * X3) * ((0.079 * X5) - (0.242 + (0.310 * X2))))))),0.831636729*X1*X3*(1.413*X4 - 1.445*X5)*(0.31*X2 - 0.079*X5 + 0.242) - 0.468,3.598882677864677,,57.122978925704956
21,"n*kb*T*log(V2/V1,e)",((-0.447) + ((-2.681) * (((((-0.401) * X4) + (0.411 * X5)) * (((-1.761) * X2) - cos(((-0.495) * X5)))) * ((3.037 * X1) * sin(((-0.063) * X3)))))),8.142197*X1*(1.761*X2 + cos(0.495*X5))*(0.401*X4 - 0.411*X5)*sin(0.063*X3) - 0.447,3.623031943899282,,81.13876914978027
20,"n*kb*T*log(V2/V1,e)",(0.001 + ((-52.499) * (((((-0.801) * X5) + (0.801 * X4)) * ((4.824 * X2) * sin(((-0.036) * X1)))) * sin((0.051 * X3))))),202.857395976*X2*(X4 - X5)*sin(0.036*X1)*sin(0.051*X3) + 0.001,3.9942151335925318,,94.3918993473053
12,"n*kb*T*log(V2/V1,e)",(0.003 + ((-142.455) * (((((-1.006) * X2) * sin((0.051 * X3))) * sin((0.036 * X1))) * ((0.707 * X4) - ((1.414 * X5) - (0.707 * X4)))))),202.63995822*X2*(X4 - X5)*sin(0.036*X1)*sin(0.051*X3) + 0.003,3.994237884325604,,87.52156257629395
