Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
0,4*pi*epsilon*(h/(2*pi))**2/(m*q**2),((-0.000) + (0.281 * ((((0.303 * X2) / (0.305 * X4)) / ((-1.916) * X3)) * (((-2.202) * X1) * ((0.303 * X2) / (0.305 * X4)))))),0.318723222751421*X1*X2**2/(X3*X4**2),2.4919580127207072e-05,,40.441925287246704
25,4*pi*epsilon*(h/(2*pi))**2/(m*q**2),((-0.000) + (0.180 * (((4.190 * X1) * ((1.857 * X2) / ((-1.923) * X4))) * (((1.857 * X2) / ((-1.923) * X4)) / (2.204 * X3))))),0.319109825807394*X1*X2**2/(X3*X4**2),2.493972366189962e-05,,41.073585748672485
16,4*pi*epsilon*(h/(2*pi))**2/(m*q**2),((-0.000) + (0.028 * (((((-1.069) * X2) / ((-0.171) * X4)) * ((-0.624) * X1)) * ((((-1.069) * X2) / ((-0.171) * X4)) / ((-2.141) * X3))))),0.318925425310807*X1*X2**2/(X3*X4**2),2.4939745033260156e-05,,41.72098970413208
18,4*pi*epsilon*(h/(2*pi))**2/(m*q**2),((-0.000) + ((-0.000) * ((((0.318 * X2) / (1.978 * X4)) * ((4.511 * X1) / (1.093 * X4))) * ((3.575 * X2) / ((-0.000) * X3))))),nan,2.4959606171098863e-05,,44.459569215774536
21,4*pi*epsilon*(h/(2*pi))**2/(m*q**2),((-0.000) + ((-9.331) * (((((-1.506) * X1) / (5.553 * X4)) * ((2.128 * X2) / ((-2.201) * X4))) * ((((-0.506) * X2) / (-1.053)) / ((-3.697) * X3))))),0.318016580858811*X1*X2**2/(X3*X4**2),2.495973720172138e-05,,43.46368217468262
15,4*pi*epsilon*(h/(2*pi))**2/(m*q**2),((-0.000) + ((-0.003) * (((((-0.316) * X2) / (0.341 * X4)) * ((2.868 * X1) * (-1.474))) * ((((-0.316) * X2) / (0.009 * X4)) / (1.076 * X3))))),0.383497812207699*X1*X2**2/(X3*X4**2),2.4959766988121506e-05,,44.2957980632782
28,4*pi*epsilon*(h/(2*pi))**2/(m*q**2),(0.000 + ((-0.221) * ((((0.781 * X2) / ((-0.387) * X4)) * (((-0.932) * X2) / (2.021 * X4))) * ((3.984 * X1) / ((-2.580) * X3))))),0.317600783528256*X1*X2**2/(X3*X4**2),2.4959775253421405e-05,,40.10473918914795
29,4*pi*epsilon*(h/(2*pi))**2/(m*q**2),((-0.000) + ((-0.002) * (((((-1.614) * X1) / ((-0.125) * X3)) / (-1.247)) * (((2.115 * X2) / (0.503 * X4)) * ((2.115 * X2) / (0.503 * X4)))))),0.36613549439238*X1*X2**2/(X3*X4**2),2.495981874373512e-05,,44.116180658340454
4,4*pi*epsilon*(h/(2*pi))**2/(m*q**2),(0.000 + (2.044 * (((0.630 * X1) / ((-1.997) * X4)) * (((0.274 * X2) / (0.101 * X4)) * ((0.274 * X2) / ((-1.511) * X3)))))),0.31721861422114*X1*X2**2/(X3*X4**2),2.497956739229458e-05,,38.73422455787659
5,4*pi*epsilon*(h/(2*pi))**2/(m*q**2),(0.000 + (7.439 * (((((-0.996) * X2) / (3.671 * X4)) * (0.319 * X1)) * ((((-0.996) * X2) / (3.671 * X4)) / (0.198 * (2.766 * X3)))))),0.318961146389437*X1*X2**2/(X3*X4**2),2.497964321837695e-05,,39.28022336959839
10,4*pi*epsilon*(h/(2*pi))**2/(m*q**2),(0.000 + (1948.575 * (((0.034 * X1) * ((0.128 * X2) / (3.758 * X4))) * (((0.128 * X2) / (3.294 * X4)) / (((-0.875) * X3) / (-3.167)))))),0.317377125494665*X1*X2**2/(X3*X4**2),2.4999572841779294e-05,,42.28947067260742
