Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
10,np.arcsin(n*sin(theta2)),(10.336 + ((-9.310) * cos((sin((0.991 * X2)) * (((-0.364) * X1) - ((-0.025) / ((0.523 * X1) - cos(sin((1.004 * X2)))))))))),10.336 - 9.31*cos((0.364*X1*(0.523*X1 - cos(sin(1.004*X2))) - 0.025)*sin(0.991*X2)/(0.523*X1 - cos(sin(1.004*X2)))),0.18043611745660332,,50.73486113548279
16,np.arcsin(n*sin(theta2)),(1.062 + (0.388 * (log(cos((1.570 * X1))) * log(sin((cos((2.004 * X2)) - (-1.024))))))),0.388*log(sin(cos(2.004*X2) + 1.024))*log(cos(1.57*X1)) + 1.062,0.2621674804815314,,81.62033915519714
19,np.arcsin(n*sin(theta2)),(170.065 + ((-169.033) * cos(((((-0.012) / cos((1.415 * X1))) / (1.297 + cos(((-2.004) * X2)))) + ((-0.029) * X1))))),170.065 - 169.033*cos((0.0223592906707787*X1*cos(2.004*X2) + 0.029*X1 + 0.00925212027756361/cos(1.415*X1))/(0.771010023130301*cos(2.004*X2) + 1.0)),0.2742973674256656,,51.425631523132324
22,np.arcsin(n*sin(theta2)),(1.057 + ((-0.618) * ((cos((2.014 * X2)) * log(cos((1.569 * X1)))) * (cos((1.977 * X2)) - cos(sin((4.007 * X2))))))),-0.618*(cos(1.977*X2) - cos(sin(4.007*X2)))*log(cos(1.569*X1))*cos(2.014*X2) + 1.057,0.3033921235796979,,90.29347109794617
3,np.arcsin(n*sin(theta2)),(1.052 + ((-0.166) * ((cos((2.015 * X2)) / log((0.951 * X1))) * (cos(((-1.976) * X2)) - cos(sin(((-4.014) * X2))))))),(-0.166*(cos(1.976*X2) - cos(sin(4.014*X2)))*cos(2.015*X2) + 1.052*log(X1) - 0.0528537596914576)/(log(X1) - 0.0502412164367468),0.303599411238555,,84.07085013389587
12,np.arcsin(n*sin(theta2)),(1.056 + (0.619 * ((cos((2.012 * X2)) * log(cos((1.569 * X1)))) * (cos(sin(((-4.007) * X2))) - cos(((-1.980) * X2)))))),-0.619*(cos(1.98*X2) - cos(sin(4.007*X2)))*log(cos(1.569*X1))*cos(2.012*X2) + 1.056,0.3038335255935366,,91.38494277000427
14,np.arcsin(n*sin(theta2)),(1.056 + (0.622 * ((cos(sin(((-4.008) * X2))) - cos(((-1.979) * X2))) * (cos(((-2.013) * X2)) * log(cos(((-1.568) * X1))))))),-0.622*(cos(1.979*X2) - cos(sin(4.008*X2)))*log(cos(1.568*X1))*cos(2.013*X2) + 1.056,0.3052999768155478,,87.40828227996826
28,np.arcsin(n*sin(theta2)),(1.043 + (0.162 * ((sin((sin(sin(sin((0.502 * X2)))) / 0.054)) - sin((2.332 * X1))) / log((0.956 * X1))))),(1.043*log(X1) - 0.162*sin(2.332*X1) + 0.162*sin(18.5185185185185*sin(sin(sin(0.502*X2)))) - 0.0469322526657574)/(log(X1) - 0.0449973659307358),0.31224071103155987,,71.3423159122467
17,np.arcsin(n*sin(theta2)),(1588.610 + ((-1587.536) * cos((sin((0.997 * X2)) * (0.020 * (cos((2.008 * X2)) / (((-1.523) * X1) - (-1.762)))))))),1588.61 - 1587.536*cos(0.02*sin(0.997*X2)*cos(2.008*X2)/(1.523*X1 - 1.762)),0.3168463552698825,,56.46875810623169
25,np.arcsin(n*sin(theta2)),(1607.663 + ((-1606.592) * cos((sin((0.999 * X2)) * (cos((2.005 * X2)) * (((-0.039) * X1) / sin((2.660 * X1)))))))),1607.663 - 1606.592*cos(0.039*X1*sin(0.999*X2)*cos(2.005*X2)/sin(2.66*X1)),0.32037585364883314,,64.07646751403809
