Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
14,1/2*m*(omega**2+omega_0**2)*1/2*x**2,((-0.190) + ((-0.024) * ((((-1.182) * X2) + ((1.480 * X3) * (((-0.378) * X3) - (-0.717)))) * (((3.390 * X4) * (5.589 * X4)) * (1.772 * X1))))),0.80576568288*X1*X4**2*(1.182*X2 + 1.48*X3*(0.378*X3 - 0.717)) - 0.19,1.0251409561016716,,32.564674615859985
12,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(0.458 + ((-1.567) * (log(cos(((-0.153) * X4))) * (((9.283 * X1) * ((0.852 * X3) + (0.839 * X2))) * ((0.854 * X3) + (0.868 * X2)))))),-14.546461*X1*(0.839*X2 + 0.852*X3)*(0.868*X2 + 0.854*X3)*log(cos(0.153*X4)) + 0.458,1.046631588288255,,44.235804080963135
27,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(0.454 + ((-0.972) * ((((3.148 * X3) - ((-3.161) * X2)) * log(cos(((-0.152) * X4)))) * (((3.148 * X3) - ((-3.134) * X2)) * (1.119 * X1))))),-1.087668*X1*(3.134*X2 + 3.148*X3)*(3.161*X2 + 3.148*X3)*log(cos(0.152*X4)) + 0.454,1.046746404070502,,53.192912340164185
20,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(0.455 + (19.469 * ((((-0.674) * X3) - (0.688 * X2)) * ((log(cos(((-0.152) * X4))) * ((-1.162) * X1)) * (((-0.706) * X3) - (0.692 * X2)))))),-22.622978*X1*(0.688*X2 + 0.674*X3)*(0.692*X2 + 0.706*X3)*log(cos(0.152*X4)) + 0.455,1.0467701592723488,,42.76485466957092
23,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(0.455 + (4.117 * ((((-1.276) * X1) * log(cos((0.152 * X4)))) * ((((-1.401) * X3) - (1.430 * X2)) * (((-1.459) * X3) - (1.430 * X2)))))),-5.253292*X1*(1.43*X2 + 1.401*X3)*(1.43*X2 + 1.459*X3)*log(cos(0.152*X4)) + 0.455,1.0468434548469787,,46.82409119606018
5,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(0.285 + (0.004 * ((((2.303 * X4) * (1.443 * X1)) * ((1.830 * X3) - ((-1.810) * X2))) * ((3.142 * X4) * ((1.830 * X3) - ((-1.850) * X2)))))),0.041766342072*X1*X4**2*(1.81*X2 + 1.83*X3)*(1.85*X2 + 1.83*X3) + 0.285,1.0548435007582413,,33.51211595535278
8,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(0.285 + (0.003 * ((((2.118 * X3) - ((-2.086) * X2)) * (2.303 * X4)) * ((((2.120 * X3) - ((-2.154) * X2)) * (2.215 * X4)) * (1.655 * X1))))),0.025327184925*X1*X4**2*(2.086*X2 + 2.118*X3)*(2.154*X2 + 2.12*X3) + 0.285,1.054849639552013,,33.23545598983765
15,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(0.285 + (0.002 * (((((-1.951) * X2) - (1.980 * X3)) * (2.303 * X4)) * (((2.504 * X1) * (2.893 * X4)) * (((-1.941) * X2) - (1.912 * X3)))))),0.033366195632*X1*X4**2*(1.941*X2 + 1.912*X3)*(1.951*X2 + 1.98*X3) + 0.285,1.054855526846905,,33.78333497047424
26,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(0.285 + (0.241 * (((1.713 * X4) * (((-1.779) * X3) + ((-1.769) * X2))) * ((((-1.780) * X3) + ((-1.789) * X2)) * ((0.391 * X4) * (0.251 * X1)))))),0.040515843453*X1*X4**2*(1.769*X2 + 1.779*X3)*(1.789*X2 + 1.78*X3) + 0.285,1.0548583256325061,,34.35446310043335
0,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(0.285 + ((-0.034) * (((((-1.747) * X2) - (1.755 * X3)) * (((-1.210) * X1) * (0.659 * X4))) * ((1.514 * X4) * (((-1.766) * X2) - (1.759 * X3)))))),0.04104644764*X1*X4**2*(1.747*X2 + 1.755*X3)*(1.766*X2 + 1.759*X3) + 0.285,1.0548724364968571,,35.14018726348877
21,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(0.285 + (0.014 * (((1.414 * X4) * ((2.025 * X2) + (2.007 * X3))) * (((2.303 * X4) * (0.693 * X1)) * ((2.025 * X2) + (2.045 * X3)))))),0.031594000284*X1*X4**2*(2.025*X2 + 2.007*X3)*(2.025*X2 + 2.045*X3) + 0.285,1.0548844212130726,,33.898672580718994
7,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(0.285 + (0.012 * ((((1.772 * X4) * (((-0.972) * X3) + ((-0.972) * X2))) * ((1.772 * X4) * (3.619 * X1))) * (((-0.972) * X3) + ((-0.971) * X2))))),0.132545054847744*X1*X4**2*(0.971*X2 + 0.972*X3)*(X2 + X3) + 0.285,1.0548911370651637,,35.04717183113098
28,1/2*m*(omega**2+omega_0**2)*1/2*x**2,(0.285 + (0.014 * ((((2.303 * X4) * (6.342 * X1)) * (((-1.406) * X2) - (1.411 * X3))) * ((((-1.406) * X2) - (1.403 * X3)) * (0.318 * X4))))),0.065024246952*X1*X4**2*(1.406*X2 + 1.403*X3)*(1.406*X2 + 1.411*X3) + 0.285,1.0549348368859464,,34.35099506378174
