Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
15,q1*r/(4*pi*epsilon*r**3),(0.000 + (0.000 * (((((2.160 * X1) + ((-2.211) * X1)) / ((-0.418) * X2)) / (((-1.441) * X3) + (1.462 * X3))) / (((-1.019) * X2) - ((-1.030) * X2))))),0,2.2121022603920635e-05,,38.40230107307434
11,q1*r/(4*pi*epsilon*r**3),(0.000 + ((-0.000) * ((((2.303 * X1) / ((-0.494) * X2)) / ((-1.016) * X2)) / (((1.058 * X3) - (1.074 * X3)) * (((-0.494) * X2) / ((-0.346) * X2)))))),0,2.2248037419973842e-05,,47.8018696308136
27,q1*r/(4*pi*epsilon*r**3),(0.000 + (0.000 * ((((2.366 * X1) / (0.120 * X3)) / (((-0.753) * X2) + (0.722 * X2))) / ((0.007 * X2) + (((-0.697) * X2) + (0.680 * X2)))))),0,2.224803755333439e-05,,39.18612599372864
19,q1*r/(4*pi*epsilon*r**3),((-0.000) + ((-0.000) * (((((-2.318) * X1) / (2.315 * X2)) / (((-0.949) * X2) - ((-0.931) * X2))) / (((0.670 * X3) - (0.688 * X3)) - ((-0.010) * X3))))),0,2.2269133770172036e-05,,42.593077421188354
2,q1*r/(4*pi*epsilon*r**3),(0.000 + (0.000 * ((((0.203 * X1) / (2.192 * X3)) / ((1.513 * X2) - (1.534 * X2))) / ((1.563 * X2) - (1.585 * X2))))),0,2.226913422974412e-05,,39.5995876789093
21,q1*r/(4*pi*epsilon*r**3),(0.000 + ((-0.001) * ((((4.310 * X1) / ((-2.379) * X2)) / ((-3.142) * X2)) / (((-0.454) * X3) - ((-0.449) * X3))))),0.115320533556804*X1/(X2**2*X3),2.2269135106316444e-05,,37.34988856315613
28,q1*r/(4*pi*epsilon*r**3),((-0.000) + ((-15.256) * (((((2.231 * X1) + ((-2.265) * X1)) / (1.398 * X2)) / (0.669 * X2)) / (6.911 * X3)))),0.0802500690822146*X1/(X2**2*X3),2.2269135159119675e-05,,33.61359739303589
1,q1*r/(4*pi*epsilon*r**3),((-0.000) + ((-0.000) * ((((0.457 * X1) / ((2.003 * X3) * (-1.368))) / (((-0.597) * X2) - ((-0.591) * X2))) / (((-0.607) * X2) - ((-0.594) * X2))))),0,2.229021190340371e-05,,39.113951206207275
9,q1*r/(4*pi*epsilon*r**3),(0.000 + ((-36.110) * (((((0.635 * X1) + ((-0.649) * X1)) / (2.548 * X2)) / ((-1.983) * X2)) / ((-1.301) * X3)))),0.0769052679546296*X1/(X2**2*X3),2.2290212410893543e-05,,34.19635605812073
10,q1*r/(4*pi*epsilon*r**3),((-0.000) + (0.331 * ((((2.303 * X1) / (0.895 * X3)) / (1.404 * X2)) / (7.616 * X2)))),0.0796534981036296*X1/(X2**2*X3),2.2290213079269918e-05,,34.398919105529785
17,q1*r/(4*pi*epsilon*r**3),(0.000 + ((-0.019) * ((((2.130 * X2) / ((-0.796) * X3)) / (1.022 * X2)) * ((0.680 / (0.496 * X2)) * ((3.194 * X1) / (2.687 * X2)))))),0.0810706625755834*X1/(X2**2*X3),2.2290213079269918e-05,,42.717026710510254
6,q1*r/(4*pi*epsilon*r**3),((-0.000) + ((-0.051) * ((((2.905 * X1) / (1.443 * X2)) / (1.872 * X3)) * (((2.905 * X1) / (1.443 * X2)) / ((2.626 * X1) * (-0.528)))))),0.0796334073465645*X1/(X2**2*X3),2.2290213893639405e-05,,41.93721628189087
13,q1*r/(4*pi*epsilon*r**3),((-0.000) + ((-0.041) * ((((2.303 * X1) / ((-0.471) * X2)) / (2.059 * X2)) / (1.215 * X3)))),0.0801353730473134*X1/(X2**2*X3),2.2290213893639405e-05,,34.22797417640686
29,q1*r/(4*pi*epsilon*r**3),((-0.000) + ((-0.000) * (((((-2.122) * X1) / (0.525 * X3)) / (((-0.819) * X2) - ((-0.807) * X2))) / ((((-0.861) * X2) - ((-0.840) * X2)) - ((-0.009) * X2))))),0,2.2311270161426217e-05,,40.59785056114197
0,q1*r/(4*pi*epsilon*r**3),(0.000 + ((-0.384) * (((((0.661 * X1) - (0.596 * X1)) / ((-3.289) * X3)) / ((-1.624) * X2)) / ((-0.059) * X2)))),0.0792031895124417*X1/(X2**2*X3),2.2311272070288845e-05,,34.35884714126587
7,q1*r/(4*pi*epsilon*r**3),(0.000 + ((-0.070) * (((((-3.119) * X1) / (1.147 * X2)) / (1.371 * X2)) / (1.744 * X3)))),0.0796097135924218*X1/(X2**2*X3),2.2311272070288845e-05,,34.62658500671387
