Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
28,1/(1/d1+n/d2),((-0.000) + (0.153 * ((3.992 * X3) / ((((-0.569) * X3) / ((-0.934) * X1)) - ((-0.610) * X2))))),0.610776*X1*X3/(0.61*X1*X2 + 0.609207708779443*X3),2.6699523663383028e-05,,32.71187114715576
2,1/(1/d1+n/d2),(0.000 + (0.629 * ((0.760 * X3) / ((((-0.649) * X3) / ((-1.358) * X1)) - ((-0.479) * X2))))),0.47804*X1*X3/(0.479*X1*X2 + 0.477908689248895*X3),0.00017225640884385235,,38.87248349189758
0,1/(1/d1+n/d2),(1.637 + ((-0.418) * (((3.213 * X2) / ((0.801 * X2) - ((-0.494) * X3))) - (((1.064 * X3) / (1.957 * X2)) * log((0.642 * X1)))))),-1.343034*X2/(0.801*X2 + 0.494*X3) + 1.637 + 0.22726213592233*X3*log(0.642*X1)/X2,0.016084506365080763,,66.83144760131836
26,1/(1/d1+n/d2),(0.338 + ((-0.188) * (((0.481 * X2) - (1.258 * X3)) * (log((1.927 * X1)) / ((0.490 * X2) - ((-0.148) * X3)))))),(0.16562*X2 + 0.050024*X3 - 0.188*(0.481*X2 - 1.258*X3)*(log(X1) + 0.655964389432229))/(0.49*X2 + 0.148*X3),0.016822715433826883,,50.90642595291138
10,1/(1/d1+n/d2),(0.338 + (7.039 * (log(sqrt((1.928 * X1))) * (((0.160 * X3) - (0.061 * X2)) / ((1.163 * X2) + (0.351 * X3)))))),(-0.2146895*X2*log(X1) + 0.25215395085192*X2 + 0.56312*X3*log(X1) + 0.488316817437586*X3)/(1.163*X2 + 0.351*X3),0.016823475914911498,,51.13042449951172
14,1/(1/d1+n/d2),((-0.297) + ((-0.306) * ((log((0.443 * X2)) - log((7.009 * X3))) - (((0.660 * X3) / (0.892 * X2)) * log((0.820 * X1)))))),(X2*(-0.306*log(X2) + 0.306*log(X3) + 0.547982447215288) + 0.226412556053812*X3*(log(X1) - 0.198450938723838))/X2,0.02391295247660291,,63.987184047698975
19,1/(1/d1+n/d2),(0.818 + (0.305 * ((((-0.441) * X3) / ((0.436 * X2) / (log((0.825 * X1)) / (-1.364)))) + log(((0.707 * X3) / (1.716 * X2)))))),(X2*(0.305*log(X3/X2) + 0.547550212683843) + 0.226171339019075*X3*(log(X1) - 0.192371892647456))/X2,0.023922150928146462,,65.458336353302
24,1/(1/d1+n/d2),(0.352 + ((-0.203) * (((((-1.196) * X3) + (0.695 * X2)) + sin(((-0.587) * X3))) * (log((1.865 * X1)) / sqrt((1.443 * X2)))))),(0.352*sqrt(X2) + 0.168990726248116*(log(X1) + 0.623261053095779)*(-0.695*X2 + 1.196*X3 + sin(0.587*X3)))/sqrt(X2),0.025823223709265482,,63.04400706291199
20,1/(1/d1+n/d2),(0.225 + ((-0.096) * ((sqrt((0.318 * X1)) - ((0.103 * X3) / (1.024 * X2))) * ((0.318 * X1) - ((6.296 * X3) / (0.906 * X2)))))),(0.225*X2**2 - 0.096*(0.563914887194867*sqrt(X1)*X2 - 0.1005859375*X3)*(0.318*X1*X2 - 6.94922737306843*X3))/X2**2,0.027748922296418576,,40.68169164657593
7,1/(1/d1+n/d2),(0.418 + (0.173 * ((log((1.202 * X1)) * ((0.434 * X3) / (0.332 * X2))) + (cos((0.220 * X3)) * ((0.673 * X3) - (0.556 * X2)))))),(X2*((-0.096188*X2 + 0.116429*X3)*cos(0.22*X3) + 0.418) + 0.226150602409638*X3*(log(X1) + 0.183986836113016))/X2,0.028590411367385337,,66.18042039871216
5,1/(1/d1+n/d2),(0.195 + (0.163 * (((0.594 * X3) + (sin((0.608 * X1)) + ((-0.385) * X2))) - (log((1.533 * X3)) * (((-0.321) * X1) / (0.258 * X2)))))),(0.202802325581395*X1*(log(X3) + 0.427226599889677) + X2*(-0.062755*X2 + 0.096822*X3 + 0.163*sin(0.608*X1) + 0.195))/X2,0.028975663126557024,,64.26854538917542
29,1/(1/d1+n/d2),(0.226 + (22.736 * sin(((((0.252 * X2) - (1.043 * X3)) / (((1.667 * X2) / (-0.515)) + ((-0.987) * X3))) * sqrt((0.005 * X1)))))),0.226 - 22.736*sin(sqrt(X1)*(0.017819090885901*X2 - 0.0737512372777569*X3)/(3.2368932038835*X2 + 0.987*X3)),0.029370190704522348,,46.105849742889404
12,1/(1/d1+n/d2),(0.365 + (0.135 * ((log((1.028 * X1)) * (((-1.264) * X3) / ((-0.754) * X2))) + (((0.707 * X3) - (0.676 * X2)) - sin(((-0.540) * X3)))))),(X2*(-0.09126*X2 + 0.095445*X3 + 0.135*sin(0.54*X3) + 0.365) + 0.22631299734748*X3*(log(X1) + 0.0276151670329734))/X2,0.02954049553537487,,61.70847129821777
25,1/(1/d1+n/d2),(0.363 + (0.155 * (((((-0.521) * X3) * log((1.032 * X1))) / ((-0.356) * X2)) - ((((-0.577) * X3) - ((-0.589) * X2)) - sin((0.511 * X3)))))),(X2*(-0.091295*X2 + 0.089435*X3 + 0.155*sin(0.511*X3) + 0.363) + 0.226839887640449*X3*(log(X1) + 0.031498667059371))/X2,0.029578566135394307,,60.28700375556946
13,1/(1/d1+n/d2),(0.103 + (0.171 * (cos((((-0.263) * X3) / ((0.482 * X2) + (0.159 * X3)))) / (((0.480 * X2) / (0.801 * X3)) / log((3.752 * X1)))))),(0.103*X2 + 0.28535625*X3*(log(X1) + 1.32228903114398)*cos(0.263*X3/(0.482*X2 + 0.159*X3)))/X2,0.033544252659805714,,69.22066926956177
27,1/(1/d1+n/d2),(0.103 + (0.747 * (log((3.742 * X1)) * sin(((0.707 * X3) / ((((-2.560) * X2) - (0.275 * X3)) * (-0.698))))))),0.747*(log(X1) + 1.3196202278519)*sin(0.707*X3/(1.78688*X2 + 0.19195*X3)) + 0.103,0.034061431520248,,56.253276109695435
18,1/(1/d1+n/d2),(0.506 + ((-0.162) * (((((-1.346) * X1) * (0.281 * X3)) / (0.700 * X2)) + ((cos((0.695 * X3)) - sin((0.566 * X1))) + (0.486 * X2))))),0.0875323028571429*X1*X3/X2 - 0.078732*X2 + 0.162*sin(0.566*X1) - 0.162*cos(0.695*X3) + 0.506,0.03412190382763603,,52.40771722793579
23,1/(1/d1+n/d2),(0.502 + ((-0.158) * (((cos((0.693 * X3)) + (0.485 * X2)) + sin(((-0.578) * X1))) - (((-0.518) * X3) * (((-2.733) * X1) / (2.516 * X2)))))),0.0889028823529412*X1*X3/X2 - 0.07663*X2 + 0.158*sin(0.578*X1) - 0.158*cos(0.693*X3) + 0.502,0.034205887618839435,,48.742998123168945
1,1/(1/d1+n/d2),(0.770 + ((-0.192) * (sqrt((((-1.375) * X2) / ((-0.444) * X3))) + (((0.607 * X1) - sin(((-0.425) * X1))) / (((-1.387) * X2) / (0.798 * X3)))))),(X2*(0.77 - 0.337878916421493*sqrt(X2/X3)) + 0.110465753424658*X3*(0.607*X1 + sin(0.425*X1)))/X2,0.03611054134151122,,48.261024951934814
21,1/(1/d1+n/d2),(0.480 + ((-0.015) * ((5.984 * X2) - (((6.073 * X3) / ((-0.548) * X2)) * (((-0.548) * X2) + (log((1.045 * X1)) / (-0.738))))))),(X2*(0.48 - 0.08976*X2) + 0.166231751824818*X3*(0.548*X2 + 1.3550135501355*log(X1) + 0.0596434761744909))/X2,0.03687369282644058,,35.31563973426819
11,1/(1/d1+n/d2),((-0.143) + (0.298 * ((((0.622 * X1) * (0.618 * X3)) / (1.414 * X2)) + ((1.926 * X3) / ((0.541 * X3) + (0.370 * X2)))))),0.0810113210749646*X1*X3/X2 + 0.573948*X3/(0.37*X2 + 0.541*X3) - 0.143,0.03743001811356095,,36.83903694152832
3,1/(1/d1+n/d2),(0.436 + ((-0.047) * (((1.697 * X2) + (cos(((-1.158) * X1)) + ((-1.753) * X3))) - ((2.353 * X1) * ((0.659 * X3) / (0.846 * X2)))))),0.0861459444444444*X1*X3/X2 - 0.079759*X2 + 0.082391*X3 - 0.047*cos(1.158*X1) + 0.436,0.038566975261756106,,45.84612560272217
17,1/(1/d1+n/d2),(0.356 + ((-0.120) * (((((-0.686) * X3) + (0.665 * X2)) - sin((0.583 * X1))) + (((-0.787) * X3) / ((0.741 * X2) / (0.679 * X1)))))),0.0865381376518219*X1*X3/X2 - 0.0798*X2 + 0.08232*X3 + 0.12*sin(0.583*X1) + 0.356,0.038766066262484106,,47.27229070663452
