Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
18,exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),(0.042 + ((-0.230) * (cos((((-0.497) * X1) / (0.647 * X2))) / (((sin((0.900 * X1)) - (0.050 * X1)) + ((-0.814) * X2)) + ((-0.729) * X1))))),(0.032718*X1 + 0.034188*X2 - 0.042*sin(0.9*X1) + 0.23*cos(0.768160741885626*X1/X2))/(0.779*X1 + 0.814*X2 - sin(0.9*X1)),0.0033750736345261076,,51.49845600128174
19,exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),(0.152 + (1.383 * (((sin((1.068 * X2)) / (3.997 * X1)) + ((-0.105) * X1)) / ((2.449 * X2) - cos(((1.068 * X2) + ((-0.732) * X1))))))),(-0.145215*X1**2 + 0.152*X1*(2.449*X2 - cos(0.732*X1 - 1.068*X2)) + 0.346009507130348*sin(1.068*X2))/(X1*(2.449*X2 - cos(0.732*X1 - 1.068*X2))),0.0034553737525633947,,53.18070125579834
1,exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),((-0.002) + ((-0.604) * ((((-0.097) - (1.134 * X2)) - ((-0.463) * X1)) / (((-0.659) - ((-1.078) * X1)) + ((1.133 * X2) * (1.269 * X2)))))),(-0.281808*X1 - 0.002875554*X2**2 + 0.684936*X2 + 0.059906)/(1.078*X1 + 1.437777*X2**2 - 0.659),0.00366635902844769,,37.564109563827515
14,exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),((-0.139) + ((-0.100) * (((-0.089) * X1) + (((2.036 * X2) + cos((0.951 * X1))) / (((-1.203) * X2) + sin(((0.693 * X2) + ((-0.192) * X1)))))))),(0.2036*X2 + (0.0089*X1 - 0.139)*(1.203*X2 + sin(0.192*X1 - 0.693*X2)) + 0.1*cos(0.951*X1))/(1.203*X2 + sin(0.192*X1 - 0.693*X2)),0.0038609013077079376,,55.53263998031616
24,exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),(0.108 + (0.087 * ((cos(((-1.115) * X1)) / log((1.809 * X2))) + (cos(sin((((-0.686) * X2) - ((-0.767) * X1)))) - (0.193 * X2))))),((log(X2) + 0.592774206413158)*(-0.016791*X2 + 0.087*cos(sin(0.767*X1 - 0.686*X2)) + 0.108) + 0.087*cos(1.115*X1))/(log(X2) + 0.592774206413158),0.004312573604044754,,74.66127967834473
21,exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),(0.095 + ((-0.607) * (((cos(((-1.930) + ((-0.407) * X2))) - ((-0.382) * X1)) / ((0.875 * X2) - ((-0.396) * X1))) * cos(((-0.450) * X2))))),(0.03762*X1 + 0.083125*X2 - 0.607*(0.382*X1 + cos(0.407*X2 + 1.93))*cos(0.45*X2))/(0.396*X1 + 0.875*X2),0.004353245333000714,,50.78386640548706
8,exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),(0.093 + (0.110 * (((((-1.165) * X1) / (0.952 * X2)) - log((0.113 * X2))) * ((((-1.165) * X1) / (3.001 * X2)) - log((0.158 * X2)))))),(0.093*X2**2 + 0.11*(0.388203932022659*X1 + X2*(log(X2) - 1.84516024595517))*(1.22373949579832*X1 + X2*(log(X2) - 2.1803674602698)))/X2**2,0.004414742473897757,,71.06275081634521
27,exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),(0.106 + ((-0.052) * ((cos((1.120 * X1)) / ((-0.235) * X2)) + (cos(((-1.294) * X1)) - cos(((0.808 * X2) - 0.867)))))),-0.052*cos(1.294*X1) + 0.052*cos(0.808*X2 - 0.867) + 0.106 + 0.221276595744681*cos(1.12*X1)/X2,0.0044962970917479025,,71.21233177185059
2,exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),(0.081 + ((-0.082) * ((log((0.089 * X2)) + sin((0.525 * X2))) * (cos(((-0.993) * X1)) + log((0.298 + (1.084 * X2))))))),-0.082*(log(1.084*X2 + 0.298) + cos(0.993*X1))*(log(X2) + sin(0.525*X2) - 2.41911890925) + 0.081,0.004721762326647062,,85.02368903160095
15,exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),(0.066 + ((-0.199) * ((log((0.765 * X1)) + ((-0.441) * X2)) / (sin(((-1.316) * X2)) - ((-1.746) + log(cos((0.493 * X2)))))))),(-0.087759*X2 + 0.199*log(X1) + 0.066*log(cos(0.493*X2)) + 0.066*sin(1.316*X2) - 0.168544009585965)/(log(cos(0.493*X2)) + sin(1.316*X2) - 1.746),0.0047720256782469335,,73.03033900260925
