Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
23,q/C,((-0.000) + (59.721 * (((((-1.082) * X1) / (2.303 * X2)) * (((-0.441) * X1) / ((-3.363) * X1))) * ((0.847 * X1) / ((-3.112) * X1))))),1.00141925617813*X1/X2,2.2295056530153736e-05,,34.48390245437622
0,q/C,((-1.767) + (0.628 * (((((-1.483) * X1) / ((-0.931) * X2)) + 1.069) + 1.745))),1.00034801288937*X1/X2 + 0.000192000000000192,2.2317452813612178e-05,,27.31701636314392
14,q/C,((-0.000) + ((-1458.539) * ((((0.067 * X1) * (-0.054)) / (2.792 * X2)) / 1.907))),0.991106904813063*X1/X2,2.2317513080000276e-05,,27.74224352836609
19,q/C,((-0.000) + ((-4.784) * (((-0.392) * X1) / (1.877 * X2)))),0.999109216835375*X1/X2,2.231754758317529e-05,,24.620026111602783
4,q/C,((-0.000) + (437.182 * (((((-0.021) * X1) / (2.303 * X2)) * 0.423) * (-0.598)))),1.00839151028571*X1/X2,2.2339894704907113e-05,,26.769656896591187
12,q/C,((-0.000) + (3.069 * ((((0.408 * X1) - ((-1.659) * X1)) / (1.752 * X2)) / 3.621))),0.999941834731192*X1/X2,2.2339914234865364e-05,,29.990941762924194
10,q/C,((-0.351) + (0.877 * (((((-0.208) * X2) - (1.979 * X1)) - (((-0.208) * X1) - (1.180 * X1))) / ((-0.519) * X2)))),0.998664739884393*X1/X2 + 0.00047591522157997,2.236216505646798e-05,,29.32178044319153
16,q/C,((-0.623) + (0.910 * (((((-1.639) * X1) / ((-0.441) * X2)) - (-2.313)) / 3.378))),1.00120292837877*X1/X2 + 9.94671403198311e-5,2.236231653705861e-05,,28.166093826293945
26,q/C,((-0.000) + (0.184 * ((((1.547 * X1) / ((-0.120) * X2)) / 1.386) / (-1.709)))),1.00143230628895*X1/X2,2.238455059360124e-05,,29.38012409210205
2,q/C,((-3.162) + ((-1.198) * (((((-1.797) * X1) / (0.769 * X2)) + 0.323) - ((((-1.797) * X1) / (1.196 * X2)) + 2.961)))),0.99948262957148*X1/X2 - 0.00167600000000023,2.2384559653045025e-05,,33.49637269973755
25,q/C,((-0.343) + (0.220 * ((((1.070 * X1) / ((-0.239) * X2)) + (-1.532)) / (-0.983)))),1.00197074109229*X1/X2 - 0.000131230925737524,2.238459164630051e-05,,25.731812477111816
29,q/C,((-0.000) + (0.392 * (((-4.189) * X1) / ((-1.643) * X2)))),0.999444917833232*X1/X2,2.2384601768007536e-05,,24.48892116546631
20,q/C,((-0.000) + (0.107 * ((((-1.446) * X1) / 2.303) / (((0.262 * X2) / (-0.839)) / 4.666)))),1.00383778017389*X1/X2,2.2384639492769903e-05,,35.926942586898804
15,q/C,((-0.000) + ((-3.917) * ((1.050 * X1) / ((-4.112) * X2)))),1.00020671206226*X1/X2,2.238465120180437e-05,,25.027343034744263
13,q/C,((-0.000) + ((-0.624) * ((1.485 * X1) / ((-0.926) * X2)))),1.00069114470842*X1/X2,2.2384662840836764e-05,,24.69549584388733
3,q/C,((-0.000) + (0.783 * ((1.881 * X1) / (1.474 * X2)))),0.999201492537313*X1/X2,2.2384675319961252e-05,,24.622259378433228
21,q/C,((-2.711) + ((-1.119) * ((((1.942 * X2) + (1.456 * X1)) + ((-0.740) * X1)) / ((-0.801) * X2)))),1.00025468164794*X1/X2 + 0.00198127340823939,2.2384728101308226e-05,,28.74381709098816
27,q/C,((-0.000) + ((-0.000) * ((((0.981 * X2) / ((-0.032) * X2)) / ((0.063 * X2) / ((-0.915) * X1))) / (0.313 / ((0.981 * X2) / ((-0.032) * X2)))))),0,2.2406984325610622e-05,,41.35609841346741
7,q/C,((-0.000) + ((-0.633) * ((((2.231 * X1) / (2.352 * X2)) * log(0.023)) / 2.257))),1.0035433668285*X1/X2,2.24070031594788e-05,,39.8762309551239
11,q/C,((-0.000) + ((-0.102) * ((((2.375 * X1) / ((-0.263) * X2)) / 0.968) / log(2.582)))),1.00315007001624*X1/X2,2.2407005998356018e-05,,33.724141359329224
6,q/C,((-0.325) + ((-5.589) * (((((-5.727) * X1) / (0.904 * X2)) - 2.057) / (((-1.309) * X1) / ((-0.037) * X1))))),1.00081761308707*X1/X2 - 3.95714285714721e-5,2.2429236068737297e-05,,32.639527797698975
9,q/C,((-0.000) + (0.383 * ((((-1.304) * X1) / (2.303 * X2)) / ((((-0.829) * X1) / (1.425 * X1)) + ((0.534 * X1) / (1.466 * X1)))))),0.99707389951684*X1/X2,2.242924641721247e-05,,26.79835343360901
5,q/C,((-0.000) + ((-1.074) * (((-3.712) * X1) / (3.987 * X2)))),0.999921745673439*X1/X2,2.245154324988354e-05,,24.96304965019226
22,q/C,((-0.000) + ((-8.051) * (((((-0.361) * X1) / (3.404 * X2)) / 0.913) / sqrt(cos(sin((0.668 * cos(0.668)))))))),0.998475188194418*X1/X2,2.245155582866787e-05,,28.168670177459717
28,q/C,((-0.000) + ((-3.939) * (((1.253 * X1) + (((-0.917) * X1) - ((-0.041) * X1))) / ((-1.485) * X2)))),1.00000202020202*X1/X2,2.245159902077562e-05,,28.41607427597046
17,q/C,((-1.174) + (1.000 * ((((0.377 * X1) / ((-1.219) * X2)) / ((0.377 * X1) / ((-1.219) * X1))) + (((-1.367) * X1) / ((-1.165) * X1))))),1.0*X1/X2 - 0.00060944206008573,2.2451615751851314e-05,,36.18749666213989
18,q/C,((-0.000) + (0.137 * ((((0.828 * X2) / (1.739 * X2)) * ((1.845 * X1) / 0.188)) / ((1.770 * X2) - ((1.739 * X2) - (0.611 * X2)))))),0.997136962146291*X1/X2,2.247377056631539e-05,,41.53017234802246
