Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
25,1/(gamma-1)*kb*v/A,((-0.000) + (63.858 * ((((-0.923) * X2) * (((-0.022) * X3) / (2.336 * X4))) / ((0.558 * X1) + (-0.558))))),0.994792854249521*X2*X3/(X4*(X1 - 1)),2.4557312015000227e-05,,46.74373126029968
8,1/(gamma-1)*kb*v/A,((-0.000) + (0.098 * (((2.113 * X2) / (1.443 - (1.443 * X1))) * ((5.427 * X3) / (((-1.420) * X4) * 0.548))))),1.00080659915912*X2*X3/(X4*(X1 - 1)),2.463835327346924e-05,,35.618741035461426
5,1/(gamma-1)*kb*v/A,((-0.000) + (27.562 * ((((-0.360) * X2) / ((-2.272) - ((-2.272) * X1))) / ((3.088 * X4) / ((-0.707) * X3))))),0.999878026253375*X2*X3/(X4*(X1 - 1)),2.4658765082015618e-05,,47.11458921432495
14,1/(gamma-1)*kb*v/A,((-0.000) + ((-6.389) * (((((-0.969) * X3) / (-1.576)) * ((0.234 * X2) / (1.326 * X4))) / (0.693 - (0.693 * X1))))),1.00032137912849*X2*X3/(X4*(X1 - 1)),2.4678933262270002e-05,,40.35049915313721
10,1/(gamma-1)*kb*v/A,((-0.000) + ((-0.211) * (((1.962 * X3) * (((-1.262) * X2) / (0.693 - (0.693 * X1)))) / (sin((-0.227)) * (3.360 * X4))))),0.996962137182596*X2*X3/(X4*(X1 - 1)),2.4759684067227347e-05,,45.020166635513306
29,1/(gamma-1)*kb*v/A,(0.000 + (0.558 * (((5.539 * X2) * ((1.442 * X3) / (3.317 * X4))) / ((1.344 * X1) - 1.344)))),0.99973773364486*X2*X3/(X4*(X1 - 1)),2.4920567403511002e-05,,39.219130754470825
23,1/(gamma-1)*kb*v/A,((-0.000) + ((-0.013) * ((((-0.711) * X3) * ((4.622 * X2) / (0.129 * X4))) / ((0.337 * X1) - 0.337)))),0.982705265337105*X2*X3/(X4*(X1 - 1)),2.830159767015013e-05,,40.43201279640198
7,1/(gamma-1)*kb*v/A,((-0.000) + ((-728.698) * ((sin(((0.231 * X2) * 0.004)) / (1.483 * X4)) * ((0.894 * X3) / (((-0.437) * X1) - (-0.437)))))),1005.22321165428*X3*sin(0.000924*X2)/(X4*(X1 - 1)),3.0725052217889126e-05,,39.50012540817261
21,1/(gamma-1)*kb*v/A,((-0.000) + (0.092 * ((((4.011 * X2) * ((-4.388) * X3)) / (1.827 * X4)) / (0.883 - (0.883 * X1))))),1.00370908996238*X2*X3/(X4*(X1 - 1)),4.0841645089204836e-05,,38.785083293914795
4,1/(gamma-1)*kb*v/A,(0.000 + ((-1.147) * (((0.681 * X2) * (0.435 * X3)) / (((0.999 * X1) * ((-0.340) * X4)) - ((-0.340) * X4))))),0.339781545*X2*X3/(X4*(0.33966*X1 - 0.34)),4.1653990386956814e-05,,35.74280619621277
