Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
15,1/2*k_spring*x**2,((-0.000) + ((-75.056) * (sqrt(0.093) * (((-0.159) * X1) * ((0.069 * X2) * (2.002 * X2)))))),0.502732750313627*X1*X2**2,5.1225658904025706e-05,,28.826677322387695
7,1/2*k_spring*x**2,(0.000 + ((-1.497) * (((((-0.531) * X1) * ((-1.039) * X2)) * ((1.867 * X2) / ((-2.389) * X2))) * (0.775 * X2)))),0.500220792215582*X1*X2**2,5.124560954934208e-05,,27.165738105773926
3,1/2*k_spring*x**2,((-0.000) + (0.611 * ((((0.689 * X1) * (1.102 * X2)) * ((-1.253) * X2)) + (((0.624 * X1) * ((-1.685) * X2)) * ((-1.685) * X2))))),0.501203951326*X1*X2**2,5.1272971285166634e-05,,32.149003982543945
22,1/2*k_spring*x**2,((-0.000) + (1.234 * (((0.707 * X2) * (((-0.205) * X2) * ((-1.460) * X1))) * (cos(0.152) + cos(0.385))))),0.500116279763658*X1*X2**2,5.134199194913665e-05,,51.15896487236023
19,1/2*k_spring*x**2,(0.000 + ((-5.039) * (((-0.054) * ((1.861 * X2) * (1.997 * X1))) * (0.491 * X2)))),0.496528347823182*X1*X2**2,5.136063978242303e-05,,26.68892478942871
13,1/2*k_spring*x**2,(0.000 + (0.098 * (cos((-0.691)) * ((1.811 * X2) * ((2.338 * X2) * (1.559 * X1)))))),0.498504722522732*X1*X2**2,5.136068390402606e-05,,42.47779560089111
20,1/2*k_spring*x**2,(0.000 + (1.549 * ((((0.900 * X1) * (-1.015)) * (0.180 * X2)) * ((-0.588) * (2.170 * (1.543 * X2)))))),0.501459034944999*X1*X2**2,5.1371719848800014e-05,,30.49732756614685
12,1/2*k_spring*x**2,((-0.000) + ((-0.310) * ((-0.596) * (((-1.900) * X2) * (((-1.900) * X2) * (0.749 * X1)))))),0.4995707164*X1*X2**2,5.137219955803438e-05,,29.682430028915405
18,1/2*k_spring*x**2,(0.000 + (0.432 * ((-1.272) * ((((-2.452) * X2) * ((-1.406) * X1)) * ((-0.264) * X2))))),0.500127311388672*X1*X2**2,5.1380079152034684e-05,,34.53035855293274
24,1/2*k_spring*x**2,(0.000 + ((-0.750) * ((((0.759 * X2) * (0.336 * X1)) * ((-2.694) * X2)) * sqrt(cos(0.342))))),0.500132570546057*X1*X2**2,5.1380732467043655e-05,,44.33996272087097
29,1/2*k_spring*x**2,(0.000 + (4.238 * (((((-0.763) * X2) * (0.339 * X1)) * log(1.903)) * ((-0.708) * X2)))),0.499368132770119*X1*X2**2,5.138114933528014e-05,,42.526287317276
28,1/2*k_spring*x**2,(0.000 + (2.728 * ((((-2.723) * X2) * (((-1.071) * X1) * (0.053 * X2))) * 1.196))),0.504299488204512*X1*X2**2,5.138943071929751e-05,,31.008468866348267
9,1/2*k_spring*x**2,(0.000 + (0.157 * (((2.759 * X2) * ((0.675 * X1) * ((-0.925) * X2))) / (-0.540)))),0.50084471875*X1*X2**2,5.14002417860446e-05,,30.866384744644165
10,1/2*k_spring*x**2,(0.000 + (0.498 * ((((0.468 * X2) * ((-1.667) * X1)) + ((1.200 * X2) * (1.382 * X1))) * (1.143 * X2)))),0.499908780216*X1*X2**2,5.1455260225196224e-05,,39.12636089324951
4,1/2*k_spring*x**2,(0.000 + ((-0.075) * ((((2.422 * X2) * (1.894 * X1)) * (0.808 * X2)) * (-1.798)))),0.4998232165584*X1*X2**2,5.14587356788176e-05,,27.32380986213684
1,1/2*k_spring*x**2,((-2.655) + ((-1.150) * (((((-0.184) * X2) * (1.443 * X1)) * (1.641 * X2)) + (-2.310)))),0.5010609708*X1*X2**2 + 0.00150000000000006,5.1467442660155784e-05,,27.004987955093384
0,1/2*k_spring*x**2,((-0.000) + ((-1.453) * ((((0.257 * X1) * (1.291 * X2)) + (((-0.582) * X1) * ((-0.046) * X2))) * ((-0.958) * X2)))),0.499104805466*X1*X2**2,5.1478071224946965e-05,,29.42504906654358
26,1/2*k_spring*x**2,(0.000 + ((-0.728) * ((((0.796 * X2) * (3.535 * X1)) - ((2.862 * X2) * (1.706 * X1))) * (0.332 * X2)))),0.499999415552*X1*X2**2,5.1478689351848944e-05,,28.935232639312744
5,1/2*k_spring*x**2,(0.000 + (1.195 * ((((1.414 * X2) * (0.211 * X1)) * (3.142 * X2)) * sin((-3.603))))),0.49873473449809*X1*X2**2,5.1487548440359394e-05,,38.25090765953064
8,1/2*k_spring*x**2,(0.000 + ((-0.590) * ((sqrt(0.640) - ((-2.430) / 0.595)) * (((-0.538) * X2) * ((0.632 * X2) * (0.511 * X1)))))),0.500669239796706*X1*X2**2,5.1496196594295025e-05,,32.624664068222046
14,1/2*k_spring*x**2,(0.000 + ((-0.009) * ((log(2.932) / (-0.029)) * ((2.101 * X2) * (((-0.624) * X1) * ((-1.093) * X2)))))),0.478366040216438*X1*X2**2,5.15039536409391e-05,,48.51450252532959
16,1/2*k_spring*x**2,(0.000 + ((-0.033) * ((8.114 * X2) * ((2.277 * X2) * ((-0.809) * X1))))),0.493242505866*X1*X2**2,5.150754663457129e-05,,27.621053457260132
17,1/2*k_spring*x**2,(0.000 + ((-2.034) * (((1.956 * X1) * ((-0.511) * ((-0.917) * X2))) * ((-0.268) * X2)))),0.499625768031264*X1*X2**2,5.152729152186558e-05,,25.924057722091675
23,1/2*k_spring*x**2,(0.000 + (0.020 * (2.123 * ((2.748 * X2) * ((3.033 * X1) * (1.428 * X2)))))),0.50535589480992*X1*X2**2,5.152785473471305e-05,,28.966426372528076
2,1/2*k_spring*x**2,(0.000 + (308.515 * (((0.252 * (0.068 * X2)) * (cos((-0.994)) * (0.068 * X2))) * (2.574 * X1)))),0.50462834675042*X1*X2**2,5.153625709702245e-05,,31.175618648529053
21,1/2*k_spring*x**2,(0.000 + (68.729 * (((-0.234) * ((-0.871) * (0.295 * X2))) * (((-0.307) * X1) * ((-0.394) * X2))))),0.49983958894966*X1*X2**2,5.154673618870051e-05,,28.259685516357422
25,1/2*k_spring*x**2,(0.000 + ((-250.629) * (((((-1.789) * X1) * (0.692 * X2)) * (0.369 * X2)) * cos(1.566)))),0.549137652933722*X1*X2**2,5.1584477962244896e-05,,35.33458924293518
11,1/2*k_spring*x**2,(0.000 + (0.552 * (((((-0.106) * X2) + (1.887 * X2)) * ((-1.014) * X1)) * ((-0.502) * X2)))),0.500431535136*X1*X2**2,5.1586870304609016e-05,,38.00056838989258
6,1/2*k_spring*x**2,(0.000 + ((-0.460) * ((2.199 * X2) * (((2.009 * X1) * ((-0.453) * X2)) * (0.383 + 0.161))))),0.50079513298752*X1*X2**2,5.159395907263791e-05,,27.173766136169434
27,1/2*k_spring*x**2,(0.000 + (0.008 * ((5.011 * X2) * ((5.011 * X2) * ((1.892 * X1) / 0.741))))),0.512910649738192*X1*X2**2,5.163544747617166e-05,,30.418121576309204
