Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
26,mob*kb*T,(0.000 + (135.888 * ((((5.039 * X3) * (0.707 * X1)) * ((-0.157) * X2)) * (cos((-0.889)) * log(cos(0.204)))))),1.00364709083351*X1*X2*X3,6.55050598359884e-05,,34.75484657287598
9,mob*kb*T,(0.000 + ((-2.442) * ((2.770 * X1) * ((((-0.909) * X2) * (0.658 * X3)) / 4.048)))),0.999481365978261*X1*X2*X3,6.552882454775184e-05,,35.42395377159119
22,mob*kb*T,((-0.000) + ((-0.243) * ((2.261 * X3) * (1.388 * (((-1.562) * X1) * (0.838 * X2)))))),0.998208698954544*X1*X2*X3,6.55313411941459e-05,,32.32465600967407
17,mob*kb*T,(0.000 + (6.772 * ((((1.896 * X2) * (0.038 * X3)) * (1.614 * X1)) * 1.271))),1.00089371002406*X1*X2*X3,6.553346475287132e-05,,29.77364420890808
10,mob*kb*T,(0.000 + (1.197 * (((-0.278) * X2) * (((1.752 * X1) * ((-1.842) * X3)) - ((0.357 * X1) * ((-0.631) * X3)))))),0.998935912422*X1*X2*X3,6.556223801409873e-05,,34.34342908859253
23,mob*kb*T,((-0.044) + (0.180 * (((6.358 * X2) * ((1.680 * X3) * (0.520 * X1))) + cos((0.913 - 2.239))))),0.999782784*X1*X2*X3 - 0.000375428819489106,6.557293516938517e-05,,40.86363077163696
12,mob*kb*T,(0.000 + ((-1.236) * ((((0.684 * X2) * (1.165 * X1)) * (1.751 * X3)) * (-0.579)))),0.99853940429784*X1*X2*X3,6.557868872536191e-05,,30.439061880111694
28,mob*kb*T,(0.000 + ((-0.089) * ((((6.593 * X3) * ((-2.375) * X1)) * ((-0.772) * X2)) * log(sin(0.406))))),0.999499288456873*X1*X2*X3,6.557919097013321e-05,,58.07764935493469
24,mob*kb*T,(0.000 + ((-0.041) * ((((-0.882) * X2) * ((4.019 * X1) * ((-1.846) * X3))) * ((-1.470) * 2.536)))),1.00015826618295*X1*X2*X3,6.558242792284696e-05,,30.76523184776306
14,mob*kb*T,((-0.000) + (3.732 * ((-0.507) * (((-1.303) * X2) * ((1.194 * X1) * (0.339 * X3)))))),0.997925304268152*X1*X2*X3,6.558484644199663e-05,,30.16205096244812
0,mob*kb*T,(0.000 + ((-3.969) * ((((0.498 * X1) * ((-0.374) * X2)) * ((-1.712) * X3)) * (sin((-1.725)) - (-0.197))))),1.00123480528804*X1*X2*X3,6.558730476385519e-05,,40.095783710479736
8,mob*kb*T,(0.000 + (22.868 * (((-1.175) * X3) * (0.871 * (((-0.084) * X2) * (0.511 * X1)))))),1.0045796847996*X1*X2*X3,6.56039267074414e-05,,30.933265447616577
25,mob*kb*T,(0.000 + ((-2.897) * (0.191 * (((0.580 * X3) * 1.766) * ((0.611 * X2) * ((-2.881) * X1)))))),0.997665659703452*X1*X2*X3,6.561387453196298e-05,,30.903071641921997
20,mob*kb*T,(0.000 + ((-0.253) * (cos(0.669) * (((-2.527) * X1) * ((0.974 * X2) * (2.045 * X3)))))),0.998939104730179*X1*X2*X3,6.562927747216936e-05,,39.368619441986084
15,mob*kb*T,(0.000 + ((-345.749) * ((((0.019 * X3) * (0.068 * X2)) * (1.520 * X1)) * (-1.451)))),0.98522278414816*X1*X2*X3,6.563099443535961e-05,,30.18294095993042
3,mob*kb*T,(0.000 + (5.796 * ((((0.571 * X3) * (0.243 * X1)) * ((-1.291) * X2)) * sin(((-1.251) * 1.035))))),0.998940963278937*X1*X2*X3,6.56504221722971e-05,,42.74750065803528
29,mob*kb*T,(0.000 + ((-0.641) * (((((-2.945) * X3) * ((-1.297) * X2)) * (0.654 * X1)) * (-0.625)))),1.00078565206875*X1*X2*X3,6.566112097633714e-05,,34.105894565582275
16,mob*kb*T,(0.000 + (0.250 * ((sin(0.809) * (1.706 * X1)) * ((2.718 * X3) * (1.193 * X2))))),1.00070455728845*X1*X2*X3,6.567379984731806e-05,,43.88373303413391
6,mob*kb*T,(0.000 + ((-1.737) * (3.787 * (((-0.126) * X3) * ((1.167 * X2) * (1.031 * X1)))))),0.997229666961738*X1*X2*X3,6.56843554280238e-05,,31.619922876358032
27,mob*kb*T,((-0.000) + (4.746 * ((((0.280 * X3) * ((-1.577) * X2)) * ((-0.480) * X1)) * sin(1.463)))),1.00007030642091*X1*X2*X3,6.568436195784056e-05,,42.61741018295288
13,mob*kb*T,(0.000 + (0.883 * (((((-0.910) * X2) * ((-2.050) * X3)) * (-0.781)) * ((-0.777) * X1)))),0.9996040559505*X1*X2*X3,6.568468997171853e-05,,30.096624851226807
18,mob*kb*T,(0.000 + (0.524 * ((-0.670) * ((((-1.544) * X1) * (-0.890)) * ((2.346 * X3) * ((-0.883) * X2)))))),0.999383336156871*X1*X2*X3,6.568533353651361e-05,,33.25501465797424
2,mob*kb*T,(0.000 + ((-3.187) * (((0.416 * X1) / (0.558 * X1)) * (((0.416 * X1) / 0.531) * (((-0.405) * X2) * (1.331 * X3)))))),1.0033976588737*X1*X2*X3,6.572765004655889e-05,,33.94049096107483
7,mob*kb*T,(0.000 + ((-0.153) * (1.909 * (((-2.413) * X2) * ((1.638 * X3) * (0.865 * X1)))))),0.99858419038287*X1*X2*X3,6.572797291974367e-05,,30.894271850585938
11,mob*kb*T,((-0.000) + (0.011 * ((((1.747 * X3) * (6.283 * X2)) * (4.231 * X1)) * ((-2.244) / (-1.111))))),1.03182125251449*X1*X2*X3,6.576779454567557e-05,,34.98904848098755
1,mob*kb*T,(0.000 + (34.841 * (11.260 * (((-0.226) * X1) * (((-0.017) * X2) * (0.657 * X3)))))),0.99026568991404*X1*X2*X3,6.577051698829147e-05,,29.73403811454773
21,mob*kb*T,((-0.000) + (176.210 * ((((0.426 * X1) * ((-0.053) * X3)) * (0.858 * X2)) * (-0.292)))),0.99674980458768*X1*X2*X3,6.577138460168095e-05,,30.998024463653564
5,mob*kb*T,(0.000 + ((-2.053) * (((((-0.226) * X1) * ((-1.669) * X3)) * ((-2.771) * X2)) * 0.467))),1.00209093052707*X1*X2*X3,6.578855100789507e-05,,30.559691905975342
19,mob*kb*T,(0.000 + (24.573 * (0.216 * ((((-0.507) * X3) / 0.923) * (((-0.171) * X2) * (2.004 * X1)))))),0.999107036664338*X1*X2*X3,6.582914236531762e-05,,33.87860321998596
4,mob*kb*T,((-0.000) + (0.423 * ((((-2.729) * X1) * log(0.680)) * ((1.752 * X2) * (1.283 * X3))))),1.00071878406833*X1*X2*X3,6.597564087440551e-05,,46.961288928985596
