Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
25,sqrt(gamma*pr/rho),((-0.000) + (5.294 * sqrt((((0.179 * X1) * (0.244 * X2)) / (1.222 * X3))))),1.00085177256744*sqrt(X1*X2/X3),2.2541619240315136e-05,,33.30169677734375
14,sqrt(gamma*pr/rho),(0.000 + (0.471 * sqrt(((((-1.527) * X2) * (6.283 * X1)) / ((-2.124) * X3))))),1.00102909232559*sqrt(X1*X2/X3),2.2562274899074893e-05,,36.5550742149353
6,sqrt(gamma*pr/rho),(0.000 + (0.580 * sqrt((((1.310 * X2) * (2.885 * X1)) / (1.274 * X3))))),0.998968596832167*sqrt(X1*X2/X3),2.26039127801814e-05,,33.91590428352356
0,sqrt(gamma*pr/rho),(0.000 + (0.494 * sqrt((((0.397 * X2) / (0.151 * X3)) * (((-0.953) * X1) / (-0.610)))))),1.00118713747585*sqrt(X1*X2/X3),2.262464665083468e-05,,38.42605972290039
17,sqrt(gamma*pr/rho),(0.000 + (0.135 * sqrt(((((-0.850) * X1) * (1.522 * X2)) / ((-0.024) * X3))))),0.991162669545216*sqrt(X1*X2/X3),2.2624835751177633e-05,,32.48177146911621
24,sqrt(gamma*pr/rho),(0.000 + (0.498 * sqrt((((2.930 * X2) * (2.408 * X1)) / (1.748 * X3))))),1.00050826378591*sqrt(X1*X2/X3),2.264538838933824e-05,,33.612082719802856
27,sqrt(gamma*pr/rho),(0.000 + (1.018 * sqrt(((((-1.268) * X1) * ((-1.353) * X2)) / (1.778 * X3))))),0.999977952427369*sqrt(X1*X2/X3),2.264543967135261e-05,,35.39767575263977
2,sqrt(gamma*pr/rho),((-0.000) + (0.224 * (sqrt((((-2.333) * X1) * ((-3.205) * X2))) * (sqrt((0.707 * X3)) / (0.514 * X3))))),1.00199601094612*sqrt(X1*X2)/sqrt(X3),2.266626506898578e-05,,41.886096715927124
8,sqrt(gamma*pr/rho),(0.000 + (1.498 * sqrt((((0.615 * X1) / ((-2.240) * X3)) / (0.494 / ((-0.802) * X2)))))),1.00011299829687*sqrt(X1*X2/X3),2.2666267733417873e-05,,36.96813607215881
12,sqrt(gamma*pr/rho),(0.000 + (0.252 * sqrt((((3.568 * X2) * (2.044 * X1)) / (0.462 * X3))))),1.00122669778809*sqrt(X1*X2/X3),2.2686916348241254e-05,,37.58604907989502
20,sqrt(gamma*pr/rho),(0.000 + (2.656 * sqrt((((0.288 * X1) * (1.190 * X2)) / (2.420 * X3))))),0.999516832431575*sqrt(X1*X2/X3),2.268701531741355e-05,,33.02438545227051
