Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
26,1/(gamma-1)*pr*V,(0.000 + (1.294 * (((4.923 * X2) * (((0.433 * X3) + ((-0.237) * X3)) * 0.785)) / (sin((-1.365)) + (0.979 * X1))))),0.98014389732*X2*X3/(0.979*X1 - 0.978898568123575),2.9934404566286852e-05,,49.71758460998535
16,1/(gamma-1)*pr*V,(0.000 + (0.157 * (((1.171 * X3) * ((-1.786) * X2)) / (((-0.329) * X1) + sin(0.335))))),0.328350742*X2*X3/(0.329*X1 - 0.328769169873903),3.305289468420286e-05,,50.517852544784546
11,1/(gamma-1)*pr*V,((-0.000) + (0.328 * (((-0.865) * ((1.772 * X2) * (2.458 * X3))) / ((0.236 - (1.235 * X1)) + cos(6.275))))),1.23576402272*X2*X3/(1.235*X1 - 1.23596650056022),3.508694364132398e-05,,65.3199770450592
10,1/(gamma-1)*pr*V,(0.000 + ((-0.007) * ((((4.001 * X3) * (8.368 * X2)) - (0.006 * X1)) / (((0.708 * X1) + (-0.708)) / (-3.234))))),4.56779661016949*(-4.2e-5*X1 + 0.234362576*X2*X3)/(X1 - 1),4.829999609565923e-05,,41.23627853393555
21,1/(gamma-1)*pr*V,(0.000 + (0.206 * (((((-0.607) * X1) - ((-0.608) * X1)) + ((1.727 * X3) * ((-1.709) * X2))) / (((-0.608) * X1) - (-0.608))))),1.64473684210526*(-0.000206*X1 + 0.607997258*X2*X3)/(X1 - 1),5.027992606860257e-05,,36.22059869766235
28,1/(gamma-1)*pr*V,(0.000 + ((-0.057) * ((2.950 * X3) * ((8.418 * X2) / (1.414 + ((-1.414) * X1)))))),1.00105141442716*X2*X3/(X1 - 1),5.470224844462371e-05,,29.667022705078125
7,1/(gamma-1)*pr*V,((-0.068) + (0.068 * ((((6.261 * X2) * (1.772 * X3)) + ((0.751 * X1) + (-0.746))) / ((0.751 * X1) + (-0.751))))),1.33155792276964*(0.754425456*X2*X3 + 0.00034)/(X1 - 1),7.733843217054441e-05,,51.015610694885254
18,1/(gamma-1)*pr*V,(1.130 + (1.129 * (((((-0.292) * X3) * (0.705 * X2)) - (0.233 + ((-0.233) * X1))) / (0.233 + ((-0.233) * X1))))),4.29184549356223*(0.000232999999999928*X1 + 0.23241594*X2*X3 - 0.000232999999999928)/(X1 - 1),8.121809187393257e-05,,42.14736366271973
27,1/(gamma-1)*pr*V,(0.000 + (3.273 * (((((-3.649) * X3) / (3.736 * X3)) * ((1.658 * X2) * ((-0.131) * X3))) / ((((-0.924) * X3) / (1.332 * X3)) + (0.693 * X1))))),0.694334624744647*X2*X3/(0.693*X1 - 0.693693693693694),9.194307926758819e-05,,41.44155788421631
24,1/(gamma-1)*pr*V,(0.000 + ((-0.292) * ((((-0.983) * X3) * (1.883 * X2)) / (((0.540 * X1) + (-0.294)) + (-0.246))))),1.00090516296296*X2*X3/(X1 - 1),9.371440707543366e-05,,33.27156710624695
20,1/(gamma-1)*pr*V,(0.000 + (0.064 * ((0.011 - (((-7.367) * X2) * ((-2.395) * X3))) / (((-0.562) * X1) + (((-0.562) * X1) - (-1.125)))))),(1.12921376*X2*X3 - 0.000704)/(1.124*X1 - 1.125),0.00010289179144447697,,35.78124165534973
12,1/(gamma-1)*pr*V,((-0.000) + ((-8.536) * ((((0.434 * X3) * ((-0.568) * X2)) * sin(0.230)) / (((1.757 * X1) - (1.277 * X1)) - sqrt(0.230))))),0.479716330924645*X2*X3/(0.48*X1 - 0.479583152331272),0.00012902133478132497,,44.61420822143555
15,1/(gamma-1)*pr*V,(0.043 + (0.017 * ((((5.852 * X3) * (2.416 * X2)) - ((0.598 * X1) - 0.568)) / (((0.569 * X1) - 0.569) / 2.307)))),4.05448154657294*(0.000439548331166016*X1 + 0.240353344*X2*X3 - 0.000949548331166016)/(X1 - 1),0.00031588001178087623,,52.588717222213745
5,1/(gamma-1)*pr*V,((-0.000) + (3.072 * ((((1.936 * X3) * ((-1.918) * X2)) / (((-0.003) * X1) + 6.977)) / (((-1.638) * X1) + 1.641)))),-11.407097856*X2*X3/((0.003*X1 - 6.977)*(1.638*X1 - 1.641)),0.0006215320184958896,,71.97953510284424
