Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
16,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),((-0.001) + (0.347 * ((cos(exp((0.083 * X2))) * sin((1.994 * X1))) * ((((1.994 * X1) ^ 2) * exp(((-0.690) * X1))) ^ 2)))),5.48567520883371*X1**4*exp(-1.38*X1)*sin(1.994*X1)*cos(exp(0.083*X2)) - 0.001,0.1845076470488707,0.9663044168372202,7.898069143295288
20,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),((-0.001) + ((-60.488) * ((cos(exp((0.083 * X2))) * sin(((-1.994) * X1))) * (((((-0.549) * X1) ^ 2) * exp(((-0.690) * X1))) ^ 2)))),5.49488493870689*X1**4*exp(-1.38*X1)*sin(1.994*X1)*cos(exp(0.083*X2)) - 0.001,0.18452229886164734,0.9662992535880364,8.115577220916748
19,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),((-0.000) + (8.343 * ((sin((1.993 * X1)) * (sin(((-0.459) * X1)) ^ 2)) * (cos((0.160 * X1)) * cos(exp((0.083 * X2))))))),8.343*sin(0.459*X1)**2*sin(1.993*X1)*cos(0.16*X1)*cos(exp(0.083*X2)),0.21658477598335157,0.9535696929045671,8.900644063949585
28,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),(0.001 + ((-1.865) * ((sin((0.318 * X1)) * exp(sin((0.634 * X1)))) * (sin(((-1.994) * X1)) * cos(((-0.306) * X2)))))),1.865*exp(sin(0.634*X1))*sin(0.318*X1)*sin(1.994*X1)*cos(0.306*X2) + 0.001,0.22943221862775956,0.9478980446910822,8.472483396530151
6,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),(0.001 + (1.862 * ((cos(((-0.306) * X2)) * sin((0.319 * X1))) * (exp(sin((0.633 * X1))) * sin((1.994 * X1)))))),1.862*exp(sin(0.633*X1))*sin(0.319*X1)*sin(1.994*X1)*cos(0.306*X2) + 0.001,0.22950231087965123,0.9478661406049905,8.717865705490112
18,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),(0.002 + ((-5.220) * ((cos(((-0.161) * X1)) * cos((0.306 * X2))) * (sin(((-1.993) * X1)) * sin((sin(((-0.460) * X1)) ^ 2)))))),5.22*sin(1.993*X1)*sin(sin(0.46*X1)**2)*cos(0.161*X1)*cos(0.306*X2) + 0.002,0.2435472851989723,0.9412904390488303,9.786397457122803
15,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),(0.001 + ((-4.605) * ((cos((0.161 * X1)) * sin(((-1.993) * X1))) * (cos((0.306 * X2)) * (sin(((-0.460) * X1)) ^ 2))))),4.605*sin(0.46*X1)**2*sin(1.993*X1)*cos(0.161*X1)*cos(0.306*X2) + 0.001,0.2444219646647001,0.9408676969677452,8.209683418273926
26,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),(0.001 + ((-2.532) * (((sin((0.403 * X1)) ^ 2) * exp(cos(((-0.328) * X1)))) * (sin(((-1.991) * X1)) * cos(((-0.306) * X2)))))),2.532*exp(cos(0.328*X1))*sin(0.403*X1)**2*sin(1.991*X1)*cos(0.306*X2) + 0.001,0.2478721932567897,0.9391866767693392,9.675466537475586
3,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),(0.000 + ((-6.904) * ((sin(((-1.993) * X1)) * cos(exp((0.083 * X2)))) * (sin(exp(cos(((-0.367) * X1)))) ^ 2)))),6.904*sin(1.993*X1)*sin(exp(cos(0.367*X1)))**2*cos(exp(0.083*X2)),0.26069165084266116,0.9327338281791749,8.9479501247406
9,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),((-0.001) + ((-6.295) * (sin(((sin(((-0.411) * X1)) ^ 2) * cos(exp((0.083 * X2))))) * sin((((-1.584) * X1) - (0.388 * X1)))))),6.295*sin(1.972*X1)*sin(sin(0.411*X1)**2*cos(exp(0.083*X2))) - 0.001,0.5469850024056498,0.7038607532234089,7.9784135818481445
7,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),((-0.045) + ((-1.584) * ((((((-0.339) * X1) * ((-0.782) * X2)) * exp(((-0.339) * X1))) * sin((1.989 * X1))) - sin((1.987 * X1))))),-0.419915232*X1*X2*exp(-0.339*X1)*sin(1.989*X1) + 1.584*sin(1.987*X1) - 0.045,0.7045899405977384,0.5086201584112705,7.593962669372559
22,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),((-1.106) + (1.843 * sin((sin((2.025 * X1)) + ((0.224 * X2) + sin((sin((((-0.255) * X1) ^ 2)) ^ 2))))))),1.843*sin(0.224*X2 + sin(2.025*X1) + sin(sin(0.065025*X1**2)**2)) - 1.106,0.7667313857384902,0.4181212063416244,7.159378528594971
23,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),(0.845 + (1.539 * sin((sin((2.002 * X1)) - exp(sin((sin(((-0.331) * X1)) + (0.243 * X2)))))))),0.845 - 1.539*sin(exp(sin(0.243*X2 - sin(0.331*X1))) - sin(2.002*X1)),0.7795796505908484,0.3984578358934372,9.653498888015747
1,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),(0.005 + ((-0.934) * sin((((-0.332) * X1) + (((-1.615) * X1) - (sin((0.588 * X2)) + ((-0.258) * X2))))))),0.934*sin(1.947*X1 - 0.258*X2 + sin(0.588*X2)) + 0.005,0.8285133756776811,0.32057014361101466,6.221344709396362
11,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),((-0.006) + (0.939 * cos(((sin(sin(((-0.553) * X1))) + (((-0.422) * X2) - ((-1.746) * X1))) + (sin(((-2.026) * X2)) ^ 2))))),0.939*cos(1.746*X1 - 0.422*X2 + sin(2.026*X2)**2 - sin(sin(0.553*X1))) - 0.006,0.9069389763038213,0.1858550482066068,7.647375106811523
25,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),(0.006 + (0.980 * sin((sin((((-2.259) * X2) ^ 2)) - (((-1.995) * X1) - ((-0.315) * X2)))))),0.98*sin(1.995*X1 - 0.315*X2 + sin(5.103081*X2**2)) + 0.006,0.9724135411749375,0.06406041797630357,6.649900197982788
8,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),((-0.956) + (1.910 * (sin(((0.952 * X1) + exp(((((-0.157) * X2) * ((-0.168) * X2)) ^ 2)))) ^ 2))),1.91*sin(0.952*X1 + exp(0.000695693376*X2**4))**2 - 0.956,0.9790941024698219,0.051155421242843335,6.3766028881073
5,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),(0.003 + ((-0.975) * sin((((-1.990) * X1) + ((exp((0.235 * X2)) * (0.252 * X2)) - (0.497 * X2)))))),0.975*sin(1.99*X1 - 0.252*X2*exp(0.235*X2) + 0.497*X2) + 0.003,1.0380434819827034,-0.06653991569801887,8.037666082382202
13,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),((-0.000) + ((-0.940) * sin(((((-1.975) * X1) + (0.915 * X2)) - (((0.576 * X2) ^ 2) ^ 2))))),0.94*sin(1.975*X1 + 0.110075314176*X2**4 - 0.915*X2),1.050713690223971,-0.09273223556625854,5.601647138595581
0,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),(0.001 + ((-0.223) * (((((-2.302) * X1) / exp((((-0.232) * X1) ^ 2))) ^ 2) * (sin(((-1.993) * X1)) * cos(((-3.420) * X2)))))),1.181722492*X1**2*exp(-0.107648*X1**2)*sin(1.993*X1)*cos(3.42*X2) + 0.001,1.327291147217406,-0.7437227206610142,7.473664283752441
2,(exp(-x1) * x1 ** 3 * cos(x1) * sin(x1) * (cos(x1) * (sin(x1) ** 2) - 1) * (x2 - 5)),(0.007 + (0.906 * cos((((0.231 * X1) ^ 2) + (((((0.110 * X2) ^ 2) / (((-0.150) * X1) / ((-0.573) * X1))) ^ 2) + (1.364 * X1)))))),0.906*cos(0.053361*X1**2 + 1.364*X1 + 0.002136473284*X2**4) + 0.007,,,6.160587310791016
