Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
2,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.039) + (0.021 * (exp(sin((1.482 * X1))) * exp(exp((cos(((0.295 * X1) ^ 2)) * sin((0.627 * X2)))))))),0.021*exp(exp(sin(0.627*X2)*cos(0.087025*X1**2)) + sin(1.482*X1)) - 0.039,0.017353094758932253,0.9927365424555225,9.550540208816528
26,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.039) + (0.021 * (exp(exp((sin((0.627 * X2)) * cos((((-0.295) * X1) ^ 2))))) * exp(sin((1.480 * X1)))))),0.021*exp(exp(sin(0.627*X2)*cos(0.087025*X1**2)) + sin(1.48*X1)) - 0.039,0.017453541656859268,0.9926510489218485,6.9139134883880615
15,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.017) + (0.305 * exp(((cos(((0.434 * X1) ^ 2)) - exp((cos(((-0.626) * X2)) ^ 2))) + sin((1.445 * X1)))))),0.305*exp(-exp(cos(0.626*X2)**2) + sin(1.445*X1) + cos(0.188356*X1**2)) - 0.017,0.021068482516206636,0.989291573454404,5.909926652908325
21,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.013) + (0.147 * exp((sin(((((-1.127) * X1) * (0.121 * X1)) - cos(((-1.256) * X2)))) + sin((1.391 * X1)))))),0.147*exp(sin(1.391*X1) - sin(0.136367*X1**2 + cos(1.256*X2))) - 0.013,0.022546743668556912,0.9877431623605173,6.01053524017334
20,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),(0.014 + (0.134 * exp(((cos(((-0.835) * X1)) * (1.229 * X1)) - cos((1.250 * X2)))))),0.134*exp(1.229*X1*cos(0.835*X1) - cos(1.25*X2)) + 0.014,0.022727352114923428,0.9875443219593206,4.843542098999023
8,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.059) + (0.155 * exp(((cos(((-1.249) * X2)) * sin(cos(exp(cos((0.325 * X1)))))) - sin(((-1.448) * X1)))))),0.155*exp(sin(1.448*X1) + sin(cos(exp(cos(0.325*X1))))*cos(1.249*X2)) - 0.059,0.025006521119935145,0.984920777890426,6.49348258972168
23,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.013) + (0.027 * (exp(exp(sin((0.627 * X2)))) * exp((cos((0.856 * X1)) * (1.058 * X1)))))),0.027*exp(1.058*X1*cos(0.856*X1) + exp(sin(0.627*X2))) - 0.013,0.026318531904214026,0.9832899327708047,6.904958009719849
1,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),(0.010 + (0.354 * (exp(sin((1.354 * X1))) * (sin((0.697 * X2)) * (sin((0.516 * X2)) * cos((0.494 * X1))))))),0.354*exp(sin(1.354*X1))*sin(0.516*X2)*sin(0.697*X2)*cos(0.494*X1) + 0.01,0.03995867218489708,0.9614844026508563,6.7849555015563965
7,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.085) + (0.022 * (exp(exp(sin(exp(cos((0.454 * X2)))))) * exp(sin((1.475 * X1)))))),0.022*exp(exp(sin(exp(cos(0.454*X2)))) + sin(1.475*X1)) - 0.085,0.04307219293823542,0.955254478974906,6.86826753616333
5,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.073) + (0.022 * exp((sin((1.483 * X1)) + exp(sin(exp(cos(((0.356 * X2) + ((0.191 * X2) ^ 2)))))))))),0.022*exp(exp(sin(exp(cos(X2*(0.036481*X2 + 0.356))))) + sin(1.483*X1)) - 0.073,0.043146062121977524,0.9551031904176152,5.8400468826293945
25,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.081) + (0.231 * (exp(sin((1.481 * X1))) / (cos((0.981 * X2)) - (((-0.323) * X2) - cos(sin((0.848 * X2)))))))),-0.081 + 0.231*exp(sin(1.481*X1))/(0.323*X2 + cos(0.981*X2) + cos(sin(0.848*X2))),0.04379796093275901,0.9537338015701647,5.955932855606079
3,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.091) + (0.022 * (exp(sin((1.474 * X1))) * exp(exp(cos(cos((0.628 * X2)))))))),0.022*exp(exp(cos(cos(0.628*X2))) + sin(1.474*X1)) - 0.091,0.04426433666816303,0.9527437564163158,5.853320360183716
22,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.091) + (0.022 * (exp(sin((1.474 * X1))) * exp(exp(cos(cos((0.628 * X2)))))))),0.022*exp(exp(cos(cos(0.628*X2))) + sin(1.474*X1)) - 0.091,0.044279082787993106,0.9527112733087818,5.467884063720703
9,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.057) + (0.123 * exp((sin(((sin((0.828 * X2)) * (((-0.217) * X1) + (0.608 * X2))) ^ 2)) + sin((1.420 * X1)))))),0.123*exp(sin(1.42*X1) + sin(0.369664*(0.356907894736842*X1 - X2)**2*sin(0.828*X2)**2)) - 0.057,0.044819960762911136,0.9515508606001347,7.284294366836548
0,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),((-0.085) + (0.098 * (exp(sin((1.475 * X1))) * (exp(cos(cos(cos(((-1.276) * X2))))) - cos((1.248 * X2)))))),0.098*(exp(cos(cos(cos(1.276*X2)))) - cos(1.248*X2))*exp(sin(1.475*X1)) - 0.085,0.04647449746962324,0.9479068042973721,6.2208638191223145
