Numero_iteracion,Funcion,Original,Simplificado,RMSE,R2,tiempo
20,6 * sin(x1) * cos(x2),(0.000 + (3.000 * ((cos((1.001 * X2)) * sin((1.001 * X1))) + (cos((0.999 * X2)) * sin((0.999 * X1)))))),3.0*sin(0.999*X1)*cos(0.999*X2) + 3.0*sin(1.001*X1)*cos(1.001*X2),6.378374478127014e-05,0.9999999997171392,12.435075998306274
25,6 * sin(x1) * cos(x2),((-0.000) + (3.000 * ((sin((0.998 * X1)) * cos(((-1.002) * X2))) - (sin(((-1.002) * X1)) * cos((0.998 * X2)))))),3.0*sin(0.998*X1)*cos(1.002*X2) + 3.0*sin(1.002*X1)*cos(0.998*X2),0.00011318067422248936,0.9999999987353397,11.685577869415283
16,6 * sin(x1) * cos(x2),(0.000 + ((-3.000) * ((sin(((-1.000) * X1)) * cos(((-1.000) * X2))) + (sin(((-1.000) * X1)) * cos(((-1.000) * X2)))))),6.0*sin(1.0*X1)*cos(1.0*X2),0.00011590416704616197,0.9999999986622795,10.630075216293335
24,6 * sin(x1) * cos(x2),((-0.000) + ((-8.434) * ((cos((1.000 * X2)) * sin((((2.528 * X1) / (0.177 * X1)) ^ 2))) * sin((1.000 * X1))))),-1.79211794861256*sin(1.0*X1)*cos(1.0*X2),0.00013099487380076517,0.9999999982295495,13.458879470825195
11,6 * sin(x1) * cos(x2),(0.000 + (6.000 * ((cos((1.000 * X2)) * sin((1.000 * X1))) * cos(((0.017 * X2) ^ 2))))),6.0*sin(1.0*X1)*cos(1.0*X2)*cos(0.000289*X2**2),0.00015507368826980756,0.9999999974682204,9.801136493682861
8,6 * sin(x1) * cos(x2),((-0.000) + (18.533 * ((sin((1.000 * X1)) * cos((((3.142 * X1) / ((-0.315) * X1)) ^ 2))) * cos((1.000 * X2))))),9.40963321780227*sin(1.0*X1)*cos(1.0*X2),0.0002024353129390592,0.9999999956734291,9.735620737075806
1,6 * sin(x1) * cos(x2),((-0.000) + (57.664 * ((sin((1.000 * X1)) * cos((((-2.660) * X2) / ((-0.046) * X2)))) * cos((1.000 * X2))))),16.6756622800212*sin(1.0*X1)*cos(1.0*X2),0.0002138550776648724,0.9999999951252357,12.089755535125732
6,6 * sin(x1) * cos(x2),(0.000 + ((-6.000) * (cos(((-1.000) * X2)) * (cos((0.002 * X2)) * sin(((-1.000) * X1)))))),6.0*sin(1.0*X1)*cos(0.002*X2)*cos(1.0*X2),0.00025565017523887355,0.9999999928589418,13.185099363327026
4,6 * sin(x1) * cos(x2),((-0.000) + (6.000 * ((sin((1.000 * X1)) * cos((1.000 * X2))) / cos((((-0.024) * X2) ^ 2))))),6.0*sin(1.0*X1)*cos(1.0*X2)/cos(0.000576*X2**2),0.0005860886661358239,0.9999999622499579,8.731124877929688
18,6 * sin(x1) * cos(x2),((-0.000) + (11.105 * (cos((1.000 * X2)) * (cos(cos((((0.193 * X1) / (0.869 * X1)) * (0.008 * X2)))) * sin((1.000 * X1)))))),11.105*sin(1.0*X1)*cos(1.0*X2)*cos(cos(0.00177675489067894*X2)),0.0006215612115826301,0.9999999574097344,16.119731426239014
10,6 * sin(x1) * cos(x2),(0.000 + (6.000 * (cos((1.000 * X2)) * (cos(((0.079 * X2) - (0.076 * X2))) * sin((1.000 * X1)))))),6.0*sin(1.0*X1)*cos(0.003*X2)*cos(1.0*X2),0.0006840428461409536,0.9999999480670138,10.427402257919312
