Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
25,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",((-0.423) + (1.405 * (((((-0.659) * X1) - (-1.923)) ^ 2) * (((((0.318 * X2) - 0.701) ^ 2) + (-1.083)) ^ 2)))),6.0938506468678*(0.34269370774831*X1 - 1)**2*(0.4537405355494*(0.453637660485021*X2 - 1)**2 - 1)**2 - 0.423,1.0630128654839017,,3.858682632446289
13,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",((-0.423) + (0.167 * (((((-0.392) * X1) - (-1.142)) * ((((2.174 * X2) + 1.562) - ((0.703 * X2) ^ 2)) - (-1.333))) ^ 2))),1.8253485917127*(0.343257443082312*X1 - 1)**2*(-0.170711226252159*X2**2 + 0.750949913644214*X2 + 1)**2 - 0.423,1.0636774878242035,,3.6818361282348633
7,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",((-0.423) + (46.640 * (((((-0.183) * X1) - (-0.533)) * (((((-0.252) * X2) - (-0.554)) ^ 2) + (-0.678))) ^ 2))),6.09077206973664*(0.343339587242026*X1 - 1)**2*(0.452678466076696*(0.454873646209386*X2 - 1)**2 - 1)**2 - 0.423,1.0639668978763175,,3.7508726119995117
3,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",((-0.530) + (2.317 * ((1.268 - ((((0.520 * X2) - 1.230) * 0.606) ^ 2)) * ((1.358 - (0.461 * X1)) ^ 2)))),(5.418072688784 - 2.37400180537731*(0.422764227642277*X2 - 1)**2)*(0.339469808541974*X1 - 1)**2 - 0.53,1.2259554702426674,,3.9097671508789062
26,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",((-0.529) + ((-1.038) * (((((-0.288) * X2) ^ 2) - ((0.392 * X2) + 0.590)) * (((0.755 * X1) - 2.225) ^ 2)))),(0.339325842696629*X1 - 1)**2*(-0.42622837632*X2**2 + 2.01438951*X2 + 3.0318617625) - 0.529,1.2259558435378064,,3.804691791534424
19,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.257 + (2.114 * ((1.866 - (0.434 * X1)) * ((1.506 - ((((-0.193) * X2) ^ 2) ^ 2)) * (0.718 - (0.434 * X1)))))),-2.114*(0.434*X1 - 1.866)*(0.434*X1 - 0.718)*(0.001387488001*X2**4 - 1.506) + 0.257,1.3672790855283985,,3.7001209259033203
17,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",((-0.009) + (8.924 * (((((-0.859) + (((0.007 * X1) * ((-0.039) * X1)) * ((((-0.448) * X2) ^ 2) ^ 2))) - ((-0.293) * X1)) ^ 2) ^ 2))),4.85883573531676*(1.28021095496717e-5*X1**2*X2**4 - 0.341094295692666*X1 + 1)**4 - 0.009,1.3729785788697006,,3.6036527156829834
21,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",((-0.029) + (4.121 * (((((-0.358) * X1) + (((((2.061 * X2) * ((-0.287) * X1)) * (((-0.039) * X2) ^ 2)) ^ 2) + 1.059)) ^ 2) ^ 2))),5.18306260908068*(7.64332356591623e-7*X1**2*X2**6 - 0.338054768649669*X1 + 1)**4 - 0.029,1.3932077138157917,,3.7697267532348633
28,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",((-0.041) + (6.379 * (((0.553 + (((((((-0.091) * X2) ^ 2) ^ 2) * (0.693 * X1)) - (0.318 * X1)) + 0.395)) ^ 2) ^ 2))),5.15211978307047*(5.0129164528481e-5*X1*X2**4 - 0.335443037974684*X1 + 1)**4 - 0.041,1.4230059773121575,,3.7507550716400146
1,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(5.204 + ((-3.226) * (((0.688 - (((0.083 * X2) / 1.718) * (1.106 * X1))) ^ 2) - ((((-0.427) * X1) ^ 2) - (1.106 * X1))))),0.588193354*X1**2 - 3.567956*X1 - 1.527007744*(0.0776643338657715*X1*X2 - 1)**2 + 5.204,1.4866870014072173,,3.8678910732269287
4,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.258 + (5.279 * (((1.566 - (0.266 * X2)) * (0.493 - (0.329 * X1))) * ((1.580 - (0.122 * X2)) - (0.318 * X1))))),-5.279*(0.329*X1 - 0.493)*(0.266*X2 - 1.566)*(0.318*X1 + 0.122*X2 - 1.58) + 0.258,1.4921139277490234,,3.6722373962402344
8,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(2.176 + (0.410 * ((((1.781 * X2) ^ 2) / ((0.690 + (((-0.493) * X2) ^ 2)) ^ 2)) - ((6.375 * X1) - (((-1.049) * X1) ^ 2))))),0.45116441*X1**2 - 2.61375*X1 + 2.73157742070994*X2**2/(0.352244927536232*X2**2 + 1)**2 + 2.176,1.5509733684431481,,3.908085823059082
15,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(2.910 + (9.901 * (((0.653 * (0.122 * X2)) - ((0.122 * X2) ^ 2)) - ((0.278 * X1) - (((-0.218) * X1) ^ 2))))),0.470535124*X1**2 - 2.752478*X1 - 0.147366484*X2**2 + 0.788773066*X2 + 2.91,1.577142232063028,,3.8460693359375
29,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.002 + (0.611 * (((((-0.554) * X1) - (-1.689)) ^ 2) ^ 2))),4.97232845044685*(0.328004736530491*X1 - 1)**4 + 0.002,1.6845824577247304,,3.172534227371216
16,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.002 + (1.283 * ((((-1.403) - ((-0.460) * X1)) ^ 2) ^ 2))),4.97115541081352*(0.327868852459016*X1 - 1)**4 + 0.002,1.6845996264742578,,3.213383436203003
23,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.002 + (5.484 * ((((0.320 * X1) + (-0.976)) ^ 2) ^ 2))),4.97618728019558*(0.327868852459016*X1 - 1)**4 + 0.002,1.6846113954520263,,3.2381744384765625
14,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.002 + (0.343 * (((((-0.640) * X1) + 1.951) ^ 2) ^ 2))),4.96962018047074*(0.328036904151717*X1 - 1)**4 + 0.002,1.6846267584038237,,3.2803289890289307
22,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.002 + (0.303 * ((((-2.013) + (0.660 * X1)) ^ 2) ^ 2))),4.97528230218198*(0.327868852459016*X1 - 1)**4 + 0.002,1.6846721753733227,,3.166489601135254
27,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.002 + (1.625 * ((((0.434 * X1) + (-1.323)) ^ 2) ^ 2))),4.97843386339162*(0.328042328042328*X1 - 1)**4 + 0.002,1.6846748376858987,,3.12978196144104
20,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.002 + (0.064 * (((2.966 + ((-0.973) * X1)) ^ 2) ^ 2))),4.95295703605351*(0.328051247471342*X1 - 1)**4 + 0.002,1.684684754970293,,3.324897050857544
10,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.002 + (0.177 * ((((0.755 * X1) - 2.302) ^ 2) ^ 2))),4.97043665695003*(0.327975673327541*X1 - 1)**4 + 0.002,1.6846897345197742,,3.0966882705688477
5,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.002 + (2.212 * (((1.225 + ((-0.402) * X1)) ^ 2) ^ 2))),4.9811483640625*(0.328163265306122*X1 - 1)**4 + 0.002,1.6846900229356017,,3.144007921218872
11,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.002 + (3.701 * (((1.077 - (0.353 * X1)) ^ 2) ^ 2))),4.97945598993674*(0.327762302692665*X1 - 1)**4 + 0.002,1.6846965265779337,,3.251410484313965
6,((x1 - 3) ** 4 + (x2 - 3) ** 3 - (x2 - 3)) / ((x2 - 2) ** 4 + 10),"add,sub,mul,square,constant,variable,div",(0.002 + (0.491 * (((((-0.585) * X1) - (-1.785)) ^ 2) ^ 2))),4.98464660755687*(0.327731092436975*X1 - 1)**4 + 0.002,1.6847069917504474,,3.406846046447754
