Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
7,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),"add,sub,mul,square,exp,constant,variable,div",((-0.001) + (0.111 * exp(((((1.135 * X2) - exp((((-0.315) * X2) ^ 2))) - ((-1.994) * X1)) - (((-0.998) * X1) ^ 2))))),0.111*exp(-0.996004*X1**2 + 1.994*X1 + 1.135*X2 - exp(0.099225*X2**2)) - 0.001,0.029444310252910805,,3.9509048461914062
16,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),"add,sub,mul,square,exp,constant,variable,div",(0.001 + (6.520 * ((((-0.271) - (0.693 * X1)) ^ 2) / exp((((1.670 + ((-0.664) * X2)) ^ 2) + exp((0.707 * X1))))))),3.13122348*(X1 + 0.391053391053391)**2*exp(-2.7889*(1 - 0.397604790419162*X2)**2 - exp(0.707*X1)) + 0.001,0.034275856244241114,,4.278275012969971
4,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),"add,sub,mul,square,exp,constant,variable,div",(0.001 + (0.067 * (exp(((((-1.864) * X2) ^ 2) / exp((0.835 * X2)))) / (((-3.442) * X1) + exp(exp((0.433 * X1))))))),(0.003442*X1 - 0.067*exp(3.474496*X2**2*exp(-0.835*X2)) - 0.001*exp(exp(0.433*X1)))/(3.442*X1 - exp(exp(0.433*X1))),0.04080625891507584,,3.704505681991577
29,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),"add,sub,mul,square,exp,constant,variable,div",((-0.040) + (1.676 * (exp(((-0.230) * X1)) / (((1.689 * X1) ^ 2) + (((-6.462) * X1) - (exp(((0.293 * X2) ^ 2)) / ((-0.133) * X2))))))),-0.04 + 1.676*exp(-0.23*X1)/(2.852721*X1**2 - 6.462*X1 + 7.5187969924812*exp(0.085849*X2**2)/X2),0.050154693417928185,,4.465590000152588
20,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),"add,sub,mul,square,exp,constant,variable,div",((-0.023) + (10.104 * ((exp(((-2.329) * X1)) * ((0.417 * X1) * (2.096 * X1))) / exp(((1.697 - (0.686 * X2)) ^ 2))))),8.831219328*X1**2*exp(-2.329*X1 - 2.879809*(0.404242781378904*X2 - 1)**2) - 0.023,0.0717371796776461,,4.202532529830933
8,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),"add,sub,mul,square,exp,constant,variable,div",((-0.041) + ((-0.281) * (((((-4.231) * X1) ^ 2) * exp(((-2.292) * X1))) * ((((0.321 * X2) ^ 2) ^ 2) + ((-0.818) * X2))))),(X1**2*X2*(4.114771036738 - 0.0534087606379705*X2**3) - 0.041*exp(2.292*X1))*exp(-2.292*X1),0.08660564193490843,,3.723998546600342
27,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),"add,sub,mul,square,exp,constant,variable,div",((-0.051) + ((-7.220) * (((((((-0.099) * X2) ^ 2) * (0.778 * X2)) + ((-0.148) * X2)) * (2.076 * X1)) * (exp(((-2.262) * X1)) * (2.076 * X1))))),(X1**2*X2*(4.60525424256 - 0.237269481991724*X2**2) - 0.051*exp(2.262*X1))*exp(-2.262*X1),0.08787363913086915,,4.44867467880249
12,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),"add,sub,mul,square,exp,constant,variable,div",((-0.051) + ((-0.103) * (((((0.330 * X2) ^ 2) - 2.125) * (2.649 * X2)) * (exp(((-2.261) * X1)) * (((-2.819) * X1) ^ 2))))),(-2.168249898567*X1**2*X2*(0.1089*X2**2 - 2.125) - 0.051*exp(2.261*X1))*exp(-2.261*X1),0.08787771230620046,,4.005975008010864
6,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),"add,sub,mul,square,exp,constant,variable,div",((-0.051) + (0.207 * ((((3.020 * X1) * (((-0.196) * X2) ^ 2)) + ((-2.263) * X1)) * ((((-3.324) * X1) * (2.962 * X2)) * exp(((-2.261) * X1)))))),(-2.038057416*X1**2*X2*(0.11601632*X2**2 - 2.263) - 0.051*exp(2.261*X1))*exp(-2.261*X1),0.08788451615356396,,4.062676668167114
22,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),"add,sub,mul,square,exp,constant,variable,div",((-0.082) + (0.039 * exp(((10.309 * X1) / exp((exp(((0.104 * exp((0.938 * X2))) - (1.264 * X2))) + (1.059 * X1))))))),0.039*exp(10.309*X1*exp(-1.059*X1 - exp(-1.264*X2 + 0.104*exp(0.938*X2)))) - 0.082,0.09149551048854357,,4.326906204223633
21,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),"add,sub,mul,square,exp,constant,variable,div",((-0.008) + (0.505 * (((((((0.406 * X2) ^ 2) ^ 2) - (2.173 * X2)) - (-0.604)) * ((-0.743) * X1)) / exp((((-0.751) * X1) ^ 2))))),(-0.375215*X1*(0.027170906896*X2**4 - 2.173*X2 + 0.604) - 0.008*exp(0.564001*X1**2))*exp(-0.564001*X1**2),0.09620084948472016,,4.224828481674194
0,exp(-((x0 + 1) ** 2)) / (1.2 + (x1 - 2.5) ** 2),"add,sub,mul,square,exp,constant,variable,div",((-0.031) + ((-1.054) * ((exp((((0.248 * X1) ^ 2) / (-0.115))) * (1.272 * X1)) * (((-0.777) * X2) + (((-0.401) * X2) ^ 2))))),(-1.340688*X1*X2*(0.160801*X2 - 0.777) - 0.031*exp(0.534817391304348*X1**2))*exp(-0.534817391304348*X1**2),0.09897269737308997,,4.076295375823975
