Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
11,(x1 - 3) * (x2 - 3) + 2 * sin((x1 - 4) * (x2 - 4)),"add,sub,mul,square,exp,cos,sin,constant,variable,div",(0.473 + (11.284 * ((((-0.281) * X2) + cos(exp(((-0.550) * X1)))) * (sin((0.801 * X1)) - ((0.112 * X1) + (-0.184)))))),-11.284*(0.281*X2 - cos(exp(-0.55*X1)))*(-0.112*X1 + sin(0.801*X1) + 0.184) + 0.473,0.7816048315090416,,5.356620788574219
14,(x1 - 3) * (x2 - 3) + 2 * sin((x1 - 4) * (x2 - 4)),"add,sub,mul,square,exp,cos,sin,constant,variable,div",((-2.292) + (6.231 * (((((-0.558) * X2) + exp((cos((-0.501)) ^ 2))) * sin((0.802 * X1))) + (((-0.306) * X1) * ((-0.105) * X2))))),0.20020203*X1*X2 + (13.4482095169521 - 3.476898*X2)*sin(0.802*X1) - 2.292,0.8825364477014417,,5.374334096908569
21,(x1 - 3) * (x2 - 3) + 2 * sin((x1 - 4) * (x2 - 4)),"add,sub,mul,square,exp,cos,sin,constant,variable,div",(0.101 + ((-1.827) * (((0.086 * X1) + cos((0.513 * X1))) * ((exp((0.158 * X2)) + (2.757 * X1)) * ((-1.088) - ((-0.314) * X2)))))),-1.827*(0.086*X1 + cos(0.513*X1))*(2.757*X1 + exp(0.158*X2))*(0.314*X2 - 1.088) + 0.101,0.8909707218823453,,5.1239635944366455
20,(x1 - 3) * (x2 - 3) + 2 * sin((x1 - 4) * (x2 - 4)),"add,sub,mul,square,exp,cos,sin,constant,variable,div",((-0.033) + ((-2.048) * (sin((0.359 + (0.756 * X1))) * (((0.278 * X2) - cos(0.329)) * (3.866 + (0.771 * X1)))))),-2.048*(0.771*X1 + 3.866)*(0.278*X2 - 0.946365913481642)*sin(0.756*X1 + 0.359) - 0.033,0.9527595076348669,,4.858993768692017
0,(x1 - 3) * (x2 - 3) + 2 * sin((x1 - 4) * (x2 - 4)),"add,sub,mul,square,exp,cos,sin,constant,variable,div",((-0.029) + (2.563 * ((((-1.493) / ((-0.810) * X1)) + (0.707 * X1)) * (((0.435 * X2) + (-1.480)) * sin(((-0.844) * X1)))))),(-0.029*X1 - 2.563*(0.707*X1**2 + 1.84320987654321)*(0.435*X2 - 1.48)*sin(0.844*X1))/X1,0.9528902881230026,,4.917855739593506
15,(x1 - 3) * (x2 - 3) + 2 * sin((x1 - 4) * (x2 - 4)),"add,sub,mul,square,exp,cos,sin,constant,variable,div",((-0.033) + ((-6.036) * (sin((((-0.757) * X1) + (-0.355))) * ((((-0.790) * X1) + (-3.974)) * ((0.092 * X2) + (-0.313)))))),-6.036*(0.79*X1 + 3.974)*(0.092*X2 - 0.313)*sin(0.757*X1 + 0.355) - 0.033,0.954289972803004,,4.750645875930786
9,(x1 - 3) * (x2 - 3) + 2 * sin((x1 - 4) * (x2 - 4)),"add,sub,mul,square,exp,cos,sin,constant,variable,div",((-0.112) + (18.207 * (sin(((0.052 * X2) - ((-0.817) * X1))) * ((4.202 - sin((0.774 * X1))) * (0.170 - (0.049 * X2)))))),(0.892143*X2 - 3.09519)*(sin(0.774*X1) - 4.202)*sin(0.817*X1 + 0.052*X2) - 0.112,0.9619170093092145,,4.760992050170898
19,(x1 - 3) * (x2 - 3) + 2 * sin((x1 - 4) * (x2 - 4)),"add,sub,mul,square,exp,cos,sin,constant,variable,div",((-0.148) + ((-1.745) * ((((0.219 * X1) ^ 2) + 2.512) * ((2.242 - (0.652 * X2)) * sin((((-0.064) * X2) - (0.816 * X1))))))),-1.745*(0.047961*X1**2 + 2.512)*(0.652*X2 - 2.242)*sin(0.816*X1 + 0.064*X2) - 0.148,0.9635244309517702,,4.965008497238159
12,(x1 - 3) * (x2 - 3) + 2 * sin((x1 - 4) * (x2 - 4)),"add,sub,mul,square,exp,cos,sin,constant,variable,div",(0.449 + (7.203 * (((0.424 * X2) - (1.260 + sin((0.048 * X1)))) * (sin(((-0.800) * X1)) - (0.243 + ((-0.131) * X1)))))),7.203*(-0.131*X1 + sin(0.8*X1) + 0.243)*(-0.424*X2 + sin(0.048*X1) + 1.26) + 0.449,0.9800132527444396,,5.036929607391357
25,(x1 - 3) * (x2 - 3) + 2 * sin((x1 - 4) * (x2 - 4)),"add,sub,mul,square,exp,cos,sin,constant,variable,div",(0.124 + (27.328 * ((cos(((-1.461) + (0.318 * X1))) * cos(((-0.428) * X1))) * (((-0.241) * X2) - (((-0.008) * X1) + (-0.787)))))),(0.218624*X1 - 6.586048*X2 + 21.507136)*cos(0.428*X1)*cos(0.318*X1 - 1.461) + 0.124,0.9829669925668975,,5.320868968963623
