Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
16,-rho_c_0*q*A_vec/m,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-1.626) * (((((-0.539) * X2) * ((-1.270) * X3)) * ((-4.126) * X1)) / ((-4.596) * X4)))),-0.999222560548303*X1*X2*X3/X4,5.005803342397494e-05,,32.25479006767273
12,-rho_c_0*q*A_vec/m,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.048 * ((((-0.934) * X1) * ((-1.060) * (1.088 * X3))) * ((((-1.851) * X2) / ((-0.452) * X4)) / (-0.214))))),-0.989411798289637*X1*X2*X3/X4,5.0096646454717423e-05,,36.446316719055176
6,-rho_c_0*q*A_vec/m,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-0.135) * ((((-4.525) * X2) * (((-0.664) * X1) / (0.442 * X4))) * (1.092 * X3)))),-1.00212247058824*X1*X2*X3/X4,5.0170547005798556e-05,,30.82062554359436
29,-rho_c_0*q*A_vec/m,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (0.337 * (((-0.725) * X2) * (((2.393 * X3) / (1.119 * X4)) * (1.917 * X1))))),-1.00161918036193*X1*X2*X3/X4,5.020715532214831e-05,,32.4947190284729
11,-rho_c_0*q*A_vec/m,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.462 * (((0.860 * X1) * ((4.679 * X3) / (1.066 * X4))) * ((-0.573) * X2)))),-0.999288499474672*X1*X2*X3/X4,5.0218915731592666e-05,,31.922051429748535
4,-rho_c_0*q*A_vec/m,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-0.349) * ((((-1.578) * X1) * (((-0.558) * X3) * ((-1.785) * X2))) / ((-0.549) * X4)))),-0.999154159672131*X1*X2*X3/X4,5.0226236879548254e-05,,30.993963479995728
20,-rho_c_0*q*A_vec/m,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-33.809) * ((((-0.465) * X2) / ((-1.366) * X2)) * ((((-0.465) * X2) / (0.837 * X4)) * (((-1.643) * X1) * (0.095 * X3)))))),-0.997983227885554*X1*X2*X3/X4,5.0228565080099474e-05,,35.93238854408264
8,-rho_c_0*q*A_vec/m,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-0.000) * ((((2.191 * X1) * ((-0.103) * X2)) / (((-0.015) * X4) / (1.750 * X3))) / ((((-0.015) * X4) / (-0.879)) / (2.514 * X4))))),0,5.023008058711175e-05,,41.73074507713318
10,-rho_c_0*q*A_vec/m,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-0.747) * ((((1.490 * X3) * (0.590 * X2)) * (1.352 * X1)) / (0.888 * X4)))),-0.999821813513514*X1*X2*X3/X4,5.023725258267641e-05,,30.770102500915527
1,-rho_c_0*q*A_vec/m,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (2.742 * (((((-0.515) * X1) * (1.120 * X3)) * ((-2.552) * X2)) / (((-1.938) * X4) * 2.081)))),-1.00080051297081*X1*X2*X3/X4,5.023797720226481e-05,,31.723822355270386
22,-rho_c_0*q*A_vec/m,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-1.187) * ((((1.443 * X1) * (0.841 * X3)) / ((-2.350) * X4)) * ((-1.632) * X2)))),-1.00038077727319*X1*X2*X3/X4,5.026657239241373e-05,,30.686035633087158
