Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
17,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(2.007 + ((-0.721) * (log(((0.884 * X4) - (0.164 * X1))) / ((((-1.559) * X6) / (6.153 * X2)) / ((0.153 * X3) / sin(((-0.182) * X5))))))),-0.435379017960231*X2*X3*log(-0.164*X1 + 0.884*X4)/(X6*sin(0.182*X5)) + 2.007,0.4421636494830422,,102.62631273269653
1,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(2.033 + ((-0.301) * (((sin(((-0.177) * X2)) / ((-0.065) * X6)) / ((1.167 * X5) / (3.602 * X3))) * log(((0.886 * X4) - (0.161 * X1)))))),-14.2930854920572*X3*log(-0.161*X1 + 0.886*X4)*sin(0.177*X2)/(X5*X6) + 2.033,0.4431890022307076,,94.67106890678406
3,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(1.959 + ((-0.020) * (cos(((0.274 * X1) - (1.338 * X4))) / (((0.490 * X5) / (1.772 * X2)) * (sin(((-0.150) * X6)) / (3.544 * X3)))))),0.256325224489796*X2*X3*cos(0.274*X1 - 1.338*X4)/(X5*sin(0.15*X6)) + 1.959,0.445610255028459,,99.09141373634338
9,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(1.963 + (1.043 * (cos(((1.351 * X4) + ((-0.282) * X1))) / ((sin(((-0.156) * X6)) * ((-0.665) * X5)) / ((0.540 * X3) * (0.318 * X2)))))),0.269329263157895*X2*X3*cos(0.282*X1 - 1.351*X4)/(X5*sin(0.156*X6)) + 1.963,0.4459960955834354,,91.06661438941956
2,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(2.250 + ((-0.371) * ((((0.707 * X2) / ((-0.123) * X6)) * ((0.407 * X1) * (2.950 * X3))) * (((0.434 * X1) + ((-0.680) * X4)) / (2.385 * X5))))),(1.0735351129178*X1*X2*X3*(0.434*X1 - 0.68*X4) + 2.25*X5*X6)/(X5*X6),0.48653835644902854,,58.44954872131348
0,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(2.250 + (1.901 * ((((3.142 * X1) * (0.475 * X2)) / (1.443 * X6)) * ((((-0.442) * X1) - ((-0.694) * X4)) / ((0.714 * X5) / ((-0.381) * X3)))))),(1.04916148706884*X1*X2*X3*(0.442*X1 - 0.694*X4) + 2.25*X5*X6)/(X5*X6),0.48653852342906995,,60.083232402801514
18,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(2.250 + (47.823 * (((0.591 * X1) * (((-0.074) * X4) - ((-0.047) * X1))) / ((((-2.393) * X6) * ((-1.192) * X5)) / ((1.443 * X3) * (0.693 * X2)))))),(9.908431448761*X1*X2*X3*(0.047*X1 - 0.074*X4) + 2.25*X5*X6)/(X5*X6),0.48654532650368887,,62.10677886009216
5,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(1.896 + ((-3.759) * ((cos((0.965 * X4)) / (1.414 * X6)) / ((log((0.069 * X1)) / (6.283 * X2)) / (((-0.447) * X3) / ((-1.840) * X5)))))),(-4.05769758125269*X2*X3*cos(0.965*X4) + 1.896*X5*X6*(log(X1) - 2.67364877438488))/(X5*X6*(log(X1) - 2.67364877438488)),0.4971610853068943,,104.64102721214294
25,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(1.893 + ((-6.419) * ((cos((0.964 * X4)) / (1.414 * X5)) / (((2.227 * X6) / (sqrt((0.274 * X1)) * ((-0.481) * X3))) / (2.849 * X2))))),1.46221271541274*sqrt(X1)*X2*X3*cos(0.964*X4)/(X5*X6) + 1.893,0.49739700983923635,,81.22150182723999
8,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(1.894 + ((-6.761) * ((cos((0.964 * X4)) / ((-0.297) * X5)) / ((3.399 * X6) / ((sqrt((0.132 * X1)) * (0.900 * X3)) * (0.667 * X2)))))),1.46069193371135*sqrt(X1)*X2*X3*cos(0.964*X4)/(X5*X6) + 1.894,0.4974060790844976,,81.31264233589172
21,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(1.896 + (0.477 * (((((-1.933) * X2) / ((-0.763) * X5)) * (sqrt((1.121 * X1)) / ((-0.763) * X6))) * (((-0.871) * X3) * cos((0.965 * X4)))))),1.46056913381581*sqrt(X1)*X2*X3*cos(0.965*X4)/(X5*X6) + 1.896,0.49741808460261555,,84.35450601577759
28,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(1.904 + (0.564 * ((cos((0.968 * X4)) / ((0.220 * X6) / ((-1.755) * X2))) / ((3.353 * X5) / (cos(((-0.733) * X1)) + ((-1.563) * X3)))))),(1.3418377030068*X2*(1.563*X3 - cos(0.733*X1))*cos(0.968*X4) + 1.904*X5*X6)/(X5*X6),0.5089549214001012,,98.11534261703491
6,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(2.157 + ((-2.322) * ((sin(((0.676 * X3) * (sqrt((0.432 * X1)) + ((-0.621) * X4)))) / ((1.772 * X5) / ((-1.116) * X2))) / (0.313 * X6)))),4.67216697077002*X2*sin(0.444312538648191*sqrt(X1)*X3 - 0.419796*X3*X4)/(X5*X6) + 2.157,0.5105115224428917,,71.49889397621155
7,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(1.909 + ((-0.103) * ((((1.308 * X3) / (0.707 * X6)) * ((0.892 * X2) / ((0.017 * X1) - (0.107 * X5)))) * cos((0.977 * X4))))),(0.032453*X1*X6 - 0.169977097595474*X2*X3*cos(0.977*X4) - 0.204263*X5*X6)/(X6*(0.017*X1 - 0.107*X5)),0.5149909224573225,,83.58595895767212
15,n_0*(1+p_d*Ef*cos(theta)/(kb*T)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(2.004 + ((-3.684) * ((cos(((-0.993) * X4)) * ((0.885 * X3) / (1.094 * X6))) * ((((-0.650) * X2) + ((-0.167) * X1)) / (1.181 * X5))))),(2.52345562818979*X3*(0.167*X1 + 0.65*X2)*cos(0.993*X4) + 2.004*X5*X6)/(X5*X6),0.5261988762150904,,76.4533863067627
