Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
23,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.040) + ((-0.721) * ((((((((-1.494) * X8) / (0.759 * X7)) / (0.707 * X6)) - (1.545 * X2)) * (1.772 * X1)) / (3.142 * X3)) / (0.693 * X4)))),0.90654225257026*X1*X2/(X3*X4) + 1.63361222492625*X1*X8/(X3*X4*X6*X7) - 0.04,0.250167777097259,,201.10621428489685
14,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.034 + ((-7.063) * ((3.055 * X1) * (((((-0.233) * X2) + ((-0.100) * X8)) / ((-0.147) * X4)) / ((6.356 * X3) * (((-1.046) * X6) + ((-1.976) * X7))))))),(23.0940019179478*X1*(0.233*X2 + 0.1*X8) + 0.034*X3*X4*(1.046*X6 + 1.976*X7))/(X3*X4*(1.046*X6 + 1.976*X7)),0.25305195356322796,,202.68871402740479
21,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.034 + ((-73.753) * (((0.172 * X1) / (3.382 * X4)) / (((1.992 * X3) * (((-0.389) * X6) + ((-0.735) * X7))) / ((0.455 * X8) + (1.071 * X2)))))),(1.88297780121076*X1*(1.071*X2 + 0.455*X8) + 0.034*X3*X4*(0.389*X6 + 0.735*X7))/(X3*X4*(0.389*X6 + 0.735*X7)),0.2530638390537085,,219.34680557250977
11,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.034 + ((-8.136) * (((((-1.018) * X2) - (0.432 * X8)) / ((2.303 * X3) / (4.549 * X1))) / (((1.233 * X6) - ((-2.334) * X7)) * (2.564 * X4))))),(6.26779693853842*X1*(1.018*X2 + 0.432*X8) + 0.034*X3*X4*(1.233*X6 + 2.334*X7))/(X3*X4*(1.233*X6 + 2.334*X7)),0.25306552043522523,,242.72645139694214
19,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.034 + ((-10.744) * ((((1.414 * X1) / (((0.428 * X6) + (0.811 * X7)) * (2.718 * X4))) / (6.283 * X3)) * (((-1.059) * X8) + ((-2.493) * X2))))),(0.889608445040795*X1*(2.493*X2 + 1.059*X8) + 0.034*X3*X4*(0.428*X6 + 0.811*X7))/(X3*X4*(0.428*X6 + 0.811*X7)),0.25306718830429076,,214.4737093448639
17,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.115 + ((-0.479) * ((((-1.213) * X1) / ((0.147 * X8) + ((-1.412) * X4))) / (((-0.275) * X3) * (((0.529 * X7) / (1.091 * X2)) - ((-0.107) * X6)))))),2.11282545454545*X1/(X3*(1.412*X4 - 0.147*X8)*(0.107*X6 + 0.484876260311641*X7/X2)) + 0.115,0.27913767588738175,,218.2686333656311
15,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.151) + ((-0.406) * (((3.260 * X1) / ((0.149 * X6) + (0.904 * X3))) / (((-0.645) * X4) / (((0.272 * X8) / (0.500 * X7)) - ((-0.485) * X2)))))),(2.05203100775194*X1*(0.485*X2*X7 + 0.544*X8) - 0.151*X4*X7*(0.904*X3 + 0.149*X6))/(X4*X7*(0.904*X3 + 0.149*X6)),0.2807477951930033,,224.38765597343445
26,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.070) + (5.134 * ((((0.434 * X1) / (1.150 * X3)) * (((-0.282) * X5) - (0.668 * X2))) / ((((-1.099) * X4) - ((-0.313) * X8)) - (0.505 * X7))))),(1.93752695652174*X1*(0.668*X2 + 0.282*X5) - 0.07*X3*(1.099*X4 + 0.505*X7 - 0.313*X8))/(X3*(1.099*X4 + 0.505*X7 - 0.313*X8)),0.2863446043283292,,225.3565435409546
18,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.002 + ((-16.434) * (((0.488 * X1) / ((2.767 * X3) * (1.855 * X4))) / (((-0.077) * X6) + (sin(((-0.445) * X7)) / (0.881 * X2)))))),1.56246404242531*X1/(X3*X4*(0.077*X6 + 1.13507377979569*sin(0.445*X7)/X2)) + 0.002,0.29420837902997177,,270.2603681087494
7,mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.157 + (13.001 * (((0.486 * X1) / (((-1.122) * X4) / (((-1.298) * X2) / ((-1.743) * X3)))) / (((0.318 * X6) / ((-0.290) * X8)) - (1.204 * X7))))),4.19370112382302*X1*X2/(X3*X4*(1.09655172413793*X6/X8 + 1.204*X7)) + 0.157,0.2967876802870065,,232.6600775718689
