Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
27,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-11.716) * (((((-1.924) * X1) * (0.024 * X2)) / ((1.737 * X4) / (1.707 * X3))) / ((0.485 * X4) / (0.905 * X4))))),0.992056063063298*X1*X2*X3/X4,4.93933905980206e-05,,33.76574373245239
7,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.056 * (((-2.562) * X3) * ((2.392 * X2) * ((1.207 * X1) / (((-0.562) - 0.222) * (((-2.126) * X4) * (-0.249)))))))),0.99806063765882*X1*X2*X3/X4,4.9402609322441026e-05,,26.660739183425903
13,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.134 * (((((-0.680) * X1) / (0.137 * X4)) * (0.619 * X3)) * ((-2.431) * X2)))),1.00084944291971*X1*X2*X3/X4,4.945374694287701e-05,,26.46853280067444
8,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-5.969) * (((0.022 * X4) / ((-1.292) * X4)) * (((2.533 * X1) / (0.619 * X4)) * ((1.740 * X3) * (1.397 * X2)))))),1.01100182888275*X1*X2*X3/X4,4.9574922423792924e-05,,31.118780612945557
19,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (30.357 * ((((0.707 * X2) * ((-0.281) * X1)) * ((-0.216) * X3)) / (1.302 * X4)))),1.00052363264516*X1*X2*X3/X4,4.958510840718347e-05,,26.747984409332275
15,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (4.146 * (((((-0.232) * X2) * ((-2.525) * X3)) * (2.888 * X1)) / (7.020 * X4)))),0.999168518290598*X1*X2*X3/X4,4.958531451206952e-05,,26.247801780700684
22,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.828 * (((1.155 * X3) * ((0.940 * X2) * ((-3.375) * X1))) / ((-3.033) * X4)))),1.00032596439169*X1*X2*X3/X4,4.960583318425356e-05,,26.37070941925049
5,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.472 * (((-3.492) * X2) * ((((-0.356) * X1) * ((-3.037) * X3)) / (((-0.396) * X4) / sqrt(0.050)))))),1.00623829105564*X1*X2*X3/X4,4.9614306994106056e-05,,29.128862142562866
11,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-1.365) * ((((-0.635) * X1) / ((-0.814) * X4)) * (((0.752 * X3) / (1.459 * X4)) * ((1.358 * X4) * ((-1.341) * X2)))))),0.999477606884996*X1*X2*X3/X4,4.961469164224285e-05,,31.31645393371582
26,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-5.339) * ((((1.931 * X2) / ((-0.241) * X4)) * (-0.389)) * (((-0.060) * X3) * (1.000 * X1))))),0.998449269958506*X1*X2*X3/X4,4.9633504787862786e-05,,27.881611585617065
18,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (73.307 * (((((-0.103) * X1) * ((-0.556) * X3)) * ((-0.196) * X2)) / ((-0.828) * X4)))),0.993763857603865*X1*X2*X3/X4,4.963448614459437e-05,,27.09443950653076
3,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.128 * (((2.926 * X1) * ((1.230 * X3) * (1.794 * X2))) / (0.824 * X4)))),1.00296234873786*X1*X2*X3/X4,4.963534401325273e-05,,26.1371009349823
17,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-0.084) * ((((1.586 * X1) * 1.443) / (0.523 * X4)) * ((1.252 * X3) * ((-2.174) * X2))))),1.00048591717923*X1*X2*X3/X4,4.9638984793510114e-05,,27.87729287147522
16,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.001 * ((((-0.192) * X4) / ((-0.022) * X4)) * ((((-0.505) * X2) / ((-0.022) * X4)) * ((2.597 * X3) * (1.288 * X1)))))),0.670092963966942*X1*X2*X3/X4,4.9644391643623674e-05,,29.622984647750854
2,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-0.035) * ((((2.694 * X3) * (1.916 * X1)) / ((-0.581) * X4)) * (3.180 * X2)))),0.988808356626506*X1*X2*X3/X4,4.964709392614864e-05,,26.250807285308838
0,Y*A*x/d,"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.098 * ((2.608 * X2) * (((2.260 * X1) / (0.991 * X4)) * (1.714 * X3))))),0.999031690978809*X1*X2*X3/X4,4.9657974485662414e-05,,26.521889209747314
