Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
3,Y/(2*(1+sigma)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + ((-0.396) * (((0.693 + sin(0.678)) * ((-0.999) * X1)) / ((0.678 * (1.540 * X2)) + 1.043)))),0.522290888622387*X1/(1.04412*X2 + 1.043),2.218193839994595e-05,,30.123576641082764
29,Y/(2*(1+sigma)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (0.296 * (((1.750 * X1) / ((0.633 * X2) - (-0.633))) / (((0.001 * (-0.233)) / (2.721 * X2)) - (-1.634))))),0.818325434439179*X1*X2/((X2 + 1)*(1.634*X2 - 8.5630282984197e-5)),2.2204530307783742e-05,,31.574139833450317
16,Y/(2*(1+sigma)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.341 * ((0.827 * X1) / ((0.564 * X2) + sin(cos((-0.928))))))),0.282007*X1/(0.564*X2 + 0.564176915326238),2.2204613097540262e-05,,40.21544170379639
18,Y/(2*(1+sigma)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.327 * ((1.157 * X1) / (sqrt(0.574) + (0.757 * X2))))),0.378339*X1/(0.757*X2 + 0.757627876995032),2.2204623365169304e-05,,25.17320418357849
22,Y/(2*(1+sigma)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.615 * ((1.087 * X1) / ((1.337 * X2) - (-1.337))))),0.500003739715782*X1/(X2 + 1),2.2227089988248518e-05,,37.281147956848145
27,Y/(2*(1+sigma)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (0.144 * ((((-0.312) * X1) / ((-0.359) + ((-0.355) * X2))) + (((-0.899) * X1) / ((-0.347) + ((-0.348) * X2)))))),X1*(0.061591824*X2 + 0.06206472)/((0.348*X2 + 0.347)*(0.355*X2 + 0.359)),2.2249534934443617e-05,,33.35840153694153
2,Y/(2*(1+sigma)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.140 * ((((1.443 * X1) * 6.283) - (1.772 * X1)) / (((2.046 * X2) - (-2.046)) - (0.001 * (-0.071)))))),1.02121166*X1/(2.046*X2 + 2.046071),2.2249546018286777e-05,,29.463022470474243
20,Y/(2*(1+sigma)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + ((-4.224) * ((((0.278 * X1) - (0.448 * X1)) - sin(((-0.007) * X1))) / (((0.281 * X1) / (0.204 * X1)) - ((-1.382) * X2))))),(0.71808*X1 - 4.224*sin(0.007*X1))/(1.382*X2 + 1.37745098039216),2.2249677061786132e-05,,38.054487228393555
17,Y/(2*(1+sigma)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",(0.000 + (0.575 * ((0.654 * X1) / (cos((-0.721)) + (0.751 * X2))))),0.37605*X1/(0.751*X2 + 0.751145968675988),2.2272019102482135e-05,,33.73401689529419
21,Y/(2*(1+sigma)),"add,sub,mul,div,sqrt,constant,log,cos,sin,variable",((-0.000) + (0.477 * ((((-2.770) / 0.650) * (2.303 * X1)) / (((-3.434) / 0.650) * (1.772 + (1.772 * X2)))))),0.500066863893267*X1/(X2 + 1),2.2272022935310206e-05,,35.201371908187866
