v0,resultado
2.784856085563984,0.008257360935319386
2.0527895710559667,0.048513603068631984
1.1154417543164525,0.2141574714126204
2.9934247170444754,0.004520040606176099
2.5112163627766684,0.017042546205416315
2.2783056026145623,0.02976932605345011
1.1497855543459996,0.20598705670492254
2.4672684677255807,0.019012751770431578
1.5854522854366297,0.11352093520744493
1.8102179930712063,0.07750730225440346
1.997210872417799,0.054292772303210675
2.1027936704518733,0.04372614187695646
1.191622517262739,0.1961411658575648
1.415518839292656,0.14649187315610468
2.069785778758323,0.04684340174141148
2.985617313242906,0.004626780987455835
2.0249298859541347,0.05134903914202762
2.4572126990435077,0.019489378436539872
2.7176666681365464,0.009933974862463092
2.950968431263864,0.0051279676167880935
1.46810055328409,0.13579645748271377
1.986194228386993,0.0554972233259937
2.405121204832528,0.022120676089458172
2.3654176711611123,0.024317989041888727
2.796430637834941,0.007994906006380262
1.2933522260182901,0.17285217604595815
1.4732203852526629,0.13477781314449985
1.5057138388900133,0.12841017895510407
2.5535252591756024,0.015310993827074446
2.6393080277893493,0.01225388847314484
2.863273747894736,0.006617042170645651
2.149647475053524,0.03958002660176848
1.8329394763542952,0.07436483511393471
1.6648641213254936,0.09977627948331413
2.381327054400355,0.023416888100916414
2.9641573373738535,0.0049317918745918855
1.9383892016344115,0.06095527492314702
2.8685424698881317,0.00651787755782255
1.7585193106917691,0.08499748456840445
2.7888438209742348,0.008166103088128497
1.0643764751396876,0.2264146619198218
2.431734843748341,0.020741770604290607
1.1418751836298549,0.2078625987073925
1.6545080072911025,0.10150604696146381
1.0651571621377867,0.22622653302197349
2.2792185863585406,0.029707456163476254
2.885604770238156,0.006205644621976132
1.8612832986893835,0.07057168394553211
1.7452515891854452,0.08699626537423755
2.639797295026801,0.012238073444395444
2.4626903323896583,0.019228526068413538
1.0108455697322436,0.23934651676845647
1.166619082368822,0.20200989959652144
2.8063220601677363,0.007776411562901627
2.5951537611725293,0.013755038917584995
2.1242171010093545,0.041790439767148926
2.1391653502442587,0.04047977828984311
1.188362155314262,0.1969036336341621
2.123486893909371,0.04185530082815987
1.8455773583751116,0.07265620914411658
2.826833169985158,0.007339890030645437
1.2032062685834513,0.19343936097815254
1.762663780733194,0.08437953904403138
2.2998745186364027,0.028335214083616576
1.1849200708037362,0.1977095350051937
2.1436727328551033,0.040090939172562935
2.7399777660732054,0.00934720778882332
1.7010180644299338,0.09388639786175011
2.846571406762579,0.006940212258701555
2.4325038374497203,0.020703013847559834
2.497345538974778,0.017644945620516213
1.8571968867766655,0.07110990284642485
1.7909465246519118,0.08024400207320344
2.719647019335305,0.009880635098196035
1.2089805892262813,0.19209685793051892
2.387770445272702,0.02305984737276777
1.999920485095894,0.05399955319829343
1.7458674864049495,0.08690278722864551
1.875352469174779,0.0687408271214875
2.7890805938309278,0.008160712377545844
1.7082640699642206,0.09273386085682708
1.5377888960071964,0.12229295067741498
1.1383189437800236,0.2087070798105455
1.8384274448479487,0.07361943186498421
2.492297894387665,0.017868552935655646
2.988837091787313,0.004582492963228017
2.8939504609879227,0.006057772210435682
1.6939467097728227,0.09502015414571222
1.6788857409178672,0.09746448743785308
1.3850585403290705,0.1528753931492776
1.5605808864588997,0.11805025152415209
2.6731369509689014,0.011200810776723058
2.720113282675551,0.009868112612446524
2.401471535395392,0.02231555520497882
1.9751007584243778,0.05673011751488214
1.019592635002118,0.23723048405120692
2.402377732670417,0.022267035599167952
1.5291116526811945,0.12393106983257025
1.1379155532310203,0.20880292042802642
2.6328894270258942,0.012462989075697407
