v0,v1,v2,v3,v4,v5,v6,v7,resultado
1.4044977467446915,2.454881835863766,1.1535977484088427,2.580441461550598,2.83024443924843,2.0279668084338023,1.2440288072780932,2.313320270331297,2.1425142465958698
2.9154588777200123,1.1053924775935864,2.8677687266036553,1.8600808415891354,1.0476133182606115,1.0746496658503768,2.295203300479974,2.0949451817962164,0.8160364205741524
1.0168532131858332,1.272635332823438,2.221112743993332,1.4756255897325785,2.81118344053314,2.6456526189809098,1.1556385550468977,1.4722195223214907,0.7582444173736649
1.5294707357985542,2.6291065939871032,2.8732544750229834,2.8854550092565514,2.3870879320170104,2.0418066229923797,1.170933385616052,1.564631010030068,0.7311455724662794
2.2291829864565713,1.783926524698909,2.449745434437993,1.969762229986588,1.3261202231365918,2.544593580806854,1.74436656296383,1.353609571879611,0.9312161457292513
1.4322066945034988,1.4435050815202577,1.662171779806697,1.7395520925777033,1.6623079676602412,2.4245526837487588,2.1001682247889604,1.8959973531433252,0.8609904544144857
1.9937118833362089,1.2208100735262555,1.0710272711830495,1.5367969255456198,2.616766537077907,2.9242294520279724,2.409026267916767,2.249007622557599,1.89880127497825
2.2444167937250277,2.136447258706906,2.3833835845907645,1.1650066134835941,2.4014018980096488,2.690415741712357,2.412470982419118,2.175238655858406,1.9965800395044047
1.0920749566606274,1.2868525685006749,2.326504718697109,2.9554275319498897,2.961943067793751,1.4453490088120415,2.071125526617771,2.397983522787885,0.3863443921332068
2.0892583695899316,1.267193569524152,1.1276089234014697,1.1442799657571414,1.9856147936374275,2.0910911820799467,2.9784888884396894,2.7443965564938697,2.5274837768642797
2.3116845604636493,1.9534813862161355,2.8333409443563093,1.250362824607541,2.1762373210537094,2.3105295281322844,1.8967949543205571,1.3593211616263914,1.5068892587460085
2.760484488509792,2.0837385853622195,2.1013296009858844,1.1155205987718166,2.1818590233672768,1.1575138222042245,1.862577258715932,1.9723783349935435,3.715946911959974
1.3752129786559888,2.106618894479247,1.3624975893527242,1.5486143257825429,2.0669259300452723,2.5788129188273894,1.991551476965982,1.8769496684988687,1.6202299266780753
2.6023244051737957,1.6887503955062015,2.7391233069090823,1.2349192472715924,2.3968476495124005,1.4258575332052466,2.2046213735313103,1.3291011655942155,1.6528456587206122
1.6367686994435393,2.671871055015246,2.358492452891896,1.2339820153072751,1.4594235250600232,1.1492019008566374,2.692966602869448,1.2266527619901983,1.6234617634670419
1.1243496722966237,1.380902801763567,1.9045892360106682,1.4208636178150407,2.58631487152479,2.814102331646448,2.407879331920368,1.3759563088838027,0.6643543366362893
2.5154944400625476,1.068412660888335,1.9169278230960778,1.0833793053207457,1.6460989765931135,2.0296369383236748,2.927018922020678,2.6854080380793697,1.6020417439739894
1.830110910205746,2.2533287299860394,1.2733078498288102,2.5814189309470477,2.0091789645361815,1.1345809773546842,2.5230480199816965,1.2025731512483355,1.4408778650002287
1.0964860401371976,2.908123048689869,1.0876019402583261,1.3977757232580446,2.190999810916801,1.5022305411314192,1.4070159652965706,2.8519164738105354,3.61297602277173
1.8563349586455098,1.5134764384110488,2.2966333726716206,2.0180512007056772,1.7100465066593609,1.547827781352533,1.5524326007198652,2.3847586484776206,1.0440505843902257
1.1179088462467983,2.2286374758542387,2.752491841674353,1.314556040549555,2.8704460793327033,1.0750546278645274,2.1273557808399985,1.152085921874653,0.8985608586627877
2.282593842801356,2.783837912726456,2.601598278320491,1.4317363648675239,2.807417007898915,1.5199659075462357,2.2227284982248596,2.7300955673661136,2.3314273894117985
2.0836530864742104,2.4319390758528563,1.2102289462262266,1.2453077879053442,2.3799759312369497,2.083356993710624,2.6420075470483955,2.1919455511372794,3.858245662941327
1.4568958695700895,2.879084143284313,1.6789263177392455,1.4595079346610627,1.9391867063356392,1.4584973758056239,1.8073481135105747,2.6466233554398886,2.3522583022686048
2.6225625825085084,2.6295373391893255,2.1901486593538944,1.2519143375409232,2.6389121248043326,1.3387417041774123,2.3813323909557176,2.3317261718662916,3.2903627846067374
1.722472004068049,2.702015651467895,2.023466656408805,2.9619483557061765,1.473275945892139,1.6431430724057499,1.562967353756921,1.2983475099649007,0.9134999570567471
1.0088916063274296,2.8971285920077294,2.3987223414084653,2.4796028297481527,1.809542198036364,1.4947760763352542,2.8465765676610486,2.7022547503996277,0.559895705318334
2.4009182397737123,2.6902619672095476,1.0725735666591192,1.18366840040089,1.8028251696428397,1.7579067179224261,1.8122776487846788,2.3719669119923497,6.488295905512112
