v0,v1,v2,v3,v4,v5,resultado
2.8069214038005468,1.5307236857041397,1.0028780743557093,2.2429673627776863,2.477210760859237,1.272932034776584,-0.7833125292126069
2.7732422275806963,1.3554755119157127,1.4648694578843913,2.952600505443619,2.4694256102273915,2.503944199017621,-5.709086705776343
1.2514344300923765,2.5771070122043325,2.2955693113103157,2.6075154883101748,2.4175213286934216,1.927468320802934,0.40300805526740524
1.0651718049530843,2.5351861286430086,1.8685359373931907,1.4363918558382258,1.2883308378757987,2.718491437073798,1.1707001433062836
2.633129494047325,2.9407895332462193,2.825823983314865,1.2141283062105426,1.1112305814182042,2.3441823406430533,2.921317321112198
2.0589500701782106,1.6738345024712984,1.7170596695267601,2.41486166793963,2.1051217273043594,2.998565076584252,-1.3206311558406791
1.6665988110395766,1.9755154156242298,2.093259878356455,1.5235282448713556,2.602908660869398,2.8939614861264573,1.81004381155812
2.7587227141611965,1.729755404094263,1.450336403616489,1.9857888348530808,1.6476293289801964,2.89002627355766,0.647577029450858
1.459171686699014,2.286739159985089,2.133400156291146,1.863348423795557,2.1936215980693143,2.9999101862922757,0.891525297266864
1.1617503305246606,2.982022943438661,2.8218057004769284,1.642326895801481,2.8591380525846777,1.086291697388058,1.1311040645375574
1.8419502700235806,2.919665374758123,1.136236675723636,1.1224213692491292,2.7357666632522757,2.012769788828285,3.167328939155249
2.2832488657601955,2.2759389637222993,2.9533519558537344,2.0248453909842907,1.6212284068016984,2.6656768485827467,1.639367858160698
1.9858025721413215,2.6958949708971516,2.0182440399870156,1.2974157744264945,2.151928540817914,2.3749109049841683,2.489394807734501
1.9194255826106008,2.5756482140163977,2.276188758850243,2.494369346021816,2.0630496602128012,2.049269317922323,0.8151993556815257
1.5323436479846948,2.708962704077684,1.5703089643954713,2.906398095242089,1.3069988564907886,2.959419745315243,0.17738641764344965
1.2516910954439784,2.5566860391727766,2.9603557798476814,1.0873656317288682,1.545708754155424,1.2672478179261784,1.4022648833735318
1.6448425719291613,1.5013339997555886,2.598513733852556,1.3944063699588793,2.410760046786571,2.7093846507494384,2.128086162339591
2.8727735269872783,2.7093841212123024,2.670788688083283,2.548062637438826,2.3099163706874988,1.8082231469677617,1.4981645243314565
2.765659950811748,2.904532522846168,2.6898533706237764,2.9778432946704436,2.364020700368889,1.1117005376080702,1.8477834340244268
1.1569788321278645,1.0930205640494401,2.643624675776837,1.785692892060638,2.9005209751727348,1.0083770288078864,0.9072447060448228
1.3756204310657185,2.2261415203390182,1.387703231063869,1.4706345964882759,1.91456362168126,2.680799592644845,1.604158633834435
1.67353898951651,1.3467925129291032,2.3573187046006208,1.3597592606229267,2.594192039582241,2.597213685507617,2.417511546385268
2.682191135406357,1.4166347040779168,1.1426188624851288,1.500558831770723,2.7983778507411152,1.826763616229996,3.276662631543035
1.9936718005600753,2.224603451418952,2.943172636753928,2.56642119757717,1.9416078679573485,2.8170463478030676,0.5961645644498746
1.9883723471100976,1.7092464788501098,1.2271973308729864,2.6512161973698265,1.0554783839789237,2.9536806763085,-0.6186017266830858
2.9638484156630853,1.4652246211821178,1.0086933916184297,2.6176964502659215,1.405455086100077,1.8045224578776362,-1.43995472282045
2.019886960523442,2.658718073020065,2.276958020101389,2.7151801278355743,2.2246034594423474,2.302820144292691,0.4636667061559592
2.5630422415906917,1.0007680612779604,2.865517987740633,1.3516193450319884,1.1176690784920584,1.2493337959237427,2.8343880537674893
2.015633452832172,2.1308446293223238,2.0995856348441224,2.4027894159640075,1.6385655553535814,2.3359566544667762,0.7407784370281891
2.952218021248811,1.2024618221930798,1.1156770231376747,2.1797381648147605,1.11122407917814,1.5347939250100278,0.8054444111008443
2.0379717810028657,1.8816625058268328,2.2365748854061795,1.777425969400018,1.9896752412161054,2.550482288930418,1.5338037689736534
2.681912879610288,2.2935744902266952,2.004470923428515,2.441459924004479,2.89539669593083,2.5643180963966317,-0.6304301223224429
1.381182557141271,2.0580266629391906,2.9209332632333016,2.8610070144831488,1.8608920835554807,2.6631057088887466,0.28706680424541076
1.963514867861075,2.523659419127436,2.403712632928362,1.5137773493845272,2.3814202297417544,1.6015072258434355,2.033865809813542
1.9411801598483132,1.1220204602240142,2.0828959653350196,1.4534489475017944,1.8527609655565789,2.0823795286318973,2.3163716405344843
1.4032791058835015,1.3155909388394607,1.2564041040453886,2.566605239764537,1.959144051712902,1.5288485697723013,-0.730697794076035
2.317946951436239,2.4231120594686937,1.8101778753648086,1.018695279141788,1.8269194035133893,1.158080250499442,2.9043462672009492
1.6788452518752808,2.032822095805723,1.0386230733805561,2.167608156331287,2.644028013653122,1.1411828318686272,0.33044961984808546
2.7523225468942076,1.8374520503135017,1.4612274423788192,1.3994731929854258,2.771971492267081,2.282618136780094,3.8581233553257106
2.1850069730328854,2.094683519220447,2.910685848556829,1.5355178160190772,2.741974054819182,2.1432613194533596,2.2592913865972455
1.5834230987955262,1.3885130255055502,2.9936238692322164,1.9049230983087146,1.7533451103868256,2.0886847382054468,1.125923993144864
1.6904345937805492,2.125589836137153,2.3392683036696362,1.97648818324466,2.4987831163294247,2.48473000979212,0.8573986202563413
