v0,v1,v2,v3,v4,v5,resultado
1.8719706358409904,1.4340487719566426,2.2204250972044184,2.1084435252726936,2.0835109219424996,1.5861319003012637,0.01593104195599897
1.4609756192949703,1.632870794515943,1.280073313119238,1.2040608959553605,1.2991922090044141,2.3731020740529463,0.32633645806146433
1.8829912210471635,2.405377309355628,2.6442744016389828,1.8178985063848476,2.5715849546689715,2.563613301487477,0.01904469324880004
1.194626112071774,1.472382432135397,1.383630518185528,2.376616293586184,1.396381270058044,1.814401788066819,0.2901935582001596
2.794223853888664,2.7598184695023384,2.7216704208265847,2.720307914148755,2.1677376908414576,1.014823014464749,0.005573410036888989
1.209341785066094,1.9351539366673776,2.4567723628422344,1.188915535555831,2.492000139530096,2.6559856107962014,0.03130102770390482
1.8648162069896892,1.7224995664604315,2.3408016920012016,1.421636139423981,2.617287178551649,2.0349979351754097,0.0190181179768223
1.6198927106188832,1.405301293096823,1.3419109869113794,1.7800003963080602,2.562018330932008,2.1859891474152615,0.3245881532863981
1.7209684283516766,1.5094304469568243,1.0614253341772928,2.048346942632115,2.4604970266170345,1.0637766508568567,0.5293121688984023
1.9989308739431164,2.3995538736478244,1.5491339786718394,1.0545329722657686,1.6247207822573588,2.245505603926956,0.13971104410607174
1.917559068714955,2.9189106387941792,1.7610941929262602,2.7664056924694713,1.605886072444324,2.8732084762557886,0.19715834831964751
2.069256226704976,1.3193067074004943,1.007323076701428,1.53745027462454,1.995627690805468,2.1545559468214917,0.7965562963600084
1.233073940784339,2.001282883266371,1.2198139217590929,1.8967806673228926,1.1132170093077682,2.110335389442448,0.6658917765623719
1.9398589542726934,2.650238446706857,2.031157264311741,1.4953785367991443,1.9019370205597763,2.1727741438716808,0.049594283990803144
2.90072860841331,2.744473189781118,1.3566760068288535,2.0448305156645867,2.8293180180849413,1.7623391243242292,0.30234950802920235
2.1586185663636845,2.3018844765349193,2.7824994717129066,1.255012350292116,2.3922790712039426,1.0874023050550632,0.004483708539347547
2.531895568890877,2.7208065876500696,1.6273264351676398,2.23920682751649,2.6408251106574125,2.242523438183821,0.17454214729611117
2.061190897786816,1.1138434943406865,1.9346549568637554,2.339149691671947,2.909524576699967,2.5568924033421636,0.045435586646915174
2.401986025411342,1.1825582609914804,1.951101079840046,1.0665515787071302,1.864754202193225,2.898931396109545,0.025886950894560813
1.4768818087491218,2.2331581250260575,1.1437871155382855,1.9834451521257876,2.1603923524486497,2.2072880206228964,1.193717157105227
1.6673797661562477,2.6782846268713163,2.688564997980275,2.484379992825523,2.2333078751804445,1.543258439125577,0.01407336374820162
2.482073205065083,1.1385528339795876,2.1968045257404833,1.8482924466815263,1.9545737331965811,1.1768226889292637,0.006775939816363673
2.067808234239073,2.2714509750780727,2.080113435984793,1.6600376318196828,1.7415268702115145,2.914332479770798,0.047216826939200915
2.261030272343074,1.597095478130692,1.7980628888215466,1.8589111265605482,1.3934266173716405,2.789005466785162,0.05813593444811765
2.5090380764630624,2.7628889767239597,2.4802349580741687,2.8404659637179965,2.4694231274613347,1.914106679923222,0.02017891298327747
1.2661722933346862,1.334044686638589,2.207309881408771,1.8273910360388048,2.2082833631591616,2.5746906388990274,0.03542618190249188
2.4754421034780605,1.0339404795163876,1.1076434244839148,1.1889447001052182,2.583584245958664,1.8015187070430272,0.30642696500374667
2.8029424824205282,1.1697783225684588,2.1427102411157084,2.2083784566296343,2.220744106130439,1.4864016073337594,0.010268904298896847
2.8949171150158723,1.5750245503831632,2.632142911900803,2.3139946639528097,1.5747573263680712,2.770528858610322,0.007972264352851088
2.1056695784743287,1.8738361927758085,2.0407645388931073,2.997826073335921,2.297453361978963,2.327707896878644,0.0527662846463753
2.5646069609703535,1.2138242173784626,1.8702040416151573,2.3343511120621097,1.9674984603671455,1.9295185217615531,0.029091360978109694
2.1589008601704176,2.44993552286906,1.1073011199756113,2.060228537636476,2.90940625530147,1.73009117832219,1.00376608172164
1.8889488829328174,2.0569807046843653,1.817488401572362,1.1545249327476015,1.9645443734848491,1.073928586724839,0.03207901794196417
1.96521619331777,1.6730282822165443,1.7821362312504971,1.2785320410121248,1.7632214064779463,2.555655752880668,0.06292974132658177
2.237758173389513,2.794676048536272,1.3107559902601966,1.6952746274304482,2.0963044502380015,1.714097298201818,0.35610394282886787
2.476452846196139,2.1121532738221487,1.4177717950775435,1.1144711677427162,2.3238319776342395,2.8426425158470563,0.2604082026009137
2.1149865257976765,2.7699578381222723,2.6368628895544903,1.1635790705030091,2.5364789833664996,2.47912278069776,0.016968373929805023
1.923355567082869,1.9633475308020838,2.2771347136162925,1.2943835050726094,2.4938206452335447,2.9799355658162225,0.033325485739899144
2.4804181955209286,2.1387606796046192,2.6097079760690365,1.7133362052457939,1.82464303639892,2.746423330502261,0.011689924064033269
2.4044942049487794,1.6475728567394108,2.425599072665845,1.152061644632847,1.549036210348764,1.5332079398962217,0.005766388800077012
2.1743034072561964,1.6435729148753269,1.1204128081856701,1.003210207697158,2.118748486263766,1.0088484712338543,0.24172438504817736
2.6958576646396795,1.596074027087348,1.6362975468894552,2.389171807359736,2.7146355116526575,2.7898567812982753,0.12156217943532382
2.270078204345881,1.0104951415421954,1.329005712107585,1.3885945191826239,2.5204015048967676,1.2960891265899739,0.09559536126396692
2.1677014070657936,1.4222839685511088,2.9050503449884757,2.9117704815946848,1.2203350157781003,2.9179970601478455,0.006974460565237664
2.424905708304636,1.441806811884875,2.0796682082577522,1.196669517610658,2.9889601280110565,2.1884394193572154,0.025709367495327116
2.248717628211984,2.611355456123446,2.4342260957967623,2.6720722040510427,1.1300626077200984,1.9920376329164526,0.018746249109943706
1.1374577642973138,1.515534110738307,1.7386576645267322,1.8336531094902644,1.0823026478341133,2.496130197896943,0.10640530218717285
2.7918162281856764,2.2647387994975903,1.7085929363644743,2.212427677697543,1.6244024581910783,2.177602068398217,0.07949267869820521
1.8994310810037212,1.2981839409421028,1.6227668812395915,2.3845709825615753,1.1013777033157315,2.9192523729654862,0.11117695611141477
