v0,v1,v2,v3,v4,v5,v6,v7,v8,resultado
1.8531094196436468,1.0106073998974066,1.8145268331015671,3.6326477533478263,1.2979440697255196,3.986089943607228,1.4369342449948737,3.1109570383988596,1.9254380284173271,0.25446003352787394
1.148807529909948,1.596340104204614,1.1825754543589337,3.888053265580781,1.938279566101217,3.355046683013085,1.4989984768918803,3.4077583875740185,1.1063367219892863,0.17290102595060802
1.1139741310184514,1.2836963167847815,1.771454740277473,3.4273551917572203,1.1697192782490118,3.101352419329773,1.825880603242376,3.125567229282652,1.527143085470776,0.27301087893898907
1.1852404773308978,1.226813782515474,1.4110371842708718,3.425427696040102,1.2361391907400727,3.171527514835703,1.4270403490216022,3.4815306189322768,1.9819304360915553,0.20344489716251066
1.9097175038485745,1.6793205102908528,1.7883097742896972,3.642143766424439,1.2025346246102218,3.2181708430842177,1.095005645933751,3.0767446694719247,1.118592537283873,0.40123170983101014
1.5166703852880943,1.9684930238934486,1.0926386978705207,3.6280724771750275,1.0357558256571675,3.4282783765282248,1.6537205140757871,3.646324358136787,1.6532657331287002,0.23567866388725475
1.0335377101569598,1.123561649751621,1.5116968683717178,3.3455560967623477,1.6865645134826974,3.90465469797834,1.2942545758399824,3.0354542854729063,1.8775777490281453,0.16094513688216672
1.5039281545046046,1.9847535747339409,1.8365782261080594,3.784924686857332,1.9018478067206748,3.8677698248475156,1.1385888057065956,3.3771586708827463,1.4470575334591351,0.37242962066241947
1.4002592407014827,1.669198417897657,1.2569571683130762,3.587419674072793,1.9360531130063157,3.104558039904214,1.2840375374828055,3.5985018026116067,1.37563358806121,0.2675085548381829
1.0418700922361994,1.0967925364161966,1.8177693402880668,3.0431714697495047,1.6904969390828246,3.202308174152499,1.0099576439736013,3.1965634826951526,1.6522171799607213,0.2302584954678634
1.2217946430761792,1.3487490178836006,1.243867645117567,3.826896109760816,1.1146886070801956,3.585719153464047,1.4033602793922473,3.4958268102591203,1.2391849137905893,0.1190947367685682
1.3201555940782101,1.2207950880932779,1.4392097357842606,3.2669204771491303,1.5143640914493584,3.9230882371011484,1.3430309448445445,3.050761931538981,1.309540667231384,0.18177798002350895
1.9946031485353166,1.667912705358826,1.6065616726983385,3.8446930911015365,1.380289992138739,3.7846840034380627,1.2672974897126836,3.497244160646881,1.1213620948617766,0.2960204499469782
1.9281281600034856,1.2611824058905354,1.748543366162738,3.626933133454246,1.3568704266214244,3.260014474431881,1.292026901901679,3.403789579165589,1.3146630742801106,0.3175337329695213
1.821798963442446,1.9862777272348833,1.6550354917533132,3.1492145585110025,1.284419510959214,3.377155201753374,1.7336300127979434,3.613771222007604,1.493154235006652,0.5609876824712305
1.6783901530316363,1.737902780503595,1.5674780536942514,3.5626090245749347,1.5508502122111563,3.0977176038997474,1.0981734255422624,3.1125535037249246,1.8167244100827866,0.47016634715604494
1.0949735429855072,1.1257120234654616,1.065529271255502,3.1263950020379063,1.386412705688846,3.482383395250255,1.4261759428087335,3.4658543947017124,1.2877375424798414,0.10945237373651924
1.5392169959628217,1.8005922034590933,1.98815060564577,3.3355923817481328,1.7623085589412044,3.808539259424628,1.6081965300607428,3.8861629552775385,1.4935719154394684,0.4225189651784089
1.9339201321328718,1.9424139296244478,1.4599698941202246,3.1388545325450936,1.6621551117923228,3.073015124008009,1.2421644599663129,3.8284408223510447,1.4062102696760208,0.48108835662125465
1.9517826431359162,1.735594308581573,1.190986748212581,3.987258509021665,1.1957191082137906,3.483926514546502,1.6220830487864464,3.635581563682625,1.7794109412632515,0.27436939528872095
1.4580261626684308,1.2300812219491544,1.34246072724768,3.9142504842925074,1.142479683268199,3.202710298314405,1.3922856864015916,3.5315042196555586,1.5482089458442814,0.1616571295240459
1.2747481290325817,1.9433917192158268,1.4293087986005952,3.897512951137628,1.294500182812325,3.239443824369056,1.1455938524819755,3.9921144137100066,1.909389456380127,0.2284786428307729
1.587396167052718,1.0284908279107796,1.8081793369690389,3.94156840533774,1.9454510681013546,3.7735863239363847,1.597321696842703,3.9909679168484526,1.4528205364038846,0.1946918282089302
1.155399109262024,1.3431419527772452,1.1440531954913047,3.5814215459757848,1.7165722878275054,3.387881240578731,1.8930508052952337,3.906078166716101,1.717177062428215,0.16903140848553821
1.0641365216957843,1.4575074458270822,1.3008442183075049,3.4331765424916876,1.3213234451846918,3.2287562887973036,1.2610068230275364,3.67490902274291,1.0262426868605175,0.13146155224499967
