v0,v1,v2,v3,v4,resultado
3.785173376575697,3.921637048229155,3.233963995440406,1.194768924150226,8.237753525299016,0.02777956176835712
1.9736048886027482,1.431872135903618,1.11093997115529,1.8536245153676192,3.553661568283621,0.20638265544582132
3.462035455409253,1.8402971515926039,1.5591357315825376,1.1660173432346972,5.01167242626404,0.12513019338570036
2.120831649201907,3.5032272483171956,4.280327343414662,1.7004513697351675,4.527250494742262,0.018025636739124634
1.6030251219384417,4.22558443435003,2.342238463245323,1.8855214080591542,7.552356445063701,0.01717728338140062
2.4533631073623967,4.815234955477355,2.1982766323165968,1.0592838059290688,5.968809473563524,0.022423340986705825
1.404946063007507,4.52402731096775,3.10062469013097,1.254736037094332,8.284509902755401,0.009392924579733999
2.7041222843049755,1.6616592233656782,2.6963768096228997,1.1429747932645775,9.82038922486839,0.05435409619144238
4.443167903906039,4.584695128470758,1.0645206185734817,1.9972213303281627,8.994754871631216,0.09312422373412348
1.3327893694911639,1.3029637884138014,1.9813448861929919,1.412520292214008,3.0475884054273816,0.07657371105399277
3.699147188706182,1.506869193839666,2.3287562971337765,1.4286942344303424,8.65244499580755,0.10047736689793249
4.731152737830262,4.410997989272926,1.715632920956879,1.3433467559260834,5.451418469509317,0.06601876238268652
4.446935318467374,1.9460021499312394,1.7701984557293278,1.0879187999778783,9.119750864558647,0.11664175092510004
2.529695921172132,2.0663976159165327,2.385903120609222,1.2387936628899143,8.159922771506265,0.04813942037946158
2.8538246159565883,2.341234035032633,2.8138325425280013,1.4585997535872275,3.287386751192688,0.06196722012376722
3.208427620012204,4.10951052683513,3.6346313837281516,1.3994340211326355,5.773646902922735,0.022562240173121403
2.870216862187476,1.1246318753248303,3.783343903176237,1.048132357403424,7.345627153287951,0.06261518994967971
1.8857055097662867,1.5967832090544674,4.481110090586264,1.9170549443668223,3.0973355798018307,0.055034549368870214
2.1003552494526874,4.11324092491469,1.234568020784332,1.8019779536501779,4.027007356463292,0.059570382645974224
3.3839781295535825,1.3978040467271007,1.3375290633882306,1.0029439506835995,4.42344297667831,0.18626837440609229
3.069327150832434,4.263564120746878,1.4577247048989967,1.6424850022166009,5.649781691513911,0.05540706857355659
2.830036115631058,4.9120897374095165,1.2593878122022475,1.938133525420347,3.0711435632449855,0.0986785357249986
1.3980100824478128,2.1220673356370985,4.445584982084063,1.9159794818962967,5.286933591024383,0.018495385061309273
4.126481622365434,3.886731748180526,4.002913864734978,1.6897419227406567,4.271119736095316,0.03492202444293384
4.0121024519047666,3.2938133913064047,4.157792571500087,1.964177516919785,6.789509633882176,0.032802847073597305
4.943692863039841,1.015172680449763,1.8954485786733475,1.721661269648304,9.865649658810803,0.24767275317116746
4.1743128755833885,3.9334502798314457,4.575686425147751,1.1244860286203155,4.444974274573276,0.024706573531263258
3.6876467286406767,4.631267561490704,2.035188368261796,1.8205750491570902,3.44924938537116,0.06593641097332989
4.229861919879452,3.365368906956313,1.674772067175371,1.564418743808393,5.0690245435858685,0.08637999177062278
1.819586270114442,4.828926961875501,3.116967768826656,1.9542481077218197,4.919622209996655,0.015959971154957748
1.3114857507016233,3.13097445905217,3.934840337790683,1.3712363579429128,5.678948589281268,0.011167817963453414
1.8763200913552103,3.985522999731532,4.8011855951703915,1.068323094565469,7.646856034640165,0.009070205171458979
2.9827518982168355,3.2677724334586893,2.455482878253855,1.3140291223656244,7.193805617391215,0.03619232078896461
