v0,v1,v2,v3,resultado
4.808845221419473,2.6260618889588114,3.5266983985006157,3.2971645969055436,5.299925402388044
2.4717546076941623,3.639082843931232,3.867217764799619,4.254202205428879,10.999348686851919
3.6110679373499948,4.4809195512602535,1.7978188583443342,1.7559846323858022,0.7931048441283971
4.6889135460222775,4.389520557405839,2.1106654074777365,1.7924304919298635,0.7261901948783769
4.734903482640565,4.924136347121534,4.211307957446138,3.8829104276597093,3.925589896205123
4.154562546406784,4.288869619261892,1.3667255981356825,1.368771058250006,0.2814042841396737
3.315249395943062,1.9319333483946508,4.691073739530456,3.3799008463454827,15.05955957667173
3.2973083270308834,1.793074671963379,3.1311916421377197,2.9929509192861907,9.467720113945596
2.1018564097208183,2.2844441835851534,3.576840150475007,1.8495366210600444,8.166451208415706
2.372165124609855,1.657883305196187,1.3334991851618176,1.216053734052013,2.1228420613739125
4.493736788952523,1.700941810970963,3.0175172877002177,2.502255975963455,5.720170863009464
2.3705153084327315,3.8806534574942275,1.3754565788266353,1.7320007309090037,1.178043345238723
2.9073963180838547,1.4826494245558797,3.331653654045889,3.9984383115111966,18.9215274089696
4.225586121564694,2.434637833358725,3.005668680135911,1.239744682022799,1.8122885798333324
1.7261461690792936,4.685500816374477,4.553766002006725,4.12567480597256,14.100974181698483
1.4923625756543233,4.316093710969641,4.088944093127461,3.76535755930418,14.524238091902275
3.141191975853091,4.366534853277616,3.124031031518894,2.3287244834045455,2.8575582801558888
4.715494494632351,3.5188349657184244,4.805698730333146,2.9965931949771605,4.968305602829172
1.7977301804712122,2.184284051427453,2.9648834606212566,4.128874353181195,19.09204863782251
1.6204546362662153,2.6050216005893185,2.733146591910201,3.6514677555311503,14.360246973906474
3.7035773189576333,3.6635496710581616,3.249762124357049,3.883449510485824,5.358459371904149
3.700235501652515,3.7010649236288327,1.8169582788496186,2.5021634809189797,1.6256559433535942
1.1257288817842794,3.8769675327616704,4.088498076649821,4.011452152910042,23.114797245762745
3.7966520457568995,1.0410736431759657,2.2655789380836846,2.360649764482995,8.011550554876246
4.985849223601518,1.0344837735597006,4.980288986186277,4.333918063660279,25.796904436214458
1.4561758140114023,1.6698577895787277,2.7041531324928383,4.693402106215853,32.29738833736353
2.8156003840042234,1.5784965763799397,4.926799396416664,1.4777258058094085,9.800667930943927
3.789684855148737,2.540288506650684,2.3852553069308096,4.933862985399937,7.191809473109508
3.242548508694266,4.994189218581237,3.000962844798592,4.430093776365078,4.674389849310477
4.796504539771698,4.251706877987565,2.3301993340995337,4.305506060933572,2.6179833986999546
3.072971025703487,3.836493335965071,2.7919726160859795,2.7115817976717573,3.555421504961779
4.23097714256423,1.1286553465235856,3.7475862915640326,3.5540975496814218,17.02978732194204
2.8562309290680985,1.8609431407450168,3.4251251676277295,4.156483839917198,16.333861591760037
2.508350541151516,1.1364230311036327,1.702224613301964,3.0456420792650047,10.934689203956035
1.1658377084333322,1.5765014436201166,1.3368552573144852,3.9292731480937473,17.462063081730754
4.816854954362536,2.288969439577831,4.499993188577528,2.0797009961764874,4.84883082285301
1.3670058295299778,2.952397093897235,4.559662359831538,3.849754353641653,26.830582899370217
4.19460591825395,4.314485554936777,3.537886598833887,1.746893903327245,1.684402929956283
2.7066356358801786,2.7837503735368325,2.5745505639049555,1.3307364482479231,2.3861284197548964
4.6248775974522776,4.677002837326965,3.046530464276606,2.2492746015886302,1.5321806621319463
2.200522154956369,2.334992552652779,3.160519487279984,1.268410132656776,4.419139841954318
1.6258343211739543,1.9246870264369411,2.7685696138112346,2.4258284874120566,12.99142902283166
3.376015017871454,1.3653477248777057,3.0333056053023943,2.873381986360656,11.387705975269368
3.46828810411256,4.2371473072209,3.60678144472046,2.629206548012969,3.57501731348234
3.028574005088021,1.4741553367782485,4.23753766327564,4.745251816039837,27.80195609131982
3.5667606472651414,2.0205055485609726,4.031762759614763,3.3071132838638113,11.132085552860369
4.101055259293239,1.2842528468486925,1.1288407691640012,2.4849711427318244,2.871341073653432
4.4689134261071795,4.234557920051268,2.530443117238696,3.3252092063253045,2.323501379544338
4.965656902600559,3.8354376493036715,3.374881379464698,3.352934269012815,3.2554146369744523
4.323441352327292,2.57172864373714,1.6137965680388109,4.544903705666869,3.6648390089396043
1.53925803952594,1.8520188135250528,2.8557522026691218,3.5537476244453456,21.87187953431681
2.198199395379067,2.900805528915765,2.969165639560865,2.5239483416168973,6.895577093182752
1.882663492336802,3.284843051408541,4.4137905360281975,3.398141504628714,14.744091073962345
1.1264466783132705,4.449059696053732,2.705732359581226,1.6180191318767219,5.003874201959432
2.747377606774589,1.7636654943296337,1.3628998363631992,2.242248386079887,3.4837231272285973
3.309402512963425,4.9585731935880695,3.303437058453334,1.50301359245281,1.4447228895746071
2.3228075504315573,4.698078246575312,2.271133920810582,4.5618877533496764,5.47928291498299
2.6343843532615114,2.208995660169619,2.420663935558594,2.856281012513761,6.976357043381842
4.344906753695328,4.825014449078505,1.5955728172096735,2.5598654061173165,0.7914789282312291
