3.03704,3.72609,1.30213,2.53713,2.36453,1.03816
2.57639,2.07539,2.37543,4.40669,4.51115,-0.29758
1.26146,1.67699,4.3228,2.41507,1.55123,4.04818
4.89512,3.5414,1.48679,3.84221,2.99942,6.38249
3.17893,2.14157,4.23078,4.01019,3.50661,3.86495
4.51455,1.31878,1.15207,3.45482,4.7794,-2.22607
2.21888,4.18115,4.69267,4.3713,1.81327,38.30857
2.29959,3.46842,2.52758,1.79074,1.52605,3.22459
1.00658,4.25805,2.00993,3.65948,2.53857,3.15057
4.86099,1.15188,3.19546,4.58838,1.91126,15.66945
1.60273,4.28951,2.28866,1.92274,1.54907,3.40019
1.553,3.40025,3.97575,2.22691,2.50515,-2.47172
2.24852,3.90066,2.65377,1.77182,1.15591,9.94133
1.94497,1.07608,1.94012,1.10807,3.30783,-4.44091
4.86763,2.40902,1.20787,1.76165,2.07294,-2.30463
1.44496,2.52492,1.27955,3.04937,1.41804,3.57434
2.93134,4.82246,2.28131,2.73713,4.81261,-18.19912
1.03942,3.32675,2.7157,3.17387,2.17406,3.55298
4.0987,3.15298,2.46171,2.87167,2.65756,2.46513
4.87783,3.89843,3.8168,4.74414,2.22627,54.91268
4.58016,4.05934,1.75424,2.62651,1.44289,19.53683
3.74187,4.60859,4.31311,2.21724,1.02004,57.74902
3.48048,2.44632,1.46653,2.77777,3.61852,-3.30165
4.14926,3.97692,2.92762,3.80352,4.94215,-12.65097
4.28152,3.86472,1.95836,3.12359,3.17729,-0.5524
4.14502,4.36519,1.88457,2.89947,3.11154,-2.40704
1.16163,4.2271,3.59928,4.75879,2.11974,14.29263
1.19828,2.39311,2.24318,1.65069,2.54423,-2.78297
1.47048,1.01553,3.13137,3.81764,2.08568,2.82689
3.78781,4.94674,4.81754,4.49402,2.81291,42.29282
3.88349,3.80261,2.11173,4.84768,2.36278,22.4113
1.84464,4.65232,4.83639,1.65808,3.50756,-31.09819
3.91616,4.81533,2.1276,4.29106,4.63827,-3.12171
2.66618,3.69843,4.88469,2.32301,3.49717,-19.70442
