1.18099,0.19863
2.98894,0.00458
2.92042,0.00561
1.21619,0.19043
2.07422,0.04641
2.98988,0.00457
2.87388,0.00642
1.58811,0.11304
1.25227,0.18213
1.47775,0.13388
2.48908,0.01801
2.68671,0.0108
1.85866,0.07092
2.57837,0.01437
1.11843,0.21344
1.87223,0.06914
2.27938,0.0297
1.70971,0.0925
2.38261,0.02335
1.52968,0.12382
1.3123,0.16864
2.00896,0.05303
1.9355,0.0613
2.22945,0.03323
1.78221,0.08151
1.5087,0.12783
1.58256,0.11404
2.99996,0.00443
1.24884,0.18291
1.39487,0.1508
1.37589,0.15482
2.20976,0.03472
1.84852,0.07226
2.23198,0.03305
2.27174,0.03022
1.06382,0.22655
1.30996,0.16916
1.42129,0.1453
2.20551,0.03505
2.92965,0.00546
2.88766,0.00617
1.46777,0.13586
2.38699,0.0231
1.42475,0.14458
1.49241,0.131
2.31307,0.02749
1.25212,0.18217
2.89235,0.00609
2.27385,0.03007
1.23098,0.18701
2.36554,0.02431
2.47218,0.01878
1.15003,0.20593
2.08554,0.04533
2.16425,0.03835
1.93177,0.06174
2.41773,0.02146
2.59972,0.01359
2.21085,0.03464
1.03628,0.2332
2.68495,0.01085
2.52831,0.01632
2.68297,0.01091
1.75856,0.08499
2.91823,0.00565
2.2568,0.03126
2.12194,0.04199
1.5615,0.11788
2.16118,0.03861
1.41583,0.14643
1.20972,0.19192
1.62327,0.10684
1.16624,0.2021
1.32933,0.16489
1.45974,0.13747
2.94255,0.00526
1.45577,0.13827
1.37378,0.15527
2.27558,0.02995
1.1411,0.20805
2.6637,0.01149
2.42933,0.02086
2.50317,0.01739
2.94331,0.00525
1.04278,0.23162
1.92102,0.06303
2.16947,0.03792
1.8182,0.07639
1.2833,0.1751
2.176,0.03739
1.96379,0.05801
1.3353,0.16358
2.27431,0.03004
2.1237,0.04184
1.7088,0.09265
1.83826,0.07364
1.67926,0.0974
2.60862,0.01328
1.57806,0.11486
2.6281,0.01262
1.3022,0.17088
2.00483,0.05347
2.57722,0.01441
2.30334,0.02811
2.34316,0.02563
2.40079,0.02235
2.21742,0.03414
2.79038,0.00813
2.00294,0.05367
1.72381,0.09029
1.46212,0.13699
2.23704,0.03268
2.20463,0.03511
2.08608,0.04528
2.07539,0.0463
1.86078,0.07064
2.0697,0.04685
2.93959,0.0053
2.95226,0.00511
1.98695,0.05541
1.68945,0.09575
2.7101,0.01014
1.82724,0.07514
2.37823,0.02359
1.7526,0.08589
1.42113,0.14533
1.07415,0.22406
1.19924,0.19436
2.05732,0.04806
1.62679,0.10623
2.51517,0.01687
1.9945,0.05459
1.74928,0.08639
2.13068,0.04122
2.7796,0.00838
2.99241,0.00453
1.45802,0.13781
2.00866,0.05306
1.34929,0.16054
1.94348,0.06036
2.70501,0.01028
2.16371,0.0384
1.52686,0.12436
2.0619,0.04761
2.11003,0.04306
1.07548,0.22374
2.65883,0.01164
2.37418,0.02382
2.30794,0.02781
2.2376,0.03264
1.83898,0.07354
1.81764,0.07647
1.61751,0.10784
2.77445,0.0085
1.24313,0.18422
2.06941,0.04688
2.92672,0.00551
1.80362,0.07844
2.66437,0.01147
2.59494,0.01376
1.18225,0.19834
2.9954,0.00449
1.5267,0.12439
2.31825,0.02716
2.11752,0.04239
2.77202,0.00856
2.22258,0.03375
2.88383,0.00624
1.19048,0.19641
2.54486,0.01565
2.94497,0.00522
1.61209,0.10879
2.0951,0.04444
1.60813,0.10948
1.09589,0.21884
2.23141,0.03309
2.0637,0.04744
2.77041,0.0086
1.52561,0.1246
2.90076,0.00594
2.52245,0.01657
2.06772,0.04704
2.36803,0.02417
2.14504,0.03997
2.45734,0.01948
2.70852,0.01018
2.26175,0.03091
1.52073,0.12552
1.40685,0.14829
1.68591,0.09632
2.67024,0.01129
2.98249,0.00467
2.11168,0.04292
2.53598,0.01601
1.29258,0.17302
2.43772,0.02044
2.7802,0.00836
1.38302,0.15331
1.6988,0.09424
1.21281,0.19121
2.97511,0.00477
2.98936,0.00458
2.53758,0.01595
1.46766,0.13588
1.59083,0.11256
2.9742,0.00479
2.54802,0.01553
2.74357,0.00926
2.36611,0.02428
1.09911,0.21807
1.72335,0.09036
2.17647,0.03735
2.62867,0.0126
2.87837,0.00634
1.87512,0.06877
2.74244,0.00928
2.78452,0.00827
1.45514,0.13839
1.42554,0.14442
2.09918,0.04406
1.82271,0.07577
2.23738,0.03265
2.41448,0.02163
1.55972,0.11821
2.71612,0.00998
2.49613,0.0177
2.80395,0.00783
1.75768,0.08512
2.32324,0.02685
2.5368,0.01598
2.69642,0.01052
2.34814,0.02533
2.85967,0.00669
2.5621,0.01498
2.09896,0.04408
2.40587,0.02208
1.46975,0.13547
1.28989,0.17363
1.8495,0.07213
1.76412,0.08416
2.25019,0.03173
1.01398,0.23859
2.90454,0.00587
2.10692,0.04335
1.65161,0.10199
2.25949,0.03107
1.68285,0.09682
1.44672,0.14009
1.40516,0.14865
2.40663,0.02204
2.39717,0.02255
1.37794,0.15439
1.60189,0.11059
2.09041,0.04488
2.97716,0.00474
1.72843,0.08958
2.23155,0.03308
2.08142,0.04573
2.09015,0.0449
2.67524,0.01114
2.99878,0.00445
2.76894,0.00863
2.16456,0.03833
1.45219,0.13899
2.1181,0.04234
2.59719,0.01368
1.58633,0.11336
1.84157,0.0732
2.33926,0.02586
1.09496,0.21906
2.69511,0.01056
1.02897,0.23496
2.81801,0.00752
1.51111,0.12737
2.40469,0.02214
2.53419,0.01608
1.48257,0.13293
2.38513,0.02321
2.94574,0.00521
1.38955,0.15193
2.01636,0.05225
1.77968,0.08187
2.64896,0.01195
2.74151,0.00931
1.80607,0.07809
1.78039,0.08177
2.62872,0.0126
2.03505,0.05031
1.4693,0.13556
1.59612,0.11161
2.1946,0.0359
2.20355,0.0352
2.52182,0.01659
2.06307,0.0475
1.4804,0.13336
1.53062,0.12365
1.17281,0.20055
2.01251,0.05265
2.27255,0.03016
1.04952,0.23
1.70652,0.09301
2.54454,0.01567
2.22568,0.03352
1.4558,0.13826
1.87623,0.06863
1.42042,0.14548
1.28139,0.17553
2.30544,0.02797
2.23934,0.03251
1.25117,0.18238
1.68384,0.09666
1.84842,0.07228
1.31402,0.16826
2.13704,0.04066
1.13436,0.20965
1.79242,0.08003
2.13791,0.04059
2.09696,0.04427
1.75885,0.08495
1.87201,0.06917
2.35912,0.02468
2.88252,0.00626
2.65634,0.01171
1.95036,0.05955
1.50685,0.12819
1.98861,0.05523
2.89258,0.00608
1.00747,0.24016
2.72649,0.0097
1.47613,0.1342
1.60563,0.10992
1.46429,0.13656
1.9274,0.06226
1.14007,0.20829
1.7941,0.07979
2.08722,0.04518
2.77114,0.00858
1.59657,0.11153
1.65954,0.10066
2.51937,0.0167
1.15598,0.20452
1.47262,0.1349
2.22077,0.03388
2.74671,0.00918
1.43611,0.14225
2.42275,0.0212
1.2398,0.18498
1.78071,0.08172
1.57824,0.11482
1.66123,0.10038
1.16771,0.20175
1.48799,0.13186
1.07853,0.22301
1.27789,0.17632
1.37203,0.15564
1.32525,0.16578
2.59215,0.01386
2.93926,0.00531
2.4884,0.01804
2.35555,0.02489
2.64627,0.01203
2.13996,0.04041
2.1458,0.03991
1.3679,0.15653
1.6251,0.10652
1.0621,0.22696
1.0611,0.2272
1.56496,0.11724
2.3636,0.02442
2.77916,0.00839
1.87133,0.06926
1.95273,0.05928
1.14847,0.2063
1.9235,0.06273
1.7705,0.08322
2.71199,0.01009
2.9448,0.00522
2.91361,0.00572
1.12224,0.21254
1.9371,0.06111
1.89658,0.06604
1.3802,0.15391
1.27492,0.17699
2.21463,0.03435
1.66499,0.09976
2.81072,0.00768
1.56356,0.1175
1.9065,0.06481
1.79581,0.07955
1.15118,0.20566
1.42467,0.1446
2.70332,0.01033
2.25665,0.03127
2.05143,0.04865
1.32216,0.16646
1.52483,0.12474
2.49347,0.01782
2.6703,0.01129
1.82581,0.07534
1.68771,0.09603
2.89203,0.00609
1.00947,0.23968
2.22301,0.03371
2.58859,0.01399
1.71171,0.09219
1.37413,0.1552
2.01229,0.05268
2.41963,0.02136
