4.03516,2.47522,3.80588,2.65865,2.73896,0.27925
4.26571,2.47869,2.14481,2.54552,3.24118,1.00648
1.34362,3.1256,2.98244,2.21083,2.11273,0.48348
3.34988,3.28315,4.14357,1.14884,1.90563,0.09093
2.0967,1.70499,4.02322,3.75351,4.65935,0.31309
3.88739,3.01994,3.4328,2.55463,1.02527,0.14076
2.59646,1.77455,3.63095,3.13229,1.7555,0.1244
2.73562,3.82894,1.49554,3.76818,3.26413,7.62778
4.41227,4.74005,4.42605,3.95419,2.14442,0.80459
4.71044,4.42871,1.1878,4.29145,4.36956,24.1433
3.71845,2.80397,2.06843,4.04442,4.64774,3.34776
2.76529,3.09049,3.72688,3.1665,2.52614,0.51127
3.42122,3.96729,1.35038,1.23572,3.12982,2.52523
4.67072,3.84404,3.6762,4.28504,3.29103,1.40936
4.90096,2.72494,4.47007,3.5279,2.44628,0.28657
3.56972,1.78148,3.15379,4.14959,3.95147,0.51391
3.9513,4.14731,1.83763,3.75401,3.57293,6.27092
4.12006,4.45794,3.87978,3.56159,3.28912,1.37964
4.34818,1.13522,3.57175,4.56718,4.67846,0.21471
4.62718,3.27191,2.74218,3.71121,3.05099,1.46568
4.46798,4.26883,1.66144,4.54693,1.12697,2.51197
4.06461,3.32093,3.36719,3.82566,1.41997,0.43648
2.22668,1.79871,2.97544,1.20873,4.66076,0.19702
1.51591,1.42765,3.05584,2.3514,2.27989,0.11479
2.87087,3.93587,2.06025,1.24874,1.78221,0.53475
1.09145,4.67249,1.89404,1.40389,4.07616,3.28428
3.10093,3.15111,1.06745,2.40413,2.05011,3.70127
2.09633,2.56144,2.02371,2.46508,3.06883,1.15989
1.16318,4.97715,3.22037,4.50411,4.39235,4.6774
2.95407,1.22276,4.12482,4.94918,2.74735,0.11852
1.31077,3.73279,2.08161,4.54888,2.55865,3.66671
1.15184,1.2121,4.65983,3.65799,3.91147,0.09733
2.61553,4.51314,3.99022,2.11745,2.81887,0.65828
4.84222,1.77075,3.64445,4.39669,1.75744,0.16898
1.92901,1.10875,3.25653,3.75744,1.59626,0.06846
2.22524,3.61514,1.24641,4.10494,3.10107,10.31394
4.22134,1.82294,1.00681,3.45548,1.14453,1.12076
3.70347,3.54097,4.79208,4.4478,2.07274,0.45446
4.91823,3.84677,1.17828,2.34139,3.15771,6.46854
3.89439,1.69957,4.73303,4.59131,1.42425,0.07874
4.11755,3.24948,4.068,4.16227,4.52761,1.15079
4.8253,1.38474,2.10285,1.76708,2.0983,0.14066
4.16259,1.92029,3.11401,1.47587,4.03706,0.20593
3.50371,1.328,1.65116,1.31424,3.54421,0.28167
1.73818,3.02318,4.80693,2.92598,4.70281,0.53488
3.50887,3.9761,4.84744,3.28286,4.46505,0.92547
3.81843,3.37231,1.42261,3.03461,4.83154,7.77788
2.33014,2.91742,2.79984,2.01285,1.15624,0.20111
1.71942,1.3636,3.64302,2.81266,1.27011,0.04811
2.43244,1.11584,3.25412,3.63294,4.7699,0.20388
1.51627,4.35587,3.00234,2.31928,2.09639,0.92889
4.25812,1.44032,4.27433,1.9774,2.4838,0.05108
