v1,v2,v3,v4,v5,resultado
4.70943070778114,4.120232046399347,4.911030668699666,2.9896100982528333,3.1335862504055596,18.89450317299762
4.807255677683227,3.8172444288538867,2.468832649531439,2.7745042443256995,1.1621832395638787,18.244590227411916
1.8929711367899649,2.090409726922847,4.192194681382858,3.2563404618181235,3.817756776044945,2.4038353498366543
3.8769558402106172,1.3964817855063263,3.9923077555071442,1.9821992469854313,2.7412592374516778,4.181378102360721
3.340884362199529,3.400727726989998,4.832393717898833,1.708398527613106,1.6423293766402507,11.361252292953393
4.161624864730642,2.190563569516433,4.140592674973769,1.4073759551447527,3.8559940088445317,8.49395402409194
4.71336722959551,1.1213658416190606,1.9315429215754145,3.451893224592503,2.9497226317364715,1.1076672773266882
1.7080424750166014,1.1704881891264498,1.5131441693426972,1.520937343366505,1.9471316795639173,1.0709221605944756
2.536002252696989,2.6843210933801855,4.188782634577801,2.2111949681151972,4.981396819175457,5.24306285483612
1.2176039618231305,4.065482497276351,4.09298860103668,2.512594126227826,3.6785512764949733,4.687001506611981
4.835911247522892,1.0267785211985965,4.687460555615144,2.443595548341291,4.484634398697155,2.0506025160199055
2.4105299009599146,2.690353296510648,4.730141365996385,2.0992312867797907,3.1658652565330034,6.209488246349077
2.3002013444108043,4.8659239471089535,4.383995263083358,2.9994297097830147,2.3112888624588805,11.145147940370169
4.922346197033745,3.75626887392965,2.4937245942646027,2.5194056784465313,1.1321088609535765,18.437799690313156
4.754322863579426,2.350435025892367,1.1922939804088255,1.0350081364249668,2.6887514256050826,8.543366760447377
4.607854112442773,2.6135755904168914,2.4462975225876993,3.081190574448922,2.736048679997248,7.709157632078142
3.3837285148367955,4.951429369460651,1.073745060679923,3.0190183793782293,3.83834432870456,7.189342865072363
3.624625593004295,1.0039148368666146,4.992801275244558,2.2571380860089296,4.273052707559916,1.737392811378178
3.5790728216742878,3.1237577322139525,2.3929566093900307,4.378146311733793,3.1228613515565593,5.568409842030887
