2.96263,2.81135,0.02983
1.32054,2.44969,0.01751
1.33478,1.06808,0.09311
2.26229,2.87383,0.0218
1.29069,1.80238,0.03162
1.20006,1.74978,0.03119
4.5829,2.15554,0.07849
3.31339,2.53038,0.04118
1.32473,1.36703,0.05641
3.09096,3.06006,0.02627
1.89121,2.50558,0.02397
1.53169,2.54796,0.01877
2.93244,1.03812,0.21653
1.13342,1.09158,0.0757
2.24539,2.2305,0.03592
1.84004,3.68544,0.01078
2.41351,2.87063,0.02331
2.47582,3.33702,0.01769
1.76126,2.76866,0.01828
1.36923,2.99877,0.01212
2.54722,4.14313,0.01181
1.49634,4.1995,0.00675
3.03386,1.04748,0.22004
3.82164,1.7459,0.09977
4.31595,4.0884,0.02055
2.09866,2.42377,0.02843
4.64529,4.13973,0.02157
4.79965,3.2704,0.03571
2.59739,1.92786,0.05561
1.8699,4.76182,0.00656
2.0519,4.1087,0.00967
2.32413,1.69078,0.0647
3.91601,3.86125,0.0209
4.42366,3.48725,0.02895
4.2862,1.35501,0.18577
1.24273,3.49034,0.00812
1.97281,2.99322,0.01752
3.36094,4.10006,0.01591
1.63012,2.72408,0.01748
2.84981,1.54803,0.09463
1.29029,4.63841,0.00477
3.59478,1.25683,0.1811
3.17826,4.86101,0.0107
3.22785,3.39823,0.02224
3.37768,1.08468,0.22846
4.82292,2.56588,0.05829
2.34163,1.28864,0.11221
4.17694,3.28679,0.03077
3.80071,2.25276,0.0596
1.65897,2.50142,0.0211
3.32127,2.98381,0.02969
2.91947,2.17665,0.04904
1.70729,3.71637,0.00984
3.91203,4.22802,0.01741
3.59625,2.64356,0.04095
1.22293,4.07937,0.00585
2.95633,4.14724,0.01368
2.59691,1.51536,0.08999
1.18702,3.01552,0.01039
3.96889,4.3293,0.01685
4.22877,4.37942,0.01755
4.49784,2.92423,0.04186
2.57613,1.48205,0.09333
3.07411,2.99637,0.02725
1.05944,3.47912,0.00697
3.0595,1.07166,0.212
2.87545,1.39341,0.11785
3.88394,3.59278,0.02394
2.44869,4.95884,0.00792
1.97553,4.44719,0.00795
3.79139,2.03957,0.07253
1.12541,2.92501,0.01047
3.68047,1.78232,0.0922
2.50189,2.90094,0.02366
3.72034,3.94674,0.01901
1.59278,4.50102,0.00626
3.95486,1.56086,0.12918
2.85234,4.01333,0.01409
2.04657,2.81469,0.02056
1.63173,4.59299,0.00616
1.49098,1.50268,0.05254
2.56976,2.9216,0.02396
2.10744,1.21747,0.11314
4.93391,2.58779,0.05863
3.38648,2.10605,0.06076
2.51718,1.69198,0.06997
4.96935,3.85683,0.02658
1.17516,1.4368,0.0453
1.16066,4.55855,0.00444
4.02824,4.06185,0.01943
4.5156,3.11963,0.03692
3.52801,4.88752,0.01175
4.05478,3.70973,0.02345
2.1602,3.55102,0.01363
1.12694,1.19727,0.06256
4.33066,2.25428,0.06782
4.89794,3.28062,0.03622
3.8093,1.83116,0.0904
2.64631,2.57628,0.03173
2.08549,2.21153,0.03393
3.34377,3.5014,0.0217
4.18887,2.86061,0.04074
3.5715,1.52336,0.12247
2.91757,2.05413,0.05502
1.47454,2.06701,0.02746
1.51335,2.01557,0.02964
3.37229,3.85502,0.01806
1.5052,4.74844,0.00531
3.14565,2.85727,0.03066
2.52886,4.07896,0.0121
3.63307,2.4666,0.04752
3.33929,2.72958,0.03567
1.47068,2.8295,0.01462
4.3924,2.8573,0.04281
4.93845,1.84081,0.11598
2.05998,1.14882,0.12421
4.48923,2.69714,0.04911
2.36927,4.94856,0.0077
4.20416,2.30872,0.06277
1.85821,1.82539,0.04438
2.1548,4.97597,0.00693
4.94835,3.23324,0.03767
