v1,v2,resultado
2.1672053994492013,3.8878981154186487,0.22169093424971892
4.134404642905953,2.802087981315121,0.543701863715932
2.93566172874496,4.78737437777066,0.25362638885267685
4.274678230390651,2.41650791688036,0.625591734951092
2.339084537287272,2.101091440782195,0.3771389173705371
1.6163790913471567,1.9004744199277237,0.27864046658053876
4.328521278892669,2.6039796485006192,0.6005196617430241
3.642425636710301,4.392466609415194,0.33773279470573464
2.9976134275261512,1.3396287009582375,0.6406173394732301
3.20772005200043,2.037650611715331,0.5279935815576009
2.456159622395441,4.828416277369894,0.21070557639577153
4.604721601414072,3.3421361480086462,0.5302368977451168
1.924797376457731,4.622143688857665,0.171180023402143
3.47899998503066,1.5710812791240931,0.6765635947176033
2.6290497721746426,2.0422136837260187,0.43209485682061877
4.051871683162331,4.365873330761289,0.37755938627305125
2.5688128363152765,1.3234741152720009,0.5527956647828965
3.1823863789502385,4.8357931828229175,0.27266099733599874
2.0113309307476444,2.8009162591832797,0.26458500971813415
4.945411262984798,4.780178576092972,0.42779052566292664
4.741694729622335,2.0628348657685187,0.7740696017629669
4.872728433879954,1.853339486045198,0.8538641226729177
2.3235968761909196,3.8708266408552583,0.23852182057776175
2.670955493991352,3.992112570329176,0.26751755457862514
1.110347422797454,3.4680138085923176,0.1242551467345708
2.813757484721451,1.707627662368954,0.5195983044174622
3.752609702173541,3.481031946527168,0.41872159660475544
4.227321149342181,1.3849442794953157,0.8862515543207441
4.666553754192922,2.4889410053425856,0.6687636373110162
1.9187492184442512,2.3644233382897912,0.28515276252654825
3.7316332526787606,3.980290863497294,0.3746400918096486
2.1573606053873013,4.9938620731704475,0.17996415158133322
3.7922149947347297,4.8156646821250515,0.3260345293282151
3.244242107523465,1.4560565412967281,0.6604575369039748
4.575134286038269,1.2662418208823625,1.0094099940881283
2.5844121517677925,1.9251017890520834,0.4417644817422412
1.7124459478934844,1.5613430352200441,0.3342867246491973
2.2945449141862175,1.1125446932958885,0.5430760640160425
4.282443575116368,2.022337945000032,0.7084653756541316
4.655218459282725,1.9203670596958267,0.7970262580224408
1.8038810841267248,1.797401825155125,0.32242080274375556
3.5627207287086313,2.6067201903765977,0.4939003499931371
3.596473154112155,1.3044569394051546,0.7803298670099053
4.483738401548328,2.8591068997369535,0.5809295412176779
4.349692862089208,4.319775352317734,0.4088229834925381
2.2611355738087013,1.8842186656289788,0.3919840754022029
3.370565300495514,4.18329687920065,0.32513720312073946
2.0125088784035907,4.590911738178676,0.17998038358044227
2.6697803919955168,2.704284322973129,0.36036385968514156
2.822767327240907,4.248809967580326,0.2688959349524887
4.207111692408073,1.3465163012164747,0.8964590806863421
4.330236818654569,1.6266601580103286,0.8242857008831102
3.42622058474705,2.6948084605413176,0.4636533424313263
1.6203646577285986,3.5795907666759503,0.17691151243462783
3.0426247624401443,1.838387708123833,0.5359776526884891
1.7212977527795217,4.704988922937153,0.15085899166771125
4.786038420597975,4.224758493116507,0.45801527734760034
3.0938003327290398,2.2214367136461255,0.4801895253170094
3.440702982182865,2.212229997521614,0.5355629865914846
1.2431126838500983,4.393858027080677,0.1152340938164171
3.960228215221003,2.599436813228705,0.5501177574039239
1.6514266009556557,3.43115436689212,0.1863427071390787
1.2978016492190747,2.048692087569777,0.21284564199030007
3.7755650918917203,4.301789960123239,0.35606513274659773
4.826609632663747,3.1418034792817013,0.5826700441978488
1.7548952831402853,1.164227744435915,0.40543221194072665
3.0605619106273267,1.143355884701366,0.7139649398573291
1.8995220924259506,2.078595819011609,0.3085046242016591
4.608686158193256,3.0659364463623295,0.5667435065686417
4.7083468239201425,3.0936608305930884,0.5750777871890768
3.7603006515520887,4.46767792139485,0.34386632731585665
2.9859016539067893,1.8846171162446241,0.5175559759892889
1.380096236992867,1.8941401709673635,0.2384294048431613
2.522963663118169,3.1486056454961355,0.3040736911035618
2.3405878473306823,4.129980862359433,0.22812832154057736
2.70499382901213,3.275813191926505,0.3163133780165652
3.7822244096381175,3.532655206105227,0.41721951457323264
2.0964012804168988,1.5973410443155691,0.4035668101817037
4.510919174216495,3.8944419171762963,0.46082058491552563
2.7192982391401266,2.79287759306768,0.35847429457125685
1.1204025967058264,4.850423147952468,0.09575397953034774
1.7180284126149625,1.9132269177184122,0.2948669055207845
4.156671684388655,2.3098723151730765,0.6279202471548059
2.6307296131101117,3.019250841152311,0.32726616440240475
2.500242608083564,2.5800922041017595,0.34918690155787085
1.158796293574171,3.4495095662043753,0.1302161818434604
2.7149269347078895,3.441767853339575,0.3056133305871278
1.5721428235229302,4.9025515406460265,0.1331748492746631
3.8063264018380196,1.3193558228566538,0.8205568038176062
4.51608512864653,4.893092968727627,0.38316764665105857
4.49584983690117,2.5610856887028146,0.6312470732119422
1.1903966033877769,2.282534572620137,0.18132278229709486
4.833859356466538,4.907154884093134,0.40915292144135407
4.445363180053478,4.511494116921877,0.4032811326428645
3.168329288407253,1.2405390479900729,0.707046210877127
1.810082745277818,3.3950448900437316,0.20592312371806143
4.867230946987515,1.9133573524101442,0.8353302321393877
4.179503189595776,2.7843298031791934,0.5522118059166777
3.0226508456978456,3.395788368222706,0.3438121438635086
3.7513793391682295,1.4237448797671681,0.7738808177551669
