4.85875,2.19379,3.80268,1.72817,-23.45436
2.31799,2.36977,2.27391,4.66278,-2.67884
3.85234,1.38499,4.09687,3.89861,-5.60681
2.17024,3.23928,4.52363,4.75351,-6.69005
2.74722,1.61818,2.89749,3.01039,-4.27876
1.11346,3.51603,3.26133,3.68592,-3.46399
4.60629,4.67766,1.38804,2.35993,-12.67308
3.47372,2.8345,4.21772,1.18785,-34.96125
3.80768,4.83828,1.39624,2.74758,-9.36183
2.38281,4.61312,1.65072,3.49157,-5.1968
2.57352,3.15633,1.98499,1.08752,-14.82625
1.84834,4.64703,4.30512,4.79155,-7.7173
2.80033,3.9213,4.4437,1.7314,-28.183
3.08441,4.6265,4.79385,1.92132,-35.60491
4.29093,1.6116,1.30377,4.87922,-1.84781
4.67299,4.41607,4.38685,3.98776,-22.70148
3.88667,4.57855,2.51769,2.77026,-16.17294
2.63299,3.5349,3.80475,2.34193,-15.12095
1.53052,4.4258,1.72696,1.92581,-6.07434
4.13278,4.97684,1.22063,3.63933,-6.89855
3.33836,4.09076,3.60009,1.47536,-33.3236
2.54686,2.20614,1.82317,1.94015,-5.27995
3.71793,3.65421,4.68517,4.57229,-13.92152
1.96438,1.94529,3.26664,3.68544,-3.38706
1.1199,1.80968,1.29737,1.83112,-1.43591
3.13266,1.55755,4.57403,4.41231,-5.0581
4.99551,2.24344,4.80712,2.47487,-21.76847
1.97962,3.35635,4.48494,4.973,-5.99222
1.51432,4.19595,3.62469,4.19396,-5.49154
3.6016,4.39961,4.28808,1.47615,-46.03002
3.60664,2.1517,2.90739,2.31323,-9.7537
3.93485,1.12942,2.42373,4.39097,-2.45305
1.86515,3.63473,3.24586,4.31209,-5.10304
3.09505,4.86965,3.88708,4.58343,-12.78195
2.60271,3.74927,3.75882,4.24378,-8.64314
4.54592,4.97812,1.093,1.76893,-13.98288
2.4255,3.13301,2.1071,3.5478,-4.51324
4.23916,4.31854,1.22125,1.93336,-11.56405
4.51169,4.52153,1.18168,1.75794,-13.71263
