3.45126,4.74908,2.73865,22.44361
2.54199,3.46892,2.23561,9.85676
3.53828,2.59447,1.01366,4.65266
2.18501,4.45339,3.16285,15.38838
2.08166,4.74481,3.72003,18.37152
3.34425,3.24394,4.65925,25.27299
3.88934,2.56145,3.86476,19.25106
3.81728,2.43532,2.14115,9.95235
1.93428,1.80544,1.31445,2.29518
3.87221,1.47445,1.84429,5.26487
4.81442,3.78084,1.89737,17.26851
4.63858,4.44111,4.04916,41.70718
2.3007,2.51282,3.30907,9.56527
1.46356,2.66415,2.69548,5.25501
2.35407,1.63543,3.42674,6.59634
3.24478,2.65337,2.23328,9.61383
4.1337,3.96419,1.21143,9.92568
1.29085,3.04562,1.32635,2.60723
1.76579,2.4276,3.91424,8.38944
2.52407,2.68114,1.58167,5.35188
1.0258,3.81014,3.5154,6.86983
2.98335,2.36351,2.6296,9.2709
4.30176,3.18403,2.18376,14.95543
4.12472,2.79884,1.58353,9.14045
4.15329,4.2907,3.68352,32.82112
3.81658,1.47496,3.23148,9.0955
2.83949,4.46682,2.43131,15.41876
3.58241,2.22257,1.2216,4.86327
2.65187,1.42224,4.26357,8.04019
3.4278,4.64565,4.95202,39.42885
2.278,2.84181,1.06072,3.43336
4.21186,2.12932,3.6189,16.22788
2.91629,1.34983,1.93747,3.81343
3.35714,3.51525,4.17552,24.63802
4.5298,1.33363,3.61507,10.91944
1.23987,2.48453,4.16736,6.41879
4.87618,2.61839,3.71372,23.70792
2.39645,2.20707,3.23262,8.54888
1.44861,2.52873,1.61509,2.95817
3.1114,3.66242,1.3493,7.68784
2.53602,1.54169,4.74564,9.27713
4.86833,3.77432,2.7494,25.25964
4.06302,1.51851,3.48103,10.73851
4.18421,1.09911,3.20731,7.37506
3.07598,1.21266,4.83364,9.01498
2.1125,1.7895,1.34926,2.55032
1.48705,4.2063,4.70479,14.7142
2.27179,3.6192,2.60667,10.7161
1.2618,2.66178,1.48123,2.48745
3.57451,1.28241,2.88011,6.60116
3.45321,2.60813,3.11616,14.03274
3.5771,2.32077,2.28489,9.48414
4.81902,2.23898,2.11712,11.42156
2.58773,2.60467,3.7903,12.77365
3.6252,2.71972,2.14902,10.59414
4.19396,4.27283,3.06635,27.47462
2.20532,2.46775,4.90422,13.34482
2.58952,3.47748,4.30375,19.37763
3.70061,1.08925,3.26061,6.57161
2.81623,1.91258,1.83829,4.95078
2.05208,1.21187,3.04089,3.78112
3.29728,3.65954,4.69129,28.30379
3.49759,1.56216,4.59775,12.56057
4.66765,1.99677,4.84547,22.58045
2.01509,4.11601,4.13073,17.13041
3.18823,2.97185,1.71235,8.11221
2.54605,1.019,1.66774,2.16341
3.63552,1.15002,2.64277,5.52463
3.53859,2.59641,3.92259,18.01961
1.7915,4.95687,1.30201,5.78106
4.43878,3.10144,2.99277,20.60019
2.86608,2.48712,4.80471,17.12471
2.64656,3.35683,1.54878,6.87971
2.97563,3.95344,1.97802,11.63471
1.84028,1.15644,2.14734,2.28496
4.33628,4.8501,3.20136,33.6645
1.33335,1.34014,4.70212,4.20107
2.10689,3.72473,4.63188,18.17456
2.2179,1.37617,4.6713,7.12892
3.9614,2.92488,2.60341,15.08238
1.16873,2.94627,3.10594,5.34747
1.94963,3.06582,2.38532,7.12878
2.2288,4.2278,2.55706,12.04747
1.28716,2.74043,3.56314,6.28425
4.9189,4.81087,3.57906,42.34772
1.45089,3.74131,2.64488,7.17851
1.38662,3.47652,3.67025,8.84641
4.7084,4.55462,2.70909,29.04816
3.34471,4.36425,1.76567,12.88689
1.20841,3.67895,1.65088,3.66963
1.70257,1.5994,1.82858,2.4897
4.86412,2.05877,3.94704,19.76299
4.53669,2.50362,4.33814,24.63662
1.15071,1.56735,1.84818,1.66665
1.11829,1.03582,2.562,1.48386
1.74087,2.53088,1.51653,3.34087
4.10549,2.18218,1.05048,4.70559
2.81487,2.52231,2.59941,9.22784
4.78538,1.47806,3.30621,11.69257
2.41861,1.42027,1.5843,2.7211
4.26699,3.69425,2.57481,20.2938
1.68964,3.54964,1.83482,5.50228
4.21741,4.31628,3.68496,33.53966
3.83557,1.28206,2.91488,7.16686
3.59298,1.95366,4.9059,17.21837
2.2908,1.63124,2.43242,4.54478
1.6892,4.93458,4.26385,17.77066
2.2316,1.22182,3.31949,4.5255
2.56079,2.85789,1.19186,4.36129
1.78964,1.95708,2.51062,4.39666
3.48542,2.30512,3.28485,13.19579
2.78204,3.50206,1.95007,9.49962
1.64546,3.55181,3.08016,9.00078
4.81631,3.30559,4.61228,36.71544
2.57445,1.21445,2.61123,4.08205
1.78562,4.63923,1.24928,5.17448
1.38977,4.58496,1.21318,3.86522
2.70394,4.24675,4.4626,25.62198
4.69877,1.42008,3.95989,13.21145
1.79697,4.48046,1.38124,5.56036
4.07901,1.63531,2.59247,8.64646
4.12594,1.44317,1.52534,4.54127
4.5572,3.12797,3.52029,25.09042
2.87739,2.32008,2.87074,9.58219
1.76065,3.83409,4.17442,14.08969
4.27142,2.08129,1.9963,8.87365
3.66819,3.28951,2.44544,14.75399
2.74306,2.50298,4.91244,16.86395
2.12534,4.55431,1.21077,5.8598
4.73232,4.75959,2.34707,26.43256
4.53697,1.31413,1.38424,4.12654
1.79985,2.04711,1.45363,2.67794
2.09533,4.01011,2.6253,11.02957
1.93444,1.58161,2.94521,4.5055
3.41347,2.52324,3.94478,16.98813
1.90019,4.97642,4.43434,20.96583
1.58652,4.97982,2.55204,10.08132
3.75303,2.55406,4.20008,20.1299
2.72929,2.95684,2.64477,10.67173
4.35723,3.77266,2.85117,23.43425
