1.28677,2.59982,4.64404,15.53603
2.25461,3.05459,4.90528,33.78222
1.13724,4.61023,2.99814,15.71899
1.95267,1.54871,3.43738,10.39506
3.53619,2.41462,3.14117,26.82104
3.14305,1.51394,4.25179,20.23165
1.51266,1.92145,1.74676,5.07694
2.58177,4.16006,2.27899,24.47705
3.40354,2.45471,1.27537,10.65531
4.78955,3.74735,1.45731,26.15602
4.41339,1.51427,2.21515,14.80402
1.83339,1.90535,2.43469,8.50497
2.84815,1.167,3.56617,11.85315
3.58612,1.58145,3.81165,21.61692
2.09426,1.35378,2.83439,8.03598
1.3894,3.46503,4.65046,22.38884
3.07489,2.25991,3.72641,25.89465
1.16437,4.46293,4.31528,22.42425
2.60949,4.66166,3.74647,45.57408
4.90619,3.28696,4.04855,65.28877
2.98048,4.70637,3.67744,51.58439
4.57511,4.65922,2.53655,54.07024
4.68812,2.43987,3.68039,42.09768
3.59166,1.61491,2.6782,15.53418
3.75155,1.17755,2.14726,9.48577
4.1121,1.3178,4.55944,24.70718
2.09576,2.53925,1.36327,7.2549
1.02143,4.7444,2.9946,14.51204
1.40801,3.6026,1.01082,5.12739
1.94452,1.95807,1.11472,4.24431
1.61394,4.69006,3.7853,28.65268
1.69587,3.72313,4.82023,30.43459
1.66795,2.16286,3.91241,14.11424
3.23432,1.77792,1.48044,8.51304
1.6503,1.23914,1.84528,3.77351
4.15537,2.18503,3.62486,32.91232
4.28293,3.57445,3.83916,58.77421
1.13076,2.16567,1.93492,4.73834
2.36186,3.61022,2.91786,24.88017
1.45627,2.61507,4.4738,17.03741
2.917,4.00815,1.63137,19.07363
3.50201,4.90973,2.42354,41.67022
2.99588,4.33777,1.64229,21.34233
4.93247,2.79789,2.55884,35.31331
4.27418,1.07167,4.7499,21.75698
3.01723,2.7737,3.75345,31.41218
4.88762,4.32928,2.19015,46.34325
4.47659,1.85811,3.13751,26.09779
3.27769,4.88386,4.09096,65.48715
4.23511,3.97356,2.51933,42.39656
2.6001,3.29399,4.95362,42.42627
1.02669,3.76404,4.3663,16.87364
3.32257,4.1132,4.21306,57.57728
4.97966,2.96493,4.39547,64.89629
3.79074,4.75947,2.92813,52.82903
4.35323,4.42882,2.42425,46.7388
1.32245,4.38134,3.42306,19.83358
3.56534,3.89301,1.42276,19.74778
2.01976,3.00523,2.62327,15.92281
3.00827,3.02161,4.21984,38.35757
3.87242,2.84581,2.87196,31.64948
4.90738,3.33232,3.83432,62.70256
3.0607,4.16435,1.50181,19.14181
1.52118,2.75067,1.96878,8.23788
1.82333,4.16467,1.03484,7.85813
2.07821,3.29943,2.49552,17.11156
3.60644,3.94414,1.71916,24.45383
1.37311,2.64222,4.68378,16.99307
3.42603,2.85609,2.11011,20.64754
4.37565,1.05108,3.7096,17.06097
1.13201,1.00421,2.48813,2.82844
4.62913,3.45345,4.08068,65.23576
3.67613,1.41374,2.30468,11.97759
2.95738,2.38928,2.74674,19.40843
4.44395,2.87123,3.73136,47.61061
3.96821,3.41832,1.33372,18.09137
4.04113,2.89595,4.85037,56.76359
2.45792,2.44013,4.54972,27.2876
1.4762,2.55283,4.59354,17.31071
4.8548,2.74073,4.24021,56.41891
3.60728,1.91156,4.13785,28.53266
1.81347,1.18225,1.71745,3.68217
3.83846,4.64942,3.88067,69.25681
2.76795,3.46814,3.81804,36.65186
3.73921,2.95574,1.01116,11.17545
1.57177,3.48703,3.37122,18.47703
1.06743,1.35991,3.56275,5.17169
2.85073,4.96266,3.36251,47.57011
2.57225,2.42923,4.11294,25.7
2.25267,1.14222,2.52076,6.48602
4.73431,2.1005,1.81652,18.06422
1.24008,4.05601,1.8793,9.45247
3.24457,3.79539,2.37263,29.21748
1.13987,2.66045,4.29528,13.02566
2.43995,2.3781,1.79961,10.44213
1.71701,1.38627,1.25831,2.99508
2.83038,2.08044,2.70708,15.94045
2.97793,3.03988,3.22944,29.23471
3.35413,1.98343,2.52342,16.78752
3.68777,2.52784,2.95108,27.51026
4.98345,2.66224,3.74033,49.62357
4.20104,1.49962,1.33604,8.41698
3.2164,4.84222,4.69674,73.14951
1.25294,3.86489,4.81009,23.29267
4.65986,1.48227,1.12963,7.80258
4.34879,4.01494,4.89206,85.41609
4.81092,2.65228,4.1539,53.0033
3.34257,1.34477,1.07876,4.84902
3.05797,2.47236,3.94818,29.84985
1.14364,1.75615,3.20254,6.43199
2.82515,1.09288,3.37638,10.42474
1.91031,3.53721,3.057,20.65663
2.17247,2.40613,1.8314,9.57318
3.11654,4.33015,1.92792,26.01744
1.02167,2.73036,3.5097,9.79041
2.73536,3.25907,1.23602,11.01878
2.35374,2.03398,1.27883,6.12234
3.12471,1.48279,1.91791,8.88623
2.91781,2.57767,1.13364,8.52622
3.90481,3.99913,2.89045,45.13683
4.11569,3.67896,1.62344,24.58121
2.90047,4.43811,2.4013,30.91108
4.45806,3.42093,3.93192,59.96456
3.93372,1.17343,3.30634,15.2619
3.10247,3.03504,2.10515,19.82239
3.82056,2.24074,2.44275,20.91207
4.70932,1.98317,3.33982,31.19193
2.12646,1.1517,3.77398,9.24266
3.77128,3.42105,1.06088,13.68725
1.02231,2.52994,1.49557,3.86811
3.77145,4.42154,2.60312,43.40858
3.92231,4.00384,1.24183,19.50201
4.90429,3.56521,4.22864,73.93721
4.3388,2.69097,4.69506,54.8176
2.39681,4.96413,3.59785,42.80756
2.53771,2.46597,3.68565,23.06448
1.24618,2.00428,2.50909,6.26696
1.43524,4.74863,4.57275,31.16524
2.18232,2.26611,4.95417,24.50022
4.18488,4.78333,1.58591,31.74617
4.83298,3.95132,4.51924,86.30235
4.4107,2.52676,1.79567,20.01235
2.69617,4.99696,1.93985,26.13492
