0.05938,0.07546,1.00449
0.42696,0.05191,1.02233
0.09742,0.6724,1.06697
0.65627,0.38629,1.27691
0.65301,0.00961,1.00629
0.63873,0.95992,1.77063
0.34917,0.38982,1.14258
0.39917,0.26274,1.10868
0.1682,0.82105,1.14477
0.13079,0.77675,1.10515
0.7291,0.98929,1.9496
0.1947,0.45004,1.09026
0.85889,0.80688,1.9012
0.3612,0.88984,1.35997
0.86573,0.43286,1.42824
0.66569,0.50926,1.3822
0.42849,0.68832,1.3271
0.014,0.20609,1.00289
0.63186,0.74355,1.55706
0.43977,0.33702,1.15592
0.56824,0.94983,1.65814
0.66109,0.12804,1.0871
0.75339,0.58262,1.51417
0.74166,0.62939,1.55281
0.7181,0.3786,1.29896
0.36452,0.32558,1.12357
0.70129,0.51524,1.41082
0.754,0.5652,1.49672
0.7071,0.89672,1.804
0.74255,0.27285,1.21728
0.86066,0.33636,1.32041
0.54826,0.01696,1.00933
0.45082,0.42364,1.20397
0.3461,0.78331,1.29804
0.89722,0.85365,2.02848
0.18098,0.43262,1.08039
0.22684,0.59036,1.14018
0.86188,0.8401,1.95443
0.39047,0.99045,1.44397
0.4443,0.68893,1.34087
0.84349,0.12803,1.11203
0.05735,0.46668,1.02701
0.41707,0.01811,1.00757
0.76473,0.99002,2.01266
0.78737,0.16999,1.1401
0.63302,0.28974,1.19535
0.37873,0.60034,1.24601
0.90177,0.94448,2.18937
0.09146,0.68811,1.06428
0.40264,0.54657,1.23749
0.15387,0.52146,1.08244
0.94523,0.10509,1.10274
0.06365,0.49201,1.03165
0.50039,0.34033,1.18055
0.72962,0.28668,1.22484
0.20662,0.35385,1.07494
0.82313,0.17926,1.15518
0.30009,0.52366,1.16583
0.38483,0.65325,1.27438
0.21787,0.07528,1.01649
0.74825,0.98418,1.97599
0.41389,0.96278,1.45952
0.43059,0.22859,1.10177
0.27182,0.82826,1.24341
0.62448,0.7184,1.52751
0.62277,0.1222,1.07808
0.33794,0.70912,1.26045
0.79643,0.85465,1.88044
0.12751,0.39529,1.05127
0.60617,0.07493,1.04612
0.14889,0.31961,1.04835
