2.19575,2.61214,2.48766,2.39337,3.88715,1.89625,2.32724
2.52372,2.05406,1.09413,2.23939,2.48833,1.39668,14.10963
2.24657,2.78674,2.72756,2.40089,2.9736,2.39021,36.02032
1.47525,2.25216,1.86286,1.9923,1.09726,3.18349,4.48517
1.94923,1.49957,2.22463,2.6387,2.81023,2.97633,15.30834
2.42522,2.89273,2.006,1.39522,4.04406,1.11087,0.28789
1.75899,2.44913,2.23175,1.47567,2.95134,1.60386,18.02483
1.85862,2.37545,1.32784,2.3487,3.04302,3.02196,15.6822
1.13329,1.55743,1.98726,2.89938,1.26941,3.54718,0.87908
2.52016,2.66847,1.08638,1.58315,2.41153,1.88478,28.213
2.6262,1.22312,1.90355,2.59489,3.68211,1.22162,1.38857
1.05471,2.28276,2.40156,2.51914,4.29902,4.62373,13.70551
1.42534,1.3517,2.54429,1.18737,1.30504,4.43562,0.90839
2.79781,2.40407,2.10785,2.52098,1.02501,2.0122,24.29021
2.98827,2.97374,2.07652,2.31118,2.86908,2.49611,47.70769
1.03997,2.56544,1.50932,1.90728,3.20194,4.98134,6.98099
2.51979,2.03903,2.69763,1.11844,2.71199,4.30104,11.97448
2.96672,1.21562,1.28669,2.74464,1.84351,4.42287,3.82747
2.33216,1.66521,2.98139,2.44283,3.08264,2.84462,28.55159
2.40816,1.42844,1.10623,2.41467,1.80335,3.432,7.49702
1.66371,2.26956,2.67098,2.80329,3.6164,1.91539,2.55863
1.73641,2.97186,1.28951,2.94013,2.93808,3.45607,13.69965
2.23896,1.88234,1.47781,1.99214,3.75251,1.22512,5.15102
1.98974,2.12472,1.95846,1.80863,3.37677,2.93703,27.02911
2.14088,2.23245,2.61026,2.05767,3.2113,1.64929,7.30207
1.89428,2.7707,1.3203,1.44761,2.90361,3.76123,26.99762
1.50159,2.7702,2.63282,1.61271,3.56329,4.33442,29.8841
1.7347,2.89485,1.76071,1.1955,1.69223,3.79454,12.53021
1.57152,2.14378,2.96303,1.11355,4.10559,4.71431,42.61912
1.32557,1.24966,1.32372,1.42086,3.98578,3.31603,9.07787
1.84621,2.45105,2.31443,1.32045,3.31027,3.71104,46.3629
2.63463,2.84898,2.54217,1.44408,2.63807,4.77163,1.95883
1.82099,2.80262,1.9191,2.4308,4.86634,2.67875,4.28568
2.74337,2.69506,2.62281,2.62814,4.22158,1.55831,0.4494
1.92552,2.07974,1.17743,1.68462,3.61394,3.61554,17.58613
2.98838,1.54351,2.62283,2.81638,1.27431,3.62241,0.01102
2.69671,2.91604,2.68515,2.53294,1.1546,1.85916,38.50519
2.75607,1.5089,2.11287,2.55344,4.42543,3.50689,15.63185
2.89891,2.23187,2.46577,1.82022,3.60323,2.06851,13.84745
2.24985,1.61593,2.91337,1.73836,4.44399,4.13332,35.74027
2.13512,2.64242,1.82496,1.9974,1.90685,4.23604,5.1823
1.46769,1.26202,2.67238,2.58291,4.47305,4.4728,12.0412
2.36729,2.08348,1.40488,2.81114,3.57353,1.45141,6.9251
1.29893,1.79034,1.80059,1.80418,3.77338,3.52845,14.34786
2.31571,2.52642,2.76686,1.50601,2.74742,2.66676,67.2552
1.20249,1.44466,1.84352,1.98329,2.97942,4.91018,3.06548
2.96932,2.91002,1.64866,1.13291,2.27961,1.81094,75.15392
1.66296,1.33633,1.46483,2.7234,4.4149,2.77785,4.53467
1.88647,2.71459,1.95529,2.92394,3.562,1.65392,5.66199
2.49518,2.63002,2.45381,1.96234,1.46457,1.06514,47.56187
1.43306,2.18332,2.75567,1.28625,3.1465,2.82298,39.40069
1.38858,1.01476,1.36549,1.86098,1.36303,4.07098,1.75731
2.13162,1.98141,2.13215,1.16394,3.34292,4.84304,18.99202
1.5049,2.58301,2.33208,2.18476,3.5903,1.85328,5.12958
1.57338,2.18554,2.37791,1.04774,4.89668,4.01203,33.41996
2.37517,1.00852,1.90367,2.06075,4.84905,3.99347,11.08934
1.85406,2.60392,1.52298,1.96016,4.98879,1.28116,0.28954
2.05505,1.14568,2.62891,1.18196,4.83961,2.57254,0.09595
2.19465,2.06705,2.71045,2.56036,2.15775,1.66764,25.98993
1.76379,1.71194,2.25704,1.95025,3.20243,3.5358,20.94004
1.62933,1.51243,1.9966,2.26368,3.29916,4.05351,11.26245
1.7099,2.8153,1.116,2.34795,4.67571,3.57954,12.67052
1.01071,1.52163,1.71415,1.83936,1.7255,1.0209,7.96247
1.56945,1.40486,2.52522,2.44597,3.82041,2.33452,3.6963
1.5048,2.19091,1.48576,1.8146,3.01819,3.0877,16.94594
2.62384,1.06842,2.94661,1.83972,2.93635,3.5447,21.42178
1.36035,1.98664,1.79447,1.9126,1.98739,3.66014,7.0382
1.98738,2.45999,2.85702,2.13022,1.43843,1.07998,37.72144
2.08974,2.33842,1.42525,1.31035,1.94569,1.61799,32.79345
2.68633,2.3854,2.21336,1.2861,1.84343,4.90429,0.35758
2.99246,1.56601,1.34899,2.96741,4.14981,1.55035,4.21076
2.71615,2.02757,1.95763,2.4341,4.19058,3.44019,23.17113
2.88725,1.70177,2.40984,2.27621,2.23907,2.7503,28.75397
1.67772,2.65327,1.77986,1.32868,3.35762,3.47297,37.33541
1.71384,2.91089,1.09184,1.54996,1.12233,4.76244,4.67663
1.1544,2.81937,1.29144,1.38163,1.56332,4.69375,3.79099
1.66786,2.30015,1.00191,2.98653,4.99708,2.59564,4.86516
1.80627,2.57896,2.06317,1.05142,2.34791,3.47935,35.65613
2.55303,1.77324,1.50668,2.66671,1.21737,1.45512,15.90007
2.98745,2.64081,1.00644,1.31644,2.01104,4.81494,18.5533
1.16182,2.20139,2.16343,1.3524,1.69728,4.80271,0.10617
1.85206,1.14751,2.52939,1.889,1.98942,4.61995,0.0548
1.25184,1.36118,2.01388,2.16502,4.26369,4.23492,9.95627
1.91086,1.08935,2.52049,2.71149,4.27252,1.62109,0.04292
