2.38893,2.79862,4.83021,1.10499,3.88468,20.91206
4.28807,2.13574,4.16025,1.4601,4.87221,18.27439
4.12385,3.73814,1.08612,4.67027,1.03048,-12.66282
2.87739,3.88039,2.07908,3.74637,3.24187,-0.96428
3.12059,2.90857,3.87206,4.72246,2.86083,-4.84274
2.09892,1.53567,3.56293,3.41643,2.47662,-1.2756
2.98273,1.01984,1.59511,3.03807,3.17339,0.0681
3.47438,2.19072,1.90739,2.12747,2.87028,1.76601
3.32692,4.77255,3.89411,2.85391,2.31059,-5.09439
1.39965,3.57357,3.81393,1.94497,3.0769,3.60819
2.95342,1.87434,2.00954,1.64635,2.85493,2.86041
1.02468,2.64726,2.09572,3.48583,4.32495,0.31641
3.705,2.19829,3.34268,1.27381,1.13423,-2.63019
3.26741,2.73658,1.00685,4.24325,1.10578,-6.01989
1.70555,2.11206,4.1765,1.81293,1.8051,-0.03601
3.51015,3.82717,1.55446,1.55338,2.14862,3.72424
3.117,2.55718,4.07358,1.02811,3.27205,21.65848
4.95976,3.11957,4.8242,2.94857,1.31786,-31.32377
1.13554,2.12594,1.97925,4.14653,4.04089,-0.03012
2.50641,3.07184,3.01741,3.51436,2.84165,-1.56493
1.71677,4.14204,2.53229,2.74234,2.48729,-0.6733
3.04257,3.17583,3.82768,4.48008,3.251,-3.12113
2.48005,3.66805,1.2156,2.00117,4.92359,3.27991
2.80285,1.43258,1.64409,3.65558,3.21675,-0.24636
3.13297,3.80724,1.4337,2.43396,1.03194,-9.54578
2.29368,3.46061,2.0124,4.51722,2.74148,-2.29047
1.86136,4.01964,1.85803,2.51407,1.42691,-4.21298
1.24821,4.07723,4.83063,4.69596,4.57701,-0.13606
4.59789,2.2295,4.76053,4.97288,1.56193,-21.43022
3.73965,4.09828,3.57242,3.8037,3.76605,-0.1439
3.65762,3.85431,1.15494,2.57622,1.2245,-6.97667
3.18763,1.51582,2.11866,1.46002,2.63442,3.12574
4.85174,3.7785,1.78894,2.77973,4.51242,4.53024
1.53594,2.25528,2.7138,3.62906,1.38119,-4.21576
3.70803,1.43442,2.14069,4.89237,1.86333,-3.78329
2.46961,2.83394,2.50227,1.66787,3.95111,6.06769
4.48361,4.48702,4.53227,4.09727,4.39303,1.49824
4.63073,3.14902,2.37968,3.36255,3.10838,-0.84388
1.11817,2.27078,2.79619,2.22957,4.10054,1.45297
2.52324,1.83274,1.27991,2.2993,2.15162,-0.17669
1.86362,2.61211,4.85899,2.2805,1.33919,-7.29056
3.7839,2.16237,1.6349,4.0971,2.85917,-1.41365
