v1,v2,v3,resultado
4.864281555090412,1.9764298226065673,2.8861139489721985,2.20734273161078
5.227320897009324,1.313522811594181,2.5559163697631844,3.78504591069025
5.0494845418703616,1.524566326214343,3.514189686512871,3.1891504267693414
4.966587450178802,1.0051312680029503,2.7647395209759296,4.808803051879161
4.050665264405393,1.0708612137240525,3.1301167542748725,3.64703960316732
4.0206380309936725,1.176170695086281,3.0521500993619384,3.2597674754770534
5.013895528131634,1.842693836203761,2.208478542967137,2.3194986308657293
4.83727325620149,1.6641453853524908,3.230713240297505,2.7392828673775633
4.324780554619632,1.008572428167918,3.176707580832007,4.172423334496586
5.13455029123212,1.0425145129527333,3.5229058310677095,4.843754474532191
4.279036543943805,1.5737654681074118,2.35048271799298,2.367788592257015
5.387874329680695,1.7994054495528893,3.8405362191581442,2.8803488940657784
5.676255533777039,1.7177927082249518,3.2781532001190774,3.1623674069952075
5.658745246236116,1.5870728447776288,2.5964451629830463,3.353946238210844
4.705754806813136,1.5006587959260829,3.004019734718862,2.9562654864332276
4.684353864395755,1.2539945880998151,2.846497073698865,3.5687831895324558
5.971790116277429,1.400993207544094,2.892061485946788,4.121800959847938
4.174338551861597,1.4615236003495125,2.5147786495829996,2.5684611788661265
4.8093893430606185,1.289786472134527,2.415481223907702,3.494647894039267
4.729288309562541,1.8063106936085038,3.2988064735160014,2.4388587361768996
5.747028391097059,1.7555370828319403,3.1409933610275322,3.117123108097494
5.441288197209498,1.8467628503122522,3.3403114520852446,2.792252088430947
4.648299578635431,1.6985459378482837,3.227982368691416,2.5577291085009395
5.408861497033699,1.7797310664096158,2.0464484101386384,2.622925508665662
4.092153175307121,1.548559278815538,3.008403565401152,2.42746628577074
5.286288166768633,1.1047628930738318,2.5101139441849503,4.618416232394609
4.8113730305671165,1.4862272803115366,3.252482437389576,3.0898507850805417
4.892543106457954,1.899954422161382,2.6813428358323153,2.293098034039423
5.4452967589823675,1.7491124363919721,2.0335190609977394,2.7028025829771742
4.618446469318064,1.5543020947925918,2.029593890446322,2.536379632088237
4.528600009816618,1.2126233244743458,2.5454249164160925,3.5247086089983863
4.067456692933963,1.5046349616761756,3.1816672547687164,2.5165016484065195
5.1708548645134105,1.3903158812993726,3.95212618992154,3.633252112148306
4.825854601029781,1.0253150748536886,3.7929574605093697,4.633252830038588
4.463414469389598,1.4193983284605598,2.0312610407520015,2.7379475974312593
5.503772710821857,1.4117089774240625,3.198427470526786,3.7728994004965313
5.0700622066995,1.3165893738470467,2.876812536223963,3.6928212301216607
5.830963283481675,1.6089750953205426,2.566413233531086,3.4110233366661706
5.266745865937528,1.6902747006514338,3.1814870106667756,2.95530445329709
4.559291169879343,1.0638411671437056,3.4021738519722646,4.185025577980114
5.524716719535702,1.4506064158355894,3.146511855758544,3.675354148831986
4.436565624263484,1.5025612057050064,3.7401304546252696,2.830672303488273
5.972764837225703,1.9686788650557245,2.3737889827941845,2.730017722028879
4.9283445513897615,1.51286843580505,2.9671736111251548,3.0807533736327866
5.545799549454413,1.7494037170405723,3.2357920595952168,3.0177746189356767
4.20878425913207,1.1269645096358678,3.932967378638703,3.6481955230512955
5.915407945195792,1.26509433959714,2.731402612477332,4.532195035623464
4.980360512266955,1.547293729143822,3.0441270863130203,3.0488240338781765
4.345388238928224,1.9376019509620002,2.6082867455834746,1.89177142193136
4.883608988122855,1.4599163989426436,3.5230637173495327,3.224084627703121
5.248362048086836,1.7995145645120993,3.9358253019833214,2.805190618901005
5.581260138661788,1.2004990401963136,3.1098543892392643,4.538035978091902
5.44931571713131,1.670862418385231,2.4768371820965456,3.0046269590893537
4.433008060246839,1.9494024319531538,2.1049409242015464,1.7157274898120034
4.723100525942653,1.2608299851241487,2.9184205048541463,3.5880237651278746
4.992645591400972,1.9182823564410565,2.428868619763618,2.2585126505459847
4.44483060340488,1.3989140403187714,3.562885691055299,3.052543271131381
4.597228266939939,1.7320578074395239,2.295386364548261,2.274106794445218
4.442944793206544,1.0071556410656892,2.066924701913306,4.141262631072822
4.162328272908717,1.0079541508240806,2.405123010579781,3.917453039524509
5.669417351351541,1.1487338537784941,2.2611671208081225,4.735763386005863
4.171377602706674,1.4662386342515774,2.413178566565108,2.529612422935186
4.658932843432943,1.2384083981442697,2.364150410632232,3.5195251272944517
5.898064157629699,1.3273342895495657,2.8347109743750143,4.3031172915327796
4.5233131518004015,1.312057058019681,2.5001985851706534,3.2103507136679688
4.407229460259373,1.5550643116749772,3.064632393028747,2.6422237723860924
5.7327520087248445,1.063488109287734,2.9007656899450414,5.280601302511772
4.98301151779268,1.090688239054915,3.522704101335541,4.480798689436079
4.465621579756733,1.485547070755262,2.283211002660011,2.67265016010212
4.252742044208811,1.9399383701828388,2.206590821615345,1.6669584278988734
4.769028844943376,1.2569470004455643,2.1603677128996566,3.504396554815243
5.22225945826283,1.9923490845247998,3.0489678623227965,2.4101415386320792
4.0354502008350135,1.149057986613307,3.2722824024061112,3.378190695434724
5.102289844653287,1.7453802587313667,3.5794611705466464,2.7884477669984586
4.38790749318043,1.031516744449088,2.737607518420437,4.09612541061506
4.777250964121147,1.213422130067165,3.234581257636224,3.815323214330797
4.03654333387106,1.1280566038415003,2.085776223816116,3.2458764851132282
4.488961632212991,1.1111484246321741,2.832409179782257,3.884687720951654
5.2467314159831675,1.9264006547670693,2.6996650838931284,2.4624719114350055
5.2447673585747605,1.904300346464114,2.603957031925713,2.4758608675552782
4.592907218302919,1.0605139702808173,3.7889382354506465,4.250719165158556
5.2922678441535345,1.8787802810690948,2.842923843869982,2.5910557556166642
5.451394044935638,1.1703193199630437,3.2863931029124736,4.558894079506744
4.203229889169843,1.6431361622894385,3.033001153254588,2.3389630600993336
5.128493982120776,1.853010081584364,3.024575934685789,2.565354593868254
5.157500866495791,1.7641956267237928,3.1061963324773867,2.7429030563169476
4.073640781186473,1.2988374491536174,3.553287464367461,3.009177214804551
5.1073990934971105,1.4844717863313406,2.0955455580974847,3.0967487281767485
5.336158631829218,1.3153913355851137,3.378538504582048,3.948699404030413
4.152712436077212,1.9046749353998962,2.1936452603733483,1.6439546185661011
5.4603666435339075,1.328531014008326,3.733937657519934,4.023040495529343
4.542168906015447,1.1784716968166473,3.273218968290446,3.732873210946759
4.708582508103513,1.618069955913213,2.3796352812634805,2.5932933079831004
5.547481154981112,1.5070276781812773,2.835742439484097,3.5104082121472002
5.821905044318629,1.0169509095617772,3.8721868903627654,5.6670818461267425
4.287461643762692,1.232235186441022,3.866411062034144,3.383214329469329
5.290747851519826,1.2827988847367924,2.102172843536727,3.8441012886224826
5.562266674652915,1.72131841509307,2.497003228158966,2.9764089748759686
5.248370251358162,1.6147479100744535,2.8651441747271256,3.0597362951772196
5.677972977002756,1.2796327136048324,2.5338443987879518,4.26044810172105
