1.74282,4.53931,1.28003,1.77722,3.28871,3.06967
4.03215,1.33445,1.24878,3.13055,1.41029,0.76673
4.66204,4.2209,2.73203,1.22896,4.39535,1.94078
1.25343,4.13032,3.64894,2.25818,3.35769,0.40579
3.43863,2.13525,4.13319,2.54261,3.30274,-5.28899
2.97555,4.27732,2.49231,1.10901,4.52132,1.3028
3.2102,3.34261,1.40775,1.21795,1.08401,6.9787
4.08587,1.10159,1.9137,3.10492,4.06778,-2.53274
4.78461,2.97892,1.92726,1.40526,2.24704,3.14681
1.75118,4.26146,3.91185,1.21149,2.63231,0.28177
2.66736,2.3354,4.88859,3.96811,2.07832,-13.00277
4.86235,4.92928,3.47438,2.65801,3.22068,5.83833
3.30581,2.09766,4.25895,2.39198,1.08353,-15.7727
3.06109,2.27647,1.71058,2.8825,1.33491,3.7405
2.99714,3.22827,4.62338,4.40725,2.4418,-7.54693
1.09411,3.97719,4.85201,2.21739,2.23049,-0.95152
3.53431,3.67097,1.52114,2.19727,4.29732,3.88503
3.11318,2.77677,2.8073,4.56243,3.92531,-0.11046
4.7089,4.40154,2.88029,1.32743,2.69657,3.5263
3.05362,2.82688,4.5271,2.37078,1.77823,-6.92189
4.88708,1.22204,2.59128,2.23157,2.99035,-4.99367
1.06007,3.92806,2.57522,2.9662,2.13014,1.99698
1.14118,2.00989,3.74217,4.85287,3.3057,-2.90208
4.53196,3.04426,3.47697,1.18295,1.85713,-1.24913
4.47406,3.23809,2.73101,3.53367,4.92705,1.62713
1.49055,1.67909,1.27042,3.78085,2.47544,0.93036
1.80572,2.03664,4.90355,4.32775,2.07654,-10.78918
3.80738,4.80516,4.62779,2.04189,4.43886,0.31065
1.21052,3.78206,2.03461,3.11258,1.7242,3.81864
3.77294,4.51046,1.77035,4.25063,1.13168,38.83102
3.42954,1.40431,1.06621,1.77844,4.9261,0.41862
3.07457,1.535,1.76361,3.18227,3.63518,-0.6153
2.98388,4.81066,4.88937,4.11992,2.99685,-0.32289
4.7751,3.84258,1.4601,1.62206,1.99306,9.25889
4.92815,2.74893,3.498,4.81293,3.84617,-4.6194
3.15996,1.78463,2.83867,4.80576,4.42308,-3.61889
2.49231,2.59082,3.09693,1.62013,2.70923,-0.75431
1.42386,2.55946,3.24246,2.50657,3.01256,-0.80916
3.05755,2.1372,2.83575,4.89434,3.24343,-3.22299
2.45426,1.83016,4.45835,4.77528,4.55966,-6.75529
