4.44138,1.2482,3.35683,1.69401,3.60019
1.95702,2.32478,3.01921,3.43719,0.55673
4.02532,4.78233,3.21373,3.27765,0.75969
3.29629,2.25457,3.50366,4.81325,1.67338
2.51215,3.5365,1.37174,1.77152,1.0996
2.72054,2.00776,4.48297,2.4109,2.19123
1.01823,3.50686,1.4896,3.67522,3.31213
2.30677,1.82107,4.34557,2.68161,1.73339
2.47559,4.06386,3.1793,4.80991,2.27629
1.69679,2.17291,4.8953,2.78759,2.16082
1.953,4.02321,3.61282,2.48117,2.35932
2.51221,3.57623,1.57518,4.39438,3.01331
3.71875,3.09248,3.19135,4.09629,1.10052
2.37362,4.2984,1.07397,1.6679,2.01434
4.29028,3.60114,2.773,2.92861,0.70649
4.42807,2.21535,1.56294,2.22302,2.30908
1.4525,4.36242,1.29995,3.53854,3.67136
1.07205,4.01362,3.65902,3.33779,2.95905
2.34782,4.17327,3.34821,3.60454,1.84336
1.32441,4.45388,3.89636,2.9023,3.28355
4.24363,1.43846,3.79838,4.98152,3.04447
1.49889,2.63025,2.27328,4.20356,2.23739
1.66506,3.94473,4.09899,2.87639,2.58683
4.61086,3.06387,4.964,2.69861,2.74321
1.20365,4.818,1.55993,2.49757,3.73399
1.67431,3.43093,3.77644,1.26539,3.06449
1.34306,2.45554,2.11474,4.14695,2.31678
3.93968,4.48879,4.45671,4.17033,0.6193
2.72681,3.41128,4.94423,4.58623,0.77244
2.10694,1.77035,1.73954,1.91928,0.38157
2.28972,3.70139,4.006,3.98828,1.41178
3.69961,1.8211,3.6582,1.3733,2.95797
3.19316,3.99697,4.81572,2.1221,2.81099
1.11003,2.14835,1.84962,3.55295,1.99485
1.15045,1.61225,4.78877,1.91182,2.91377
3.7415,4.99285,1.11247,2.29499,1.72169
1.60668,4.61169,3.02086,1.59561,3.32587
4.09668,2.46483,1.28568,1.30466,1.63196
2.15657,1.54386,4.50703,4.72267,0.64955
4.35587,1.0593,3.77691,1.56296,3.97101
1.1883,4.65584,3.71906,1.84378,3.94215
1.37813,1.16404,3.7789,4.3583,0.61768
1.05779,1.15368,3.73251,3.11295,0.62694
4.47911,3.12721,1.37665,3.04865,2.15017
4.81024,3.00333,4.74863,3.14777,2.41406
3.10137,4.45839,1.69242,4.01876,2.6932
3.74781,3.56998,2.7167,4.90418,2.1947
3.69549,1.46089,1.9079,1.64655,2.24983
1.52702,2.57495,1.30638,1.41396,1.05344
1.24373,4.04038,4.79126,1.76309,4.12202
4.4446,4.12602,4.45715,4.57005,0.33799
1.43326,1.2386,4.44964,2.81053,1.65063
3.11813,3.4717,1.20219,4.38283,3.20024
1.00769,1.00889,1.33148,3.55838,2.2269
1.06969,1.62994,1.87708,3.20387,1.44023
2.07695,1.12649,4.71784,3.91035,1.24716
3.00349,4.3474,1.92477,3.1568,1.82318
4.48748,1.25476,1.70186,1.49648,3.23924
1.1667,1.13465,4.9631,1.39167,3.57157
4.72176,4.41597,4.30512,3.83338,0.56218
1.48022,3.47795,4.64932,4.08148,2.07687
4.45607,3.9185,4.40986,1.48742,2.97147
4.19878,1.93223,4.81917,2.91491,2.96032
2.26749,1.89911,1.62652,1.78166,0.39972
3.28454,3.46329,1.38163,4.07002,2.69433
2.87221,4.80747,3.1933,1.24194,2.74828
4.50006,4.62341,2.16259,2.19211,0.12683
4.1386,3.17764,3.11039,3.42942,1.01254
4.0505,3.91244,2.81135,1.70334,1.11658
3.41722,1.51195,1.70736,1.59262,1.90872
4.9821,2.97709,3.05485,1.32827,2.64597
2.71508,3.08256,4.81294,1.27092,3.56104
1.98374,1.4925,2.76621,4.66525,1.96154
2.75695,3.21705,2.75079,1.70855,1.13928
2.57122,1.41675,2.64897,4.18263,1.91962
3.55986,1.61645,4.86047,4.35187,2.00886
4.13006,2.01557,4.1436,4.22924,2.11623
3.55256,3.68885,4.85858,3.52953,1.33602
2.44988,3.64632,1.10773,2.00682,1.49661
2.02126,3.84115,2.47886,2.23536,1.8361
2.32622,1.6838,1.88731,1.40442,0.80367
2.76554,4.73678,3.67593,3.71296,1.97159
3.64344,4.31494,3.29625,3.22781,0.67498
2.60449,2.44451,2.75132,2.95526,0.2592
1.41272,1.79084,4.79682,2.99015,1.84581
1.39602,2.39466,4.6382,4.46491,1.01356
2.83059,2.10433,2.87441,2.82223,0.72813
1.40134,1.29979,3.08659,3.55026,0.47466
2.93289,3.69006,2.19374,4.8804,2.79132
2.74573,3.91259,1.57685,4.64387,3.28149
3.97481,1.07434,4.24455,3.5729,2.97722
2.15774,3.89322,1.101,2.21099,2.06008
4.31248,3.05743,3.95071,4.73682,1.48092
1.8735,2.9271,4.81036,4.33064,1.15767
3.17183,3.68234,3.73931,3.59509,0.53049
2.76092,4.83491,2.74398,4.55981,2.75657
2.64091,1.8066,2.86759,1.54215,1.56616
1.65138,4.49435,4.57141,3.15226,3.17749
2.7858,2.23604,1.97375,3.39855,1.52718
4.46383,1.72279,2.92164,3.31469,2.76908
3.66197,1.11759,2.47501,1.71242,2.65621
3.37331,1.14641,4.20394,2.4768,2.81817
