2.2578,4.16292,2.51812,1.91722,4.11841
2.41834,1.9709,4.7546,3.28537,15.24441
2.43861,1.30502,3.86146,4.82492,18.37911
4.10657,1.36603,1.61849,2.95163,4.34467
3.8589,2.34613,2.44951,4.53045,10.39251
4.53202,1.03678,3.61004,3.42722,12.00225
1.96689,3.29848,2.26498,1.84454,3.68281
2.30898,4.16539,4.25575,2.82905,11.29057
4.33934,1.93512,4.243,2.05996,8.08921
2.2524,1.19648,1.15146,3.08561,3.34283
1.47211,4.39466,2.65278,1.24197,2.80663
1.43303,2.95008,1.67598,3.7806,6.00574
2.29349,1.40174,1.23468,2.45748,2.78554
2.82374,2.97307,1.27206,2.68354,2.78902
3.28393,2.31702,2.6924,3.84782,9.76618
2.1259,3.77852,2.50555,1.97757,4.34313
1.03926,1.15432,1.5384,4.30428,6.5267
1.3129,4.92452,4.03815,1.93419,7.30734
4.54604,2.76656,1.25666,2.0018,1.6461
3.25669,2.86675,1.93818,2.8178,4.75211
1.91642,2.82682,3.92466,1.77213,6.53282
2.89871,3.84804,3.62949,2.86018,9.51864
1.915,2.19689,4.47325,1.343,5.67899
1.09363,3.7833,4.7308,4.28313,19.93518
1.23221,4.38439,2.63363,2.31731,5.68312
4.67138,3.61472,3.55767,4.88638,16.07501
2.77921,2.55102,2.58748,1.54617,3.46298
2.26672,3.21923,1.09119,4.04257,3.85599
4.59679,4.12543,2.53816,4.22684,9.28999
1.72262,3.90309,3.48385,4.34057,14.59316
4.9531,4.11087,1.88351,2.60174,3.45737
1.33631,4.79782,2.8843,4.70404,13.06408
4.05786,1.34113,2.47543,4.17371,9.90471
2.47157,2.29821,3.19739,4.00788,12.36804
4.13699,1.24338,2.27893,1.26414,2.49091
1.59792,4.2506,4.78717,1.36918,6.02882
1.72923,4.09692,2.68289,3.53224,8.92401
2.92896,3.69835,2.77116,1.97339,4.65177
1.00512,2.02495,4.15833,4.69206,19.34963
1.0593,1.62707,3.12276,1.72547,5.25222
4.25116,1.55733,4.81561,4.14431,19.43518
4.04932,2.60634,1.70006,4.87567,7.47744
3.14832,1.80588,3.40128,2.17187,6.94393
1.77232,1.4885,1.85216,4.26308,7.68785
3.1164,2.40824,1.30192,2.00412,2.05738
2.87839,1.83473,4.32536,4.41481,18.6785
3.92642,4.39168,1.92176,2.36049,3.30162
4.99565,1.7427,4.5128,3.00365,12.87387
3.21315,2.54422,3.53342,4.13194,13.95898
3.90443,2.91266,1.22856,1.78583,1.41206
4.83801,4.35254,3.40798,1.72383,4.35754
3.9009,1.04859,2.0152,1.01297,1.73311
1.87886,1.46798,1.54709,3.08942,4.5635
2.55282,4.04669,3.3622,2.26509,6.82317
2.95175,3.51998,3.3927,1.2779,3.56116
2.90072,3.293,1.70861,4.51472,6.97873
1.9679,4.4234,3.98861,1.69084,6.07508
3.66093,4.07872,4.21005,4.9779,19.79142
4.31416,2.17235,1.62512,1.63379,1.97878
3.69375,1.14281,2.65489,2.44849,6.17033
1.26342,4.35391,4.29152,2.51364,10.35553
3.25864,1.64012,4.17682,4.25038,17.33116
3.99349,3.85216,4.59175,4.11918,17.71647
2.37213,1.96566,1.41279,4.72177,6.3067
4.76873,1.58466,3.97169,2.28145,8.47315
4.69327,2.27713,2.04111,4.74338,8.85621
1.03681,3.38786,4.8217,4.03963,19.1997
2.91238,4.36121,3.38678,3.94773,12.38479
2.57768,2.59905,4.18608,3.59355,14.51605
3.62593,3.95722,3.4658,4.57096,14.72763
2.84154,2.84785,2.61069,1.18483,2.49381
3.86031,4.23388,4.2786,2.72345,10.40029
4.45147,1.48602,1.08744,1.71891,1.39196
1.9221,4.82556,3.33476,4.29783,13.60679
3.73722,2.06334,4.00161,1.89576,6.989
2.51299,3.22025,2.64174,1.86162,4.30202
2.51745,4.12991,2.79566,3.90044,10.09788
1.66003,2.01039,2.4481,1.15841,2.57861
1.81445,2.39503,3.4465,3.61703,12.12348
1.45586,4.71024,1.21274,4.86212,5.36762
4.866,2.14813,3.24821,4.34519,13.29863
2.76454,2.33228,2.11968,2.14957,4.06256
