2.10223,1.22652,1.82937,1.72453,-0.01972
2.71405,1.68111,1.58128,2.19537,-0.00038
2.65673,2.33947,2.64586,2.76655,-0.00536
2.42206,1.63751,1.70113,1.37677,-0.01744
1.85191,2.30389,2.64351,2.62471,-0.00445
2.58993,2.51715,1.70478,1.86831,-0.00499
2.96913,2.04135,1.51777,1.64626,0.00412
1.56071,1.48866,1.15162,1.38566,0.03497
1.41676,1.46159,2.404,1.69261,-0.02375
1.51892,1.18482,2.7589,1.44062,-0.03546
2.34261,1.7702,2.01826,1.49976,-0.03653
2.28796,1.85741,1.29551,1.40898,0.0275
2.71904,2.27047,1.48322,1.57452,0.00638
1.89405,2.26845,1.59759,1.53639,-0.00147
2.7528,2.00502,2.94936,2.61872,-0.00342
1.11058,2.70953,1.96016,2.37406,-0.00257
1.17183,1.23246,2.30458,1.82887,-0.01845
2.12279,1.03702,2.98685,1.76709,-0.01349
1.59054,2.54852,2.60532,1.63199,-0.01506
2.2674,1.12412,2.74137,1.90163,-0.02513
1.78744,2.61989,1.4343,2.83482,0.00096
1.60044,2.31788,1.50699,1.93466,0.00145
1.21576,1.88775,2.03533,2.40882,-0.00441
1.5527,2.67289,2.649,2.06115,-0.0066
2.80045,1.44082,1.86503,2.89566,-0.0053
1.91662,2.53115,1.98778,2.55504,-0.00401
2.68881,2.50144,1.19743,2.48677,0.00567
1.43441,1.11656,2.99046,2.40465,-0.00328
1.90091,2.62899,1.22841,2.57393,0.0032
1.37985,2.72056,1.14291,2.20814,0.00425
1.14055,2.9781,2.2246,2.29218,-0.00367
2.04281,2.16731,1.37386,2.30142,0.00354
2.6384,1.08772,1.32558,2.66667,0.00719
1.10993,2.98113,2.69089,2.91856,-0.0014
2.29451,1.69727,1.47043,2.0242,0.00388
1.7204,2.49343,2.472,2.33077,-0.00633
1.34929,1.23515,1.57891,1.83719,-0.00034
1.37552,1.09661,2.93509,1.01381,-0.05767
2.2842,1.83713,1.21448,1.05139,0.08349
