2.50108,3.22482,2.59383,2.55148,1.62891,1.64131,0.00085
3.92144,1.01784,3.50935,1.13795,1.33888,1.91056,0.80047
2.64773,3.06229,2.26634,4.09051,2.53525,2.89272,0.05517
4.39802,4.71561,4.04439,1.40811,2.174,4.45189,0.27428
4.43081,4.58812,2.90193,2.68356,3.21386,3.48516,0.18243
1.15823,2.23739,2.66174,4.21562,4.95792,3.75885,0.30112
3.66823,3.67471,2.20971,2.4862,1.03612,2.93235,0.00477
2.95269,4.58042,2.20934,3.32278,1.21264,4.42116,0.00558
2.80997,3.22541,1.53305,1.53683,2.66495,2.37496,0.84579
1.10099,2.82215,1.67709,4.94402,3.82816,1.08189,0.00387
3.67562,3.5889,3.54141,3.64828,3.65902,2.14932,0.01011
2.67178,4.1638,2.14659,4.18105,2.01573,1.58688,2e-05
2.21127,2.69818,2.96729,3.56435,4.21419,2.76011,0.19017
3.65418,4.17092,3.45691,4.37811,1.82454,2.82613,2e-05
2.47868,3.14051,3.44134,2.96457,3.82045,1.3559,0.00511
3.25089,4.45123,2.76382,3.78436,3.62345,3.15989,0.05573
2.73753,2.30109,1.00506,2.40332,1.14488,3.77314,0.75606
3.89657,3.17611,4.47797,3.1618,3.68367,3.91788,0.17277
1.55607,4.83607,1.44951,1.27261,2.6232,2.31117,0.35726
1.58515,2.11743,1.31334,2.66527,3.44208,1.35167,0.32226
3.75401,3.551,4.40247,4.5482,4.97227,3.88357,0.09448
3.93144,1.40775,2.19982,2.3365,2.19456,3.5565,1.55572
3.00775,1.12235,3.58507,2.89808,1.60623,3.94432,0.4774
3.24641,1.19418,4.12296,2.61625,2.38617,4.19983,0.8978
3.39627,4.95954,1.46018,2.16558,3.10349,1.07245,0.03053
4.5021,3.43194,2.57759,4.67522,3.51631,1.38247,0.00091
4.94157,1.5581,3.90642,1.05723,1.93804,4.41973,2.33131
1.81933,2.99908,1.45446,3.55803,2.92591,3.24839,0.35541
1.25456,1.85288,3.61626,4.54253,4.25354,1.98666,0.03422
4.87673,2.96395,4.9228,4.10518,3.64387,1.18411,0.0
1.81869,3.73221,1.19381,2.14821,4.15616,1.47697,0.38246
1.11392,3.58987,1.11262,2.88414,2.82825,2.85374,0.2673
4.72933,4.92983,1.76062,2.02845,2.60598,1.4833,0.04974
2.10721,1.72393,4.46716,2.12707,3.34162,4.03531,0.62537
3.46558,2.28231,1.85807,1.43007,2.54298,2.87654,1.5126
1.00272,1.87595,4.12929,2.36338,3.36787,4.81481,0.32423
3.84358,3.38691,3.90435,3.58739,4.22901,2.90642,0.08101
1.46157,4.20042,1.82261,2.64883,3.11139,4.69297,0.36448
2.31942,4.05736,3.61836,2.71171,2.87335,1.52764,0.00027
3.51379,4.00538,1.57591,4.54432,1.1174,2.64859,0.00022
4.34136,2.18539,3.41382,4.46528,2.02884,1.99638,0.00116
1.87129,3.19015,4.15971,2.70521,4.79015,4.5624,0.36205
1.93224,3.70735,3.91196,2.58027,3.85096,2.22824,0.02467
4.73278,4.4935,1.27544,2.68324,3.13038,4.26691,1.4966
1.30221,2.63906,3.62606,3.45894,4.87633,3.82952,0.22125
4.9859,3.11218,2.62683,4.34864,3.30452,1.02824,0.00014
4.0843,3.25871,1.92238,4.37391,1.44615,2.45677,0.00183
1.7437,3.07889,3.71549,4.00729,3.56963,1.10962,2e-05
3.72827,4.19512,2.43508,1.97885,2.29375,2.66893,0.13722
1.21156,1.54837,1.99344,1.89515,2.01264,2.22959,0.32902
1.3592,4.50173,4.89718,2.70266,2.44908,1.57008,0.0
3.72209,3.08069,2.41833,2.13305,3.01132,1.17683,0.042
1.12249,4.12225,1.6661,1.21586,2.63368,4.16378,0.52416
1.16609,2.01158,2.30643,4.78757,1.35958,2.95032,0.00459
3.59846,3.64589,3.18164,2.31436,4.06121,2.01316,0.13491
1.98857,1.47446,4.62164,4.4762,3.56894,4.92583,0.35075
1.37547,3.90346,1.30616,3.98952,3.27157,4.84412,0.38109
3.26264,3.17067,4.43349,1.81823,4.29528,3.49247,0.59376
4.6576,3.95494,2.68554,4.65751,2.86717,1.36404,1e-05
1.35033,2.25436,2.0128,2.50335,4.17124,2.63386,0.48019
4.08697,3.61357,1.8042,3.14353,4.54153,2.71152,0.77378
3.07884,2.25647,4.42142,3.43385,2.32086,3.99034,0.07618
4.05656,1.09704,4.59075,2.44797,1.03221,2.5563,0.03793
2.34346,3.16666,1.15158,1.30641,4.85901,1.22194,1.05049
4.18595,1.58577,4.59796,4.22781,3.67542,2.7097,0.18948
2.82005,2.28424,1.6829,3.69027,3.4662,2.72933,0.62955
1.20651,4.55765,1.37682,3.73976,3.10242,4.93577,0.26059
2.19722,4.06999,4.34355,1.585,2.03488,1.18396,2e-05
4.63575,2.41893,2.75618,2.55994,2.86122,1.18956,0.03079
4.10224,2.02088,3.91307,2.39215,4.0382,1.42181,0.15211
4.23943,2.37105,2.40347,4.3798,4.02418,3.32794,0.65751
3.99596,1.80231,4.36208,1.71908,2.09838,4.36317,0.91312
4.59805,4.75186,2.42616,3.53755,4.44545,4.18794,0.51428
3.55261,4.26115,4.9474,4.23772,4.66988,4.76363,0.06404
