v1,v2,v3,v4,resultado
1.0460751064395077,2.674941378765657,2.7974912487895356,1.4856216600429049,-0.059126814959346706
2.5085890482178916,1.5372486095835907,2.5684938584103874,2.9258072154734514,-0.002661181720393808
1.640603665913341,1.448168535347175,1.590007700113625,2.5354216193993797,-0.0002483292060776486
2.611232840426812,1.8804937955890153,1.0602109320000657,1.7542288206810845,0.013578616439576406
2.2660084362336783,1.868451998124912,1.5559829925896171,2.3997012101031134,0.00021098403223595032
1.9286992522859607,1.8968265423349158,1.101619035557523,2.308815306505603,0.007693569890297571
1.937046799332103,1.8752442646781569,1.8605551261665954,2.954733773092728,-0.002453147416737967
2.695395517866402,2.2543874568122844,1.6288673899013784,2.8426560988478577,-0.0005036483927641429
1.2122270534732755,1.0406673735931342,2.0142388093177486,2.948904965020723,-0.0030973400030342817
1.346461778936221,2.942156729690188,1.556548345260707,1.1019872425887451,0.005553260294361933
1.2622204828992085,2.2401494668797852,1.7594863194816623,1.1669912836997,-0.049118084547392804
1.6112794527248804,2.4804983542560546,1.54612749207532,2.8956424126127667,0.00037326485866576956
1.028425808556367,1.0686022663877162,1.4787509223168753,2.0408764913208692,0.0026708572730677624
2.6021828914898206,1.7535078313796535,1.4599424209359904,2.427229935433574,0.0012369033490394394
1.6702393171874104,2.9046294859277944,1.7922573924267755,1.9970279395448842,-0.011170545373107745
1.4224658484303287,2.8782796829080364,1.29474386105781,2.440984600025568,0.008709772846673661
2.9203862553215183,1.7895486317010278,2.1292487333233647,2.712834941042728,-0.0032927006040121935
1.3398944497022005,2.965282700635399,1.8997749994945374,1.2542983354186075,-0.08186008263135393
1.0269995912603047,1.576980601649093,1.6703695822973166,2.8898579053463322,-0.0015024715868873274
1.3924358752674555,1.2675899823100383,1.0962454760652436,1.862370921527386,0.013674757723194387
2.4383245060324024,1.4935651174759292,2.8929952123014044,1.581042839096972,-0.008824027649149519
2.472949336796713,1.7482563006089973,1.144857777824827,2.3873196154589342,0.004667200229192729
1.3645356558635704,2.952040237249307,1.1942781499739976,1.042551808145858,0.1558444414563593
2.144457780359911,1.7055774387007052,2.065570434992296,1.980290994498442,-0.010217372737373085
2.092832107626953,1.9408013569563392,2.483954317170517,2.186012516305511,-0.01025263592614171
1.887391005487582,1.6835986789525015,2.3152479777863366,1.7766803303545209,-0.018922228639583753
1.6159462493405516,1.299470175129834,2.324224076164505,2.3838520601787563,-0.007071222514759136
1.966291278587536,2.476479629788586,2.145148172937024,2.564759540353135,-0.008128949537365005
1.807430179583915,2.35155494784782,1.4359503927905917,2.3670175231226778,0.0031200457676194794
1.9029584881691852,1.6801847722278627,2.8275033670788945,2.6132515006535026,-0.0034705676315476136
2.2672515999471083,1.0510474719594445,1.636872226020845,1.165438919909652,-0.004606209701090315
2.586775087748554,2.736851846864803,2.127156931616982,2.055997095164228,-0.013033262883761387
2.19529860764866,1.6108477666350896,1.1054892526396543,1.487512355179821,0.021341642865831924
1.0216861946347935,2.987314786033239,1.7316946959252975,2.1905829310602183,-0.01050088561909853
1.0205010992642363,2.4473540070104347,2.758888953888996,2.2194757104759515,-0.018140143935150323
2.3724387427330154,2.461100407225919,1.6941929331310182,1.7301297413936916,-0.005841109433257516
2.6510551079677063,2.7523690510783876,1.577085754995946,2.9812384126678673,-5.8831359779699535e-05
1.6451719105988416,1.4559485344591385,1.9569547672402126,2.1331944557645666,-0.00759370452004052
2.8977491342101382,1.4468475615399292,2.1435796018682707,1.8148779869726546,-0.009082235355347733
2.273387439678638,1.7883327748073812,2.1063800768537773,2.2853853893570517,-0.006904845164154436
2.8090154903163045,2.6777232677260105,1.3539739283655021,2.568005097828949,0.0028232006240943982
2.7474756271010925,2.227084906275561,1.141620000067114,1.1537412806534795,0.047678333218239353
2.0094099684771063,1.8604817384949779,2.712215336994635,1.0056997274136499,-0.0822519177473845
1.4592078973083844,2.471115012439733,2.3501301946570665,2.3713591892488797,-0.015157696766976956
2.3887632557186116,1.006193756223723,2.343512772375437,1.9203367312736508,-0.007097706381943598
1.108830954980369,2.4381530138778253,2.7555988898282937,1.6376965942874895,-0.04168297395077255
2.8271088313954147,1.1054741548563516,2.043629288815851,2.6314439353958132,-0.002077137924785865
2.7002389914444374,2.165446973290182,2.7683342444844676,1.0625804492448223,-0.054183377667421054
2.642609822739832,1.8729738838832557,1.78209747234635,2.4650055922149905,-0.0023166124292174945
2.805744832252898,1.1135044955230105,2.8947313973615083,1.9063598041962515,-0.0032404386993290057
1.8691000185049447,1.8382764456189198,2.164939545295926,2.1407670981383315,-0.011101287740607972
2.4024612883087135,2.372255443946445,2.0824443520973634,2.8118684101948546,-0.00452659961625513
2.6420117343477747,1.376688772377771,2.5916712543429123,1.7400356271046262,-0.010520878650263646
1.723625031511011,1.6259071774759792,2.968974790062875,1.9529707906037932,-0.005115654546714072
2.0897216293493637,2.8733213534374853,1.3888076165416716,2.0762507316943077,0.006528002452359866
2.387782602534719,2.479580800448039,1.0894850838975805,1.896875185543095,0.014904905701800572
2.581691528545245,1.4025321545547043,2.02380368064114,1.3931757040937345,-0.01887449575276374
2.7537692019810693,2.9077323221347404,2.3330904290297405,2.1787777166357545,-0.01217322614511886
1.6030011822123136,1.5229418841416544,1.5456460165387116,2.7900574444888377,0.0002625316310110446
1.108847676280153,1.146717208644805,1.513837150461946,1.659460036389088,0.0030705727731830204
1.4285811189114603,2.065442706135044,2.8944671023931097,2.3968646398710667,-0.005945366495551595
1.4831061271300046,2.0484584199129188,1.3745847720159514,1.354929413096976,0.025347580059698005
1.4351677828995621,1.02287324819202,1.2275396628880986,2.3330060603443377,0.004246542585248973
2.69908271798169,2.8783701661021226,1.1139740193047487,1.7997374220936058,0.017288783845101255
1.7655048926902435,2.692710020543181,2.637220827607086,1.3205164465674046,-0.0668997708702821
1.7260925015815174,2.6889157294328054,2.9634951728408288,1.5228437207962096,-0.018360885387627396
1.2000696615133215,1.6763858713964224,2.8021469351727593,1.1927572781240112,-0.061702730918423196
2.056652672553784,2.7452036397013244,2.938050805461591,1.8128008624701475,-0.010589280367940218
1.7070154246504998,2.3200454167325244,2.4563345109810895,1.9840031279673027,-0.020358430156441384
2.3242333625418743,1.3685087775262685,1.972839890159355,2.9658986913679772,-0.0019401352043854957
2.874945287534538,2.9555124300363342,1.5077811612423986,2.689566674479801,0.0007927977842565326
1.2377632521421644,2.185966701565941,1.752031032768088,2.2174024866493633,-0.006856038209631327
2.5806461026423424,2.2592619958906797,1.5007568580295314,1.7845841687245583,0.002567202019601922
2.9896305509472105,1.0385821924697787,2.016373859136212,1.3818424032258547,-0.012223516258408257
2.290989965519033,2.9388166627917176,1.1619366992556985,1.3056295447032893,0.05019361221637517
1.2636754687041813,1.1641169048142397,1.2104707095918716,1.2087979242268891,0.04108113411215464
1.7433763484182105,1.3198578984298048,2.7339265426606816,2.141173820959505,-0.006701395296039384
2.1973009789416276,2.555294623556435,2.7326762071219233,1.2248649043617834,-0.0551178369651902
2.3529566898657803,2.743972783227761,2.599017336238375,1.21416175568241,-0.06877861894570576
2.8069124837953043,2.892766871678506,2.9220790606871576,1.3143277085121376,-0.02303054916596508
1.650218947694796,2.2350270954200875,1.102007633213305,2.705193197030413,0.00658311094140905
2.3827868468541995,2.520097591060922,2.509520916120962,2.552539460723265,-0.0072368275275365495
2.2885248786727432,1.4590975732347324,2.9752983719351134,1.2573340798346133,-0.012500547053997491
1.6646592898131085,1.883153299552884,1.6530095910036662,2.0062099138727625,-0.0027373213149036106
2.8844604568319987,1.9402419847533505,2.3214301073683536,1.4276161127937093,-0.02752883227534102
1.8965256619828934,2.198947066904582,2.296497998212782,1.9743326807304078,-0.017855569073304895
1.0172026004116603,1.7331414813500359,2.8944838572021236,1.4718485741572396,-0.030255968736975433
2.841462534908711,2.4385888689718556,2.6552295299831994,1.2380645014685496,-0.044611933429844194
1.2158980049823704,2.9557023645082747,2.636750856317221,1.6175184677236014,-0.058050778959998654
1.2285505066135478,2.4076902744292648,2.024114682053507,1.7382071137141193,-0.035075121519500936
2.5197985509521352,2.696653816105859,2.416345950814857,1.2120991904256764,-0.07121573320182749
1.0196031270321755,1.370512792282761,2.773563669184803,1.3967829671728584,-0.03952842529103655
2.985671785634053,2.2962426297946443,2.4575109794792906,2.97495357501883,-0.0034153777330987417
2.6556101035331428,2.8001344813525364,1.3887994854498582,2.1901745197055282,0.0042650182292898325
2.843669559235801,1.4444640387658452,2.7095878111588663,2.654887225728382,-0.0024640123322765516
2.5410626370542104,2.3244924403808898,2.562502356763034,1.5671240650616969,-0.025990526018910515
2.056288843438934,1.8972289277863952,1.569288060072651,2.21886390512092,3.041112620322705e-05
1.2572895587704065,1.3286466987158847,2.9687463103293448,1.7618380105766005,-0.007815615706940632
1.0038675128820076,2.0867315570298914,2.0127961501226017,1.7317618043183018,-0.03694404948110811
2.276110026758551,2.3011996880468772,1.2618331064879793,2.98516653210852,0.0026283003080461113
