v1,v2,resultado
1.83935,0.04974,-21.19379
1.68032,0.02283,-8.79212
0.63290,0.29957,-67.68402
1.20181,0.09288,-26.72230
0.60168,0.23328,-42.40493
2.74214,0.04581,-29.04262
0.83672,0.18732,-43.02808
1.29757,0.01537,-4.56496
1.83445,0.07953,-34.50085
0.71940,0.09247,-15.91818
2.45754,0.13612,-84.36933
1.98834,0.09004,-42.74048
1.61885,0.17079,-73.65943
2.55069,0.03932,-23.11628
1.56703,0.09194,-34.45704
1.25723,0.02321,-6.68830
0.75691,0.14500,-28.03951
1.34206,0.22747,-91.03118
0.63800,0.13272,-21.25355
1.60052,0.12725,-50.74244
2.06147,0.13189,-68.16346
1.01935,0.05003,-11.81514
0.74661,0.33646,-99.67316
2.36894,0.13024,-77.17961
1.62178,0.11310,-44.89038
1.81061,0.15046,-70.18598
1.00101,0.13134,-32.93761
2.66591,0.07125,-44.61785
1.91180,0.18820,-98.94242
0.98480,0.09335,-22.01824
2.65346,0.02235,-13.58920
1.61075,0.16855,-72.04736
2.26146,0.15182,-88.63849
2.50304,0.04666,-27.01275
2.17140,0.15267,-85.69957
1.57900,0.07027,-26.04418
1.63585,0.02575,-9.66373
1.86255,0.05030,-21.70894
2.20042,0.11659,-63.05192
0.98265,0.16395,-42.41974
2.31509,0.09287,-51.46958
0.67370,0.29116,-68.43941
1.68098,0.05668,-22.15951
0.70463,0.26329,-60.21014
0.85377,0.07655,-15.41686
1.26857,0.07818,-23.42639
2.43281,0.14663,-91.36090
1.38021,0.20098,-78.20755
1.55978,0.02696,-9.65039
0.93165,0.10235,-23.05261
1.38172,0.07514,-24.46223
0.68113,0.16734,-30.18646
1.30119,0.11362,-36.20292
0.51626,0.29267,-52.93224
0.80894,0.13573,-27.67601
2.54569,0.13620,-87.45011
2.72577,0.09384,-61.29269
1.79824,0.13416,-60.67386
1.24066,0.12818,-39.66821
1.32255,0.04975,-15.24083
1.10760,0.03804,-9.70519
1.02905,0.20923,-61.73384
2.67769,0.02442,-14.99511
0.71283,0.25319,-57.13751
1.27827,0.01181,-3.45428
2.16037,0.13547,-73.74086
1.27866,0.24058,-94.51363
2.49722,0.00040,-0.22793
1.71718,0.09647,-39.80090
2.90764,0.07372,-50.44606
2.73246,0.10622,-70.46752
2.10098,0.14576,-78.33165
1.30165,0.19826,-72.36459
2.03273,0.04803,-22.59328
1.44775,0.18992,-75.86084
0.74196,0.07878,-13.81336
2.67556,0.08474,-53.86460
0.92042,0.19787,-51.02859
1.00589,0.14211,-36.36329
1.64290,0.16598,-72.04811
0.63966,0.25375,-51.45611
0.65135,0.17431,-30.43524
2.91695,0.13321,-97.59872
0.89310,0.13061,-29.19316
1.42156,0.07263,-24.28111
0.98677,0.22936,-67.77648
1.65965,0.04120,-15.77152
0.77183,0.03084,-5.46963
0.65041,0.04195,-6.29675
2.09045,0.08804,-43.85322
1.03443,0.20618,-60.76977
1.07451,0.23028,-74.25232
2.44361,0.05367,-30.44686
1.16791,0.01894,-5.06623
0.88681,0.18677,-45.42342
1.03066,0.20706,-60.91457
1.22400,0.21144,-74.54990
0.86250,0.12996,-28.02794
1.66048,0.08997,-35.66327
0.73907,0.20040,-41.70781
