v1,v2,resultado
1.23233,1.22108,0.26495
1.92245,0.86471,0.39994
1.73256,1.68421,0.37471
2.18936,2.66670,0.47378
1.85357,1.81043,0.40099
0.64583,0.37729,0.09041
1.73018,0.92155,0.36346
1.72251,1.55713,0.37233
0.93197,1.06983,0.19886
2.10413,1.97563,0.45528
1.38797,1.11917,0.29709
1.03518,2.24603,0.22401
0.80988,0.19579,0.05563
1.46587,2.77770,0.31721
2.38376,2.20416,0.51583
0.55454,1.01405,0.11778
2.01280,1.00486,0.42714
1.18247,0.54098,0.21082
1.63587,2.40076,0.35400
2.98805,2.97469,0.64661
1.84126,2.72364,0.39845
1.56240,2.23677,0.33809
1.30420,2.34661,0.28223
1.28875,0.70373,0.25557
2.01018,1.14156,0.43078
2.23505,1.14907,0.47914
0.68511,1.35351,0.14777
1.48512,2.79923,0.32138
2.61261,1.74679,0.56513
1.26343,1.29432,0.27219
1.25676,2.35573,0.27196
2.41723,1.60759,0.52263
2.15248,0.41575,0.32522
1.00587,1.11461,0.21524
2.20253,1.76242,0.47645
1.19277,1.90043,0.25807
0.65381,2.81849,0.14148
1.88225,2.47202,0.40732
1.25836,1.44837,0.27176
0.98870,1.48591,0.21360
2.96184,2.51949,0.64094
1.17877,0.54334,0.21063
2.75861,1.30421,0.59444
1.71082,1.74820,0.37007
2.85381,1.43290,0.61623
2.05253,1.34376,0.44264
1.90801,2.65523,0.41289
2.30225,1.34381,0.49649
1.68014,0.61197,0.31708
2.69968,2.82732,0.58421
2.74292,1.59197,0.59301
1.25098,1.87484,0.27066
1.18836,1.95801,0.25713
0.76138,2.14491,0.16475
2.24130,1.72866,0.48480
1.14907,1.47921,0.24823
1.86293,2.46174,0.40314
1.68550,1.65429,0.36450
2.82796,1.51997,0.61113
1.27200,0.80047,0.26074
2.40726,2.17774,0.52091
1.90935,0.67901,0.37440
0.86205,2.15563,0.18654
1.96258,0.89400,0.41048
0.74812,0.86274,0.15558
2.25618,2.53576,0.48823
1.03929,1.37635,0.22425
0.98913,0.31090,0.11611
1.73543,2.87163,0.37555
2.54097,1.86322,0.54974
2.19660,1.05911,0.46834
0.68465,1.81883,0.14812
1.99563,0.13685,0.08263
2.82114,1.35191,0.60848
1.22130,2.41616,0.26429
0.51389,0.22454,0.04201
2.77920,2.79749,0.60142
0.91053,0.75506,0.18412
1.36979,1.92864,0.29638
2.13410,0.91532,0.44789
1.76926,2.18773,0.38285
1.05448,1.91597,0.22815
1.01428,2.58570,0.21949
1.90168,0.12106,0.06527
1.33783,1.87242,0.28944
2.28869,1.91060,0.49519
0.74726,1.97633,0.16169
0.69291,1.01339,0.14717
0.89295,0.25202,0.08373
2.57660,0.43396,0.40160
1.72297,0.42591,0.26498
0.89119,0.69461,0.17603
1.13053,1.87612,0.24459
1.18382,1.48734,0.25576
1.74915,2.84208,0.37852
1.86245,1.79962,0.40291
1.35381,1.03194,0.28801
0.55843,1.58995,0.12073
2.03561,1.49688,0.43982
1.57285,1.58920,0.34004
