v1,v2,resultado
0.87722,0.19941,60.50330
1.56179,0.03328,14.46940
0.64812,0.06839,12.70359
1.49801,0.06483,27.74570
1.40818,0.15202,67.95859
2.82790,0.02195,17.05170
1.81926,0.06195,32.12382
1.19791,0.18981,77.16840
2.20679,0.08023,51.29085
1.33945,0.19172,87.47935
1.31743,0.10261,40.09547
2.80564,0.05754,45.84373
0.74707,0.26563,79.79724
1.71339,0.14658,79.04920
0.74309,0.12682,28.81795
2.07465,0.09124,55.44525
2.85561,0.06942,56.86489
1.11828,0.04138,12.97349
2.37902,0.13261,97.25604
1.44693,0.03997,16.19647
0.54977,0.32707,85.53083
2.86244,0.10122,85.80399
1.71052,0.03365,16.02946
1.04396,0.17734,61.37590
1.69116,0.01641,7.54338
0.59556,0.21186,44.77719
1.75170,0.01495,7.08604
1.96643,0.13288,80.58176
1.87130,0.03326,17.32878
0.53829,0.30810,74.70264
0.98246,0.01105,2.89209
0.50846,0.26459,53.95751
0.76973,0.29525,98.78929
0.82754,0.00871,1.88920
2.13882,0.10223,64.82695
0.50854,0.15224,24.58577
1.91429,0.15338,93.41576
0.71864,0.00730,1.35447
1.74605,0.01135,5.28674
1.89724,0.10481,59.12764
1.66935,0.02260,10.37538
0.60345,0.04635,7.87317
0.59294,0.09722,16.99363
2.73513,0.08679,69.21508
0.87036,0.08471,21.45153
2.64332,0.06155,46.35703
2.27572,0.11950,82.35149
0.63964,0.10009,18.93386
1.16475,0.09466,32.41161
0.96373,0.11414,33.08050
1.10718,0.04769,14.87928
2.63246,0.07535,57.20485
1.57915,0.00926,3.85285
1.79857,0.04780,24.22815
0.83717,0.03913,9.16662
1.98763,0.01496,8.04989
0.99818,0.10195,30.16002
0.80348,0.16032,41.45203
0.70750,0.29525,90.79989
1.28071,0.04999,18.07208
0.60808,0.18564,38.00534
1.35671,0.00040,-0.08314
1.78682,0.03250,16.15394
2.10793,0.04293,25.39916
1.95357,0.01159,6.04940
0.78900,0.00100,0.08645
1.24920,0.11384,42.75414
2.36632,0.00317,1.70214
0.99170,0.23902,89.35174
2.05118,0.07489,44.27693
2.01841,0.00369,1.74896
0.65893,0.10848,21.34889
1.29226,0.03583,12.91964
1.20409,0.22529,99.10955
0.88064,0.06373,16.01900
2.96931,0.06525,55.37802
0.86770,0.24540,81.48422
1.41782,0.09620,40.16371
2.57712,0.06215,45.65610
2.27786,0.12081,83.46936
0.91731,0.11108,30.52757
0.74166,0.29821,96.92535
0.75708,0.06544,14.16307
0.51213,0.28343,61.12387
1.53172,0.17141,86.11734
2.19416,0.13197,89.18507
1.28004,0.06469,23.65484
0.65962,0.24107,60.22967
1.39750,0.19673,94.58276
0.71017,0.10910,23.15634
2.69934,0.08232,64.50388
2.13146,0.10057,63.42985
2.73736,0.06019,46.89273
0.54000,0.09765,15.55219
1.25354,0.20443,89.54122
2.65744,0.07921,60.92414
0.79969,0.23075,68.24968
1.38101,0.04438,17.22538
0.52099,0.11039,17.21642
2.29203,0.10074,68.33741
