1.31155,0.26171
3.01389,0.44890
1.92538,0.34227
3.36872,0.47657
3.70725,0.50049
3.97659,0.51801
1.54262,0.29425
0.58313,0.13614
2.44557,0.39794
2.08990,0.36096
1.87302,0.33609
2.33468,0.38688
3.24563,0.46729
2.13728,0.36614
2.44755,0.39813
3.03527,0.45065
2.09516,0.36154
0.89967,0.19559
2.85813,0.43581
1.02126,0.21631
3.95773,0.51683
0.66669,0.15268
3.29208,0.47083
1.77276,0.32392
0.59368,0.13827
1.15023,0.23715
3.09080,0.45514
1.84731,0.33301
1.60281,0.30226
1.07073,0.22444
2.87757,0.43748
2.40885,0.39432
0.70137,0.15935
2.84833,0.43497
1.72555,0.31804
2.30493,0.38384
1.18194,0.24210
0.63342,0.14617
1.85310,0.33371
3.25591,0.46808
1.09978,0.22913
1.30344,0.26051
0.74591,0.16777
3.47471,0.48430
2.74926,0.42629
3.20019,0.46378
0.63477,0.14644
3.73585,0.50241
1.51449,0.29044
0.63684,0.14685
0.96229,0.20640
0.71162,0.16131
2.54525,0.40755
2.38519,0.39197
3.61016,0.49386
1.00274,0.21322
1.53531,0.29326
1.84721,0.33300
2.32399,0.38579
1.45166,0.28178
0.92322,0.19969
1.28079,0.25715
3.30864,0.47208
1.61946,0.30444
1.39274,0.27348
1.05414,0.22173
2.77542,0.42861
2.10078,0.36215
1.72859,0.31842
3.48286,0.48488
0.87577,0.19139
2.00977,0.35199
0.68359,0.15594
3.76874,0.50460
1.20346,0.24543
3.73940,0.50265
1.31738,0.26256
3.89164,0.51262
3.74771,0.50320
0.81989,0.18140
3.70923,0.50062
3.26522,0.46879
1.73896,0.31972
3.03282,0.45045
3.63407,0.49550
2.79915,0.43069
2.11038,0.36321
3.57057,0.49110
1.00677,0.21390
2.78656,0.42959
0.80752,0.17915
3.88432,0.51215
2.42396,0.39582
2.83241,0.43359
3.74630,0.50311
2.86844,0.43670
3.91579,0.51417
1.54099,0.29403
2.41313,0.39475
3.34800,0.47503
