2.98677,1.11619,0.45125
1.63104,1.16337,0.37776
1.20164,3.35511,0.76495
2.92731,1.56323,0.49473
1.20487,2.93154,0.69814
1.61123,2.25705,0.56850
3.65145,2.25993,0.59674
2.78379,0.63256,0.40392
3.52950,3.57923,0.73754
3.67812,3.39453,0.71854
1.50884,3.01527,0.69514
3.11788,2.95861,0.66733
0.68358,1.39738,0.41940
1.49222,1.20989,0.37938
3.19756,1.67167,0.51811
3.25716,3.41387,0.71975
1.94761,3.27378,0.71731
2.63835,3.20167,0.69670
3.17225,3.02275,0.67515
3.01761,2.91638,0.66170
1.02463,1.89141,0.51502
1.34384,2.08618,0.54296
1.92414,1.14573,0.39092
1.90413,1.18918,0.39616
1.19241,3.42168,0.77558
3.37364,1.76761,0.53526
3.07855,0.53327,0.42430
2.91929,0.69438,0.41701
2.84979,2.51167,0.61011
0.83715,2.90018,0.72330
2.88166,3.38127,0.71704
1.40960,3.93368,0.83151
0.61208,3.68890,0.87660
2.20314,2.10188,0.54475
0.80957,0.92301,0.29661
1.89821,1.25191,0.40526
3.18985,3.18355,0.69375
1.75613,0.59609,0.31062
1.56200,2.34962,0.58513
2.56646,3.30958,0.71074
1.38701,2.61942,0.63640
2.34072,3.92382,0.78953
3.75115,1.18791,0.49925
2.13924,1.48868,0.45149
0.98151,2.13076,0.56649
1.76800,1.52046,0.44316
1.70166,2.96235,0.67976
3.47892,3.59836,0.73957
2.92160,2.23667,0.57663
1.09353,3.76765,0.83339
1.11379,1.53473,0.43708
1.52155,2.13271,0.54813
0.99290,2.20025,0.57970
2.97623,1.09421,0.44867
3.71926,2.78347,0.65426
0.92748,0.73663,0.25870
2.30418,0.86046,0.38202
2.15993,1.29349,0.42458
0.63010,1.91058,0.54824
1.56231,3.72768,0.79497
1.36541,2.96779,0.69462
2.67632,3.63241,0.74853
1.38707,3.06054,0.70808
2.62807,2.60773,0.62027
2.61406,2.32192,0.58201
3.61500,3.79053,0.75928
1.32257,1.51578,0.43310
1.16169,2.43780,0.61511
1.41393,3.51825,0.77463
0.87187,1.14414,0.35056
3.09554,1.43075,0.48783
0.56976,3.76482,0.89364
1.21203,1.23294,0.37440
3.76627,2.16326,0.58961
2.90114,2.63170,0.62584
3.23210,1.63642,0.51568
1.19327,3.58394,0.79917
2.43094,2.59941,0.61808
3.38880,3.39126,0.71734
2.38619,2.57110,0.61401
3.65478,3.65381,0.74529
1.96829,2.04456,0.53300
3.37971,0.72858,0.45107
3.41538,3.73855,0.75445
3.70796,2.15815,0.58746
3.04419,1.46831,0.48939
2.47140,1.06672,0.41466
3.09577,3.31083,0.70822
2.71374,1.45933,0.47298
3.88771,2.00683,0.57738
3.54777,2.31816,0.60050
2.55342,2.94213,0.66400
3.76749,1.19902,0.50089
3.45019,1.46633,0.50792
3.56544,1.53912,0.51993
3.56778,0.91803,0.47181
0.81589,3.73154,0.85648
2.21627,1.57897,0.46763
2.00343,1.86936,0.50574
1.73060,2.47047,0.60216
