Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
15,Cain * (-1 * exp(-2 * t) + 8.455 * exp(-5 * t) + 12.3315 * exp(-6 * t) - 20.045 * exp(-5.7 * t) + 0.26),"add,sub,mul,div,exp,constant,variable",(0.007 + (212354.078 * (((0.512 * X1) * ((3.404 * X2) - (3.406 * X2))) * (exp((2.957 * X2)) - ((6.283 * X2) - (3.416 * X2)))))),217.450575872024*X1*X2*(2.867*X2 - exp(2.957*X2)) + 0.007,0.020827205048061476,,4.309902191162109
24,Cain * (-1 * exp(-2 * t) + 8.455 * exp(-5 * t) + 12.3315 * exp(-6 * t) - 20.045 * exp(-5.7 * t) + 0.26),"add,sub,mul,div,exp,constant,variable",((-0.014) + (1004.183 * ((((-0.153) * X1) * ((-1.291) * X2)) + (((0.329 * X1) * ((-1.291) * X2)) / exp((((-1.886) * X2) * (1.555 * X2))))))),-426.515683237*X1*X2*exp(2.93273*X2**2) + 198.349238709*X1*X2 - 0.014,0.022704052290628572,,4.524026155471802
9,Cain * (-1 * exp(-2 * t) + 8.455 * exp(-5 * t) + 12.3315 * exp(-6 * t) - 20.045 * exp(-5.7 * t) + 0.26),"add,sub,mul,div,exp,constant,variable",((-0.013) + ((-219.636) * (((2.951 * X2) - exp((3.006 * X2))) * ((2.284 * X2) * ((((-1.725) * X2) * ((-0.018) * X2)) + ((-0.455) * X1)))))),501.648624*X2*(0.455*X1 - 0.03105*X2**2)*(2.951*X2 - exp(3.006*X2)) - 0.013,0.06183163416469848,,4.207953691482544
27,Cain * (-1 * exp(-2 * t) + 8.455 * exp(-5 * t) + 12.3315 * exp(-6 * t) - 20.045 * exp(-5.7 * t) + 0.26),"add,sub,mul,div,exp,constant,variable",((-0.118) + (912160.312 * (((((0.924 * X2) + ((-0.924) * X2)) * ((-1.098) * X1)) / exp(((-0.318) * X2))) / exp(((2.493 * X2) * ((-1.654) * X2)))))),-0.118000000000000,0.09343270121185145,,5.027946710586548
2,Cain * (-1 * exp(-2 * t) + 8.455 * exp(-5 * t) + 12.3315 * exp(-6 * t) - 20.045 * exp(-5.7 * t) + 0.26),"add,sub,mul,div,exp,constant,variable",(0.060 + (57.037 * (((((-0.862) * X1) * (2.414 * X2)) / exp((3.772 * X2))) + ((((-0.862) * X1) * (2.303 * X2)) / exp(((-3.459) * X2)))))),-113.229053882*X1*X2*exp(3.459*X2) - 118.686468116*X1*X2*exp(-3.772*X2) + 0.06,0.09656919532116198,,4.654035568237305
23,Cain * (-1 * exp(-2 * t) + 8.455 * exp(-5 * t) + 12.3315 * exp(-6 * t) - 20.045 * exp(-5.7 * t) + 0.26),"add,sub,mul,div,exp,constant,variable",(0.069 + ((-365.582) * ((((0.318 * X1) * (1.000 * X2)) * exp(((-3.961) * X2))) + (((0.318 * X1) * (0.996 * X2)) / exp(((-3.408) * X2)))))),-115.790055696*X1*X2*exp(3.408*X2) - 116.255076*X1*X2*exp(-3.961*X2) + 0.069,0.10860111384897228,,5.332583904266357
25,Cain * (-1 * exp(-2 * t) + 8.455 * exp(-5 * t) + 12.3315 * exp(-6 * t) - 20.045 * exp(-5.7 * t) + 0.26),"add,sub,mul,div,exp,constant,variable",(0.074 + (75.734 * ((((2.845 * X2) * ((-0.540) * X1)) * exp(((-3.971) * X2))) + (((2.835 * X2) * ((-0.540) * X1)) / exp(((-3.404) * X2)))))),-115.9411806*X1*X2*exp(3.404*X2) - 116.3501442*X1*X2*exp(-3.971*X2) + 0.074,0.11173473436070551,,4.8565123081207275
7,Cain * (-1 * exp(-2 * t) + 8.455 * exp(-5 * t) + 12.3315 * exp(-6 * t) - 20.045 * exp(-5.7 * t) + 0.26),"add,sub,mul,div,exp,constant,variable",((-0.040) + ((-107.518) * ((((-2.055) + exp(((-0.223) * X2))) * ((2.789 * X2) * ((-0.715) * X1))) / exp(((2.418 * X2) * ((-1.830) * X2)))))),-440.60311124115*X1*X2*exp(4.42494*X2**2) + 214.40540693*X1*X2*exp(4.42494*X2**2 - 0.223*X2) - 0.04,0.12881495908248622,,4.628103256225586
21,Cain * (-1 * exp(-2 * t) + 8.455 * exp(-5 * t) + 12.3315 * exp(-6 * t) - 20.045 * exp(-5.7 * t) + 0.26),"add,sub,mul,div,exp,constant,variable",(0.083 + ((-208.136) * ((exp((3.310 * X2)) * ((0.913 * X1) * (0.638 * X2))) + (exp(((-4.351) * X2)) * ((0.844 * X1) * (0.638 * X2)))))),-121.237971184*X1*X2*exp(3.31*X2) - 112.075408192*X1*X2*exp(-4.351*X2) + 0.083,0.13279394545697612,,4.707847833633423
29,Cain * (-1 * exp(-2 * t) + 8.455 * exp(-5 * t) + 12.3315 * exp(-6 * t) - 20.045 * exp(-5.7 * t) + 0.26),"add,sub,mul,div,exp,constant,variable",(0.090 + (34.165 * ((((2.298 * X1) * ((-1.572) * X2)) / exp(((-3.271) * X2))) + (((2.055 * X1) * ((-1.572) * X2)) / exp((4.519 * X2)))))),-123.41955924*X1*X2*exp(3.271*X2) - 110.3686659*X1*X2*exp(-4.519*X2) + 0.09,0.14349848048976105,,4.6721954345703125
20,Cain * (-1 * exp(-2 * t) + 8.455 * exp(-5 * t) + 12.3315 * exp(-6 * t) - 20.045 * exp(-5.7 * t) + 0.26),"add,sub,mul,div,exp,constant,variable",((-0.084) + (3.502 * (exp(exp((2.092 * X2))) * ((((-1.900) * X2) * (4.558 * X1)) * exp(exp(((-1.742) * X2))))))),-30.3280204*X1*X2*exp((exp(3.834*X2) + 1)*exp(-1.742*X2)) - 0.084,0.19827357344271238,,4.602976560592651
