Numero_iteracion,Funcion,Funcion_set,Original,Simplificado,RMSE,R2,tiempo
0,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.000 + (5.328 * ((((-0.691) - (0.188 * X1)) / ((-1.192) - (0.321 * X1))) / ((-1.897) + ((-1.192) - (0.843 * X1)))))),(0.270603*X1**2 + 0.994761*X1 + 0.000439999999999774)/(0.270603*X1**2 + 1.996425*X1 + 3.682088),1.731933166774615e-05,-3.4666412253993437,4.096983909606934
1,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-0.000) + ((-82.877) * (((0.961 * X1) - (0.945 * X1)) / ((0.894 - exp(1.748)) - ((0.394 * X1) + (0.916 * X1)))))),1.326032*X1/(1.31*X1 + 4.8491049721901),1.731933166774615e-05,-3.4666412253993437,5.052358388900757
4,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.000 + (0.992 * ((((0.733 * X1) - (0.757 * X1)) / ((0.500 * X1) - (-1.852))) / (((0.531 * X1) - (0.006 * X1)) - (0.512 * X1))))),(0.5*X1 + 0.0206153846153849)/(0.5*X1 + 1.852),1.731933166774615e-05,-3.4666412253993437,3.732050657272339
5,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(27.059 + (27.059 * ((((1.168 * X1) + ((-1.118) * X1)) - (1.502 - ((-0.441) * X1))) / (1.502 - ((-0.406) * X1))))),0.405884999999996*X1/(0.406*X1 + 1.502),1.731933166774615e-05,-3.4666412253993437,3.5841989517211914
10,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(9.402 + ((-4.144) * (((0.307 * X1) - ((((-0.017) * X1) - 1.292) / 0.962)) / ((0.160 * X1) - (1.319 * (-0.449)))))),(0.15888123076923*X1 + 0.00261740046153669)/(0.16*X1 + 0.592231),1.731933166774615e-05,-3.4666412253993437,4.504393815994263
12,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-7.347) + (2.334 * (((2.718 + (0.650 * X1)) + (1.513 + (0.650 * X1))) / (1.344 + (0.363 * X1))))),(0.367239*X1 + 0.000785999999999731)/(0.363*X1 + 1.344),1.731933166774615e-05,-3.4666412253993437,4.160463333129883
15,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-4.069) + ((-29.673) * ((exp((-1.171)) + ((1.513 * X1) + ((-1.409) * X1))) / (((-0.625) / 0.276) + ((-0.611) * X1))))),(0.599832999999996*X1 - 0.0139076813456001)/(0.611*X1 + 2.26449275362319),1.731933166774615e-05,-3.4666412253993437,4.585757255554199
16,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(4.203 + ((-3.203) * ((((-6.134) - (1.494 * X1)) / ((-5.527) - (1.494 * X1))) - (1.119 / ((-5.529) - (1.494 * X1)))))),(2.232036*X1**2 + 8.258267268*X1 - 0.000450647999969078)/(2.232036*X1**2 + 16.517664*X1 + 30.558783),1.731933166774615e-05,-3.4666412253993437,4.453483581542969
17,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.008 + (2.923 * (exp((0.002 * X1)) / (((-0.784) * X1) - exp(1.065))))),(0.790272*X1 - 2.923*exp(0.002*X1) + 2.92404569593211)/(0.784*X1 + 2.90083898405963),1.731933166774615e-05,-3.4666412253993437,4.350926876068115
20,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.930 + ((-0.090) * ((((-0.576) - (0.152 * X1)) - exp(1.648)) / (exp((0.046 * X1)) * ((-0.560) - (0.152 * X1)))))),(-0.01368*X1 + (0.14136*X1 + 0.5208)*exp(0.046*X1) - 0.519531864709137)*exp(-0.046*X1)/(0.152*X1 + 0.56),1.731933166774615e-05,-3.4666412253993437,4.4610817432403564
26,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.643 + (0.970 * (((0.139 * X1) / (1.374 - ((-0.378) * X1))) - (0.937 / (1.414 - ((-0.378) * X1)))))),(0.142840152*X1**2 + 0.524723752*X1 + 0.000428687999999955)/(0.142884*X1**2 + 1.053864*X1 + 1.942836),1.731933166774615e-05,-3.4666412253993437,3.8537521362304688
27,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-0.000) + (1.000 * ((0.634 * X1) / (((((0.112 * X1) / 0.129) / ((-4.161) * X1)) + exp(0.939)) + (0.634 * X1))))),0.634*X1/(0.634*X1 + 2.34876685147544),1.731933166774615e-05,-3.4666412253993437,4.297547101974487
29,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.000 + ((-0.663) * (((0.852 - ((-0.234) * X1)) / (0.854 - ((-0.230) * X1))) / (0.792 * (0.835 - ((-0.230) * X1)))))),(0.0418968*X1**2 + 0.15252624*X1 - 0.000108720000000062)/(0.0418968*X1**2 + 0.30766824*X1 + 0.56476728),1.731933166774615e-05,-3.4666412253993437,4.309335708618164
23,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-0.087) + (0.039 * (exp(((-0.211) * X1)) + (((1.290 * X1) - (((-0.227) * X1) / (1.067 * X1))) / ((0.046 * X1) + 0.173))))),(0.046308*X1*exp(0.211*X1) + 0.001794*X1 - 0.0067539053420806*exp(0.211*X1) + 0.006747)*exp(-0.211*X1)/(0.046*X1 + 0.173),1.9998944251347818e-05,-3.4666412253993437,4.28678297996521
2,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(6.842 + ((-5.843) * exp(((0.511 - 0.229) / (1.786 + (0.447 * X1)))))),6.842 - 5.843*exp(0.282/(0.447*X1 + 1.786)),2.2359849473419975e-05,-3.4666412253993437,3.6889214515686035
13,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",((-45.222) + (4.060 * (exp((0.223 / (((-0.444) / 0.561) - (0.247 * X1)))) - ((-0.374) / 0.036)))),-3.04311111111112 + 4.06*exp(-0.223/(0.247*X1 + 0.79144385026738)),2.4494471354182275e-05,-3.4666412253993437,4.011936664581299
22,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.280 + ((-0.470) * ((((0.276 * X1) / 2.223) * exp(((-0.254) * X1))) + exp(exp(((-0.254) * X1)))))),-0.0583535762483131*X1*exp(-0.254*X1) - 0.47*exp(exp(-0.254*X1)) + 1.28,3.316542649238733e-05,-3.4666412253993437,4.17053747177124
28,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.688 + ((-0.874) * (exp(exp(((-0.217) * X1))) + (exp(((-0.363) * X1)) / (-1.268))))),-0.874*exp(exp(-0.217*X1)) + 1.688 + 0.689274447949527*exp(-0.363*X1),4.795757328094136e-05,-3.4666412253993437,4.6308228969573975
21,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(3.218 + ((-0.652) * (exp(exp(((-0.227) * exp(((-0.449) * X1))))) + exp(exp(((-0.217) * X1)))))),-0.652*exp(exp(-0.217*X1)) - 0.652*exp(exp(-0.227*exp(-0.449*X1))) + 3.218,5.098912931713998e-05,-3.4666412253993437,4.786426782608032
19,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(1.711 + ((-0.893) * ((exp(((-0.356) * X1)) * (-0.803)) + exp(exp(((-0.214) * X1)))))),-0.893*exp(exp(-0.214*X1)) + 1.711 + 0.717079*exp(-0.356*X1),5.098951041500529e-05,-3.4666412253993437,4.4091033935546875
18,x1 / (x1 + 3.7),"add,sub,mul,div,exp,constant,variable",(0.798 + ((-0.796) * (((0.220 * X1) * exp(((-0.326) * X1))) + (exp(((-0.552) * X1)) - exp((exp((1.113 * X1)) / ((-0.348) * X1))))))),-0.17512*X1*exp(-0.326*X1) + 0.798 + 0.796*exp(-2.8735632183908*exp(1.113*X1)/X1) - 0.796*exp(-0.552*X1),5.1960470529547715e-05,-3.4666412253993437,5.032057046890259
